timestamp,stage,status
"2026-08-25 12:38:12 CEST","source_gate","start"
"2026-08-25 12:38:12 CEST","source_gate","done"
"2026-08-25 12:38:12 CEST","import_mmmc","start"
"2026-08-25 12:38:16 CEST","import_mmmc","done"
"2026-08-25 12:38:16 CEST","post_import_gate","start"
"2026-08-25 12:38:16 CEST","post_import_gate","done"
"2026-08-25 12:38:16 CEST","post_import_tc_timing","start"
"2026-08-25 12:38:25 CEST","post_import_tc_timing","done"
"2026-08-25 12:38:25 CEST","floorplan","start"
"2026-08-25 12:38:27 CEST","floorplan","done"
"2026-08-25 12:38:27 CEST","io_placement","start"
"2026-08-25 12:38:27 CEST","io_placement","done"
"2026-08-25 12:38:27 CEST","ro_macro_placement","start"
"2026-08-25 12:38:27 CEST","ro_macro_placement","done"
"2026-08-25 12:38:27 CEST","pg_connectivity","start"
"2026-08-25 12:38:28 CEST","pg_connectivity","done"
"2026-08-25 12:38:28 CEST","pd_matrix_placement","start"
"2026-08-25 12:38:30 CEST","pd_matrix_placement","done"
"2026-08-25 12:38:30 CEST","phase_buffer_placement","start"
"2026-08-25 12:38:34 CEST","phase_buffer_placement","done"
"2026-08-25 12:38:34 CEST","row_infrastructure","start"
"2026-08-25 12:38:34 CEST","row_infrastructure","done"
"2026-08-25 12:38:34 CEST","placement","start"
"2026-08-25 12:42:46 CEST","placement","fail"
