ns,0,1,2,3,4,5,6,7
0,6400000.0,6400000.0,6400000.0,6400000.0,6400000.0,6400000.0,6400000.0,6400000.0
1,6400000.0,6400000.0,6400000.0,6400000.0,6400000.0,6400000.0,6400000.0,
