x,count,mean,std,min,max,median,rmse,mae,p90_ae,p99_ae
0,35925300,-1943.1066886010694,369.62739184751536,-2705.0,-1221.0,,1977.9504564794327,1943.1066886010694,2600.0,2700.0
1,5974290,-1832.603269175082,273.44325851522575,-2255.0,-1276.0,,1852.891239469582,1832.603269175082,2200.0,2300.0
3,5989470,-1790.6624567783126,310.5342762550471,-2255.0,-945.0,,1817.3892138846895,1790.6624567783126,2200.0,2300.0
4,5987190,-2136.128189517954,384.7753550901966,-2705.0,-1237.0,,2170.5058606716316,2136.128189517954,2600.0,2700.0
6,6101700,-2201.4788108232133,347.0221567590654,-2705.0,-1265.0,,2228.661776055106,2201.4788108232133,2700.0,2700.0
7,36022050,-1997.9354589758218,469.30664372686783,-3100.0,-891.0,,2052.3145026931984,1997.9354589758218,2600.0,3100.0
