config,rows,invalid_raw_tags,count,mean,std,min,max,median,rmse,mae,p90_ae,p99_ae
multihit_15_cal_nominal,96000000,0,96000000,-1975.7522163020833,412.5137049235139,-3100.0,-891.0,,2018.3568503115944,1975.7522163020833,2600.0,2800.0
