idx	marker_handle	box	layer	type	subType	message
1	0x7fa25d6b3070	{530.97 519.82 531.35 520.1}	MET1	Geometry	Minimal_Area	Regular Wire of Net u_core_n_40747 Actual: 0.10640000 Required: 0.20200000 Type: Minimum Area # 106400 202000 64 0      LEF Description:  AREA 0.202000 ; 
2	0x7fa25d6b28c0	{221.745 681.16 221.745 681.16}	MET3	Connectivity	ConnectivityAntenna	Net VDD
3	0x7fa25d6b28f0	{48.0 681.16 48.0 681.16}	MET3	Connectivity	ConnectivityAntenna	Net VDD
4	0x7fa25d6b2fe0	{302.49 411.18 302.87 411.46}	MET1	Geometry	Minimal_Area	Regular Wire of Net u_core_n_57560 Actual: 0.10640000 Required: 0.20200000 Type: Minimum Area # 106400 202000 64 0      LEF Description:  AREA 0.202000 ; 
5	0x7fa25d6b3010	{319.29 416.22 319.67 416.5}	MET1	Geometry	Minimal_Area	Regular Wire of Net u_core_n_57561 Actual: 0.10640000 Required: 0.20200000 Type: Minimum Area # 106400 202000 64 0      LEF Description:  AREA 0.202000 ; 
6	0x7fa25d6b3040	{323.21 419.58 323.59 419.86}	MET1	Geometry	Minimal_Area	Regular Wire of Net u_core_n_57556 Actual: 0.10640000 Required: 0.20200000 Type: Minimum Area # 106400 202000 64 0      LEF Description:  AREA 0.202000 ; 
7	0x7fa25d6b2830	{144.88 625.66 146.88 639.455}	MET2	Connectivity	UnConnectedPin	Net VDD Pin: u_core_u_osc_slow_u_ro_tune4/vdd!; Direction: INOUT; Use: POWER;
8	0x7fa25d6b30a0	{168.4 610.4 170.4 620.14}	MET1	Geometry	Metal_Short	Special Wire of Net VDD & Blockage of Cell u_core_u_osc_slow_u_ro_tune4 Type: Metal Short # -1 -1 9 2 : 168.2850 610.2850 170.5150 620.2550 1: 168.2850 610.2850 170.5150 620.2550 1
9	0x7fa25d6b2860	{52.43 627.355 57.575 630.59}	MET1	Connectivity	UnConnectedPin	Net VDD Pin: u_core_u_osc_slow_u_ro_tune4/VDD; Direction: INOUT; Use: POWER;
10	0x7fa25d6b2a10	{50.405 645.6 52.085 653.265}	MET1	Connectivity	UnConnectedPin	Net VSS Pin: u_core_u_osc_slow_u_ro_tune4/VSS; Direction: INOUT; Use: GROUND;
