tile,ns,nf,instance,llx,lly,urx,ury,center_x,center_y,leaf_count,bbox_source,expected_llx,expected_lly,expected_urx,expected_ury,dx,dy,status
0_0,0,0,u_core_gen_pd_row[0].gen_pd_col[0].u_pd,217.84,656.32,272.16,723.52,245.0,689.92,25,hier_leaf_aggregate,50.4,250.88,87.9,288.38,175.85,420.29,OUTSIDE_TILE_REGION
0_1,0,1,u_core_gen_pd_row[0].gen_pd_col[1].u_pd,236.88,593.6,274.96,647.36,255.92,620.48,26,hier_leaf_aggregate,50.4,288.38,87.9,325.88,186.77,313.35,OUTSIDE_TILE_REGION
0_2,0,2,u_core_gen_pd_row[0].gen_pd_col[2].u_pd,370.16,575.68,490.56,602.56,430.36,589.12,27,hier_leaf_aggregate,50.4,325.88,87.9,363.38,361.21,244.49,OUTSIDE_TILE_REGION
0_3,0,3,u_core_gen_pd_row[0].gen_pd_col[3].u_pd,537.6,427.84,587.44,472.64,562.52,450.24,25,hier_leaf_aggregate,50.4,363.38,87.9,400.88,493.37,68.11,OUTSIDE_TILE_REGION
0_4,0,4,u_core_gen_pd_row[0].gen_pd_col[4].u_pd,359.52,441.28,417.76,472.64,388.64,456.96,30,hier_leaf_aggregate,50.4,400.88,87.9,438.38,319.49,37.33,OUTSIDE_TILE_REGION
0_5,0,5,u_core_gen_pd_row[0].gen_pd_col[5].u_pd,438.48,454.72,504.56,477.12,471.52,465.92,25,hier_leaf_aggregate,50.4,438.38,87.9,475.88,402.37,8.79,OUTSIDE_TILE_REGION
0_6,0,6,u_core_gen_pd_row[0].gen_pd_col[6].u_pd,49.84,508.48,115.92,544.32,82.88,526.4,32,hier_leaf_aggregate,50.4,475.88,87.9,513.38,13.73,31.77,OUTSIDE_TILE_REGION
0_7,0,7,u_core_gen_pd_row[0].gen_pd_col[7].u_pd,107.52,508.48,161.84,539.84,134.68,524.16,25,hier_leaf_aggregate,50.4,513.38,87.9,550.88,65.53,-7.97,OUTSIDE_TILE_REGION
1_0,1,0,u_core_gen_pd_row[1].gen_pd_col[0].u_pd,234.08,638.4,276.08,696.64,255.08,667.52,25,hier_leaf_aggregate,87.9,250.88,125.4,288.38,148.43,397.89,OUTSIDE_TILE_REGION
1_1,1,1,u_core_gen_pd_row[1].gen_pd_col[1].u_pd,220.08,584.64,275.52,642.88,247.8,613.76,30,hier_leaf_aggregate,87.9,288.38,125.4,325.88,141.15,306.63,OUTSIDE_TILE_REGION
1_2,1,2,u_core_gen_pd_row[1].gen_pd_col[2].u_pd,370.72,548.8,415.52,589.12,393.12,568.96,26,hier_leaf_aggregate,87.9,325.88,125.4,363.38,286.47,224.33,OUTSIDE_TILE_REGION
1_3,1,3,u_core_gen_pd_row[1].gen_pd_col[3].u_pd,502.88,427.84,574.0,468.16,538.44,448.0,26,hier_leaf_aggregate,87.9,363.38,125.4,400.88,431.79,65.87,OUTSIDE_TILE_REGION
1_4,1,4,u_core_gen_pd_row[1].gen_pd_col[4].u_pd,277.2,427.84,415.52,468.16,346.36,448.0,28,hier_leaf_aggregate,87.9,400.88,125.4,438.38,239.71,28.37,OUTSIDE_TILE_REGION
1_5,1,5,u_core_gen_pd_row[1].gen_pd_col[5].u_pd,408.24,436.8,455.28,481.6,431.76,459.2,25,hier_leaf_aggregate,87.9,438.38,125.4,475.88,325.11,2.07,OUTSIDE_TILE_REGION
1_6,1,6,u_core_gen_pd_row[1].gen_pd_col[6].u_pd,38.08,499.52,121.52,526.4,79.8,512.96,27,hier_leaf_aggregate,87.9,475.88,125.4,513.38,-26.85,18.33,OK
1_7,1,7,u_core_gen_pd_row[1].gen_pd_col[7].u_pd,118.72,468.16,171.92,530.88,145.32,499.52,30,hier_leaf_aggregate,87.9,513.38,125.4,550.88,38.67,-32.61,OUTSIDE_TILE_REGION
2_0,2,0,u_core_gen_pd_row[2].gen_pd_col[0].u_pd,140.56,562.24,243.6,602.56,192.08,582.4,25,hier_leaf_aggregate,125.4,250.88,162.9,288.38,47.93,312.77,OUTSIDE_TILE_REGION
