tile,ns,nf,instance,llx,lly,urx,ury,center_x,center_y,leaf_count,bbox_source,expected_llx,expected_lly,expected_urx,expected_ury,dx,dy,status
2_1,2,1,u_core_gen_pd_row[2].gen_pd_col[1].u_pd,165.76,530.88,244.16,580.16,204.96,555.52,26,hier_leaf_aggregate,125.4,288.38,162.9,325.88,60.81,248.39,OUTSIDE_TILE_REGION
2_2,2,2,u_core_gen_pd_row[2].gen_pd_col[2].u_pd,490.56,392.0,524.72,468.16,507.64,430.08,27,hier_leaf_aggregate,125.4,325.88,162.9,363.38,363.49,85.45,OUTSIDE_TILE_REGION
2_3,2,3,u_core_gen_pd_row[2].gen_pd_col[3].u_pd,514.64,378.56,593.04,418.88,553.84,398.72,26,hier_leaf_aggregate,125.4,363.38,162.9,400.88,409.69,16.59,OUTSIDE_TILE_REGION
2_4,2,4,u_core_gen_pd_row[2].gen_pd_col[4].u_pd,286.72,365.12,399.28,418.88,343.0,392.0,30,hier_leaf_aggregate,125.4,400.88,162.9,438.38,198.85,-27.63,OUTSIDE_TILE_REGION
2_5,2,5,u_core_gen_pd_row[2].gen_pd_col[5].u_pd,423.92,378.56,461.44,427.84,442.68,403.2,24,hier_leaf_aggregate,125.4,438.38,162.9,475.88,298.53,-53.93,OUTSIDE_TILE_REGION
2_6,2,6,u_core_gen_pd_row[2].gen_pd_col[6].u_pd,39.76,450.24,119.28,477.12,79.52,463.68,32,hier_leaf_aggregate,125.4,475.88,162.9,513.38,-64.63,-30.95,OUTSIDE_TILE_REGION
2_7,2,7,u_core_gen_pd_row[2].gen_pd_col[7].u_pd,113.68,445.76,165.76,472.64,139.72,459.2,29,hier_leaf_aggregate,125.4,513.38,162.9,550.88,-4.43,-72.93,OUTSIDE_TILE_REGION
3_0,3,0,u_core_gen_pd_row[3].gen_pd_col[0].u_pd,186.48,441.28,241.36,486.08,213.92,463.68,26,hier_leaf_aggregate,162.9,250.88,200.4,288.38,32.27,194.05,OUTSIDE_TILE_REGION
3_1,3,1,u_core_gen_pd_row[3].gen_pd_col[1].u_pd,187.04,472.64,252.0,508.48,219.52,490.56,26,hier_leaf_aggregate,162.9,288.38,200.4,325.88,37.87,183.43,OUTSIDE_TILE_REGION
3_2,3,2,u_core_gen_pd_row[3].gen_pd_col[2].u_pd,483.28,351.68,524.72,432.32,504.0,392.0,26,hier_leaf_aggregate,162.9,325.88,200.4,363.38,322.35,47.37,OUTSIDE_TILE_REGION
3_3,3,3,u_core_gen_pd_row[3].gen_pd_col[3].u_pd,514.08,347.2,582.4,432.32,548.24,389.76,26,hier_leaf_aggregate,162.9,363.38,200.4,400.88,366.59,7.63,OUTSIDE_TILE_REGION
3_4,3,4,u_core_gen_pd_row[3].gen_pd_col[4].u_pd,370.16,324.8,397.04,423.36,383.6,374.08,30,hier_leaf_aggregate,162.9,400.88,200.4,438.38,201.95,-45.55,OUTSIDE_TILE_REGION
3_5,3,5,u_core_gen_pd_row[3].gen_pd_col[5].u_pd,428.4,333.76,460.88,423.36,444.64,378.56,26,hier_leaf_aggregate,162.9,438.38,200.4,475.88,262.99,-78.57,OUTSIDE_TILE_REGION
3_6,3,6,u_core_gen_pd_row[3].gen_pd_col[6].u_pd,39.2,396.48,169.12,427.84,104.16,412.16,31,hier_leaf_aggregate,162.9,475.88,200.4,513.38,-77.49,-82.47,OUTSIDE_TILE_REGION
3_7,3,7,u_core_gen_pd_row[3].gen_pd_col[7].u_pd,120.4,369.6,178.08,423.36,149.24,396.48,24,hier_leaf_aggregate,162.9,513.38,200.4,550.88,-32.41,-135.65,OUTSIDE_TILE_REGION
4_0,4,0,u_core_gen_pd_row[4].gen_pd_col[0].u_pd,194.88,333.76,261.52,360.64,228.2,347.2,30,hier_leaf_aggregate,200.4,250.88,237.9,288.38,9.05,77.57,OUTSIDE_TILE_REGION
4_1,4,1,u_core_gen_pd_row[4].gen_pd_col[1].u_pd,215.6,342.72,271.04,378.56,243.32,360.64,30,hier_leaf_aggregate,200.4,288.38,237.9,325.88,24.17,53.51,OUTSIDE_TILE_REGION
4_2,4,2,u_core_gen_pd_row[4].gen_pd_col[2].u_pd,474.32,306.88,526.96,338.24,500.64,322.56,25,hier_leaf_aggregate,200.4,325.88,237.9,363.38,281.49,-22.07,OUTSIDE_TILE_REGION
4_3,4,3,u_core_gen_pd_row[4].gen_pd_col[3].u_pd,524.16,302.4,600.32,347.2,562.24,324.8,26,hier_leaf_aggregate,200.4,363.38,237.9,400.88,343.09,-57.33,OUTSIDE_TILE_REGION
4_4,4,4,u_core_gen_pd_row[4].gen_pd_col[4].u_pd,367.92,257.6,400.4,338.24,384.16,297.92,31,hier_leaf_aggregate,200.4,400.88,237.9,438.38,165.01,-121.71,OUTSIDE_TILE_REGION
4_5,4,5,u_core_gen_pd_row[4].gen_pd_col[5].u_pd,429.52,271.04,483.84,338.24,456.68,304.64,31,hier_leaf_aggregate,200.4,438.38,237.9,475.88,237.53,-152.49,OUTSIDE_TILE_REGION
4_6,4,6,u_core_gen_pd_row[4].gen_pd_col[6].u_pd,53.76,302.4,122.64,342.72,88.2,322.56,26,hier_leaf_aggregate,200.4,475.88,237.9,513.38,-130.95,-172.07,OUTSIDE_TILE_REGION
4_7,4,7,u_core_gen_pd_row[4].gen_pd_col[7].u_pd,137.76,288.96,185.36,342.72,161.56,315.84,25,hier_leaf_aggregate,200.4,513.38,237.9,550.88,-57.59,-216.29,OUTSIDE_TILE_REGION
5_0,5,0,u_core_gen_pd_row[5].gen_pd_col[0].u_pd,227.92,105.28,271.04,253.12,249.48,179.2,31,hier_leaf_aggregate,237.9,250.88,275.4,288.38,-7.17,-90.43,OUTSIDE_TILE_REGION
5_1,5,1,u_core_gen_pd_row[5].gen_pd_col[1].u_pd,213.92,257.6,265.44,297.92,239.68,277.76,26,hier_leaf_aggregate,237.9,288.38,275.4,325.88,-16.97,-29.37,OK
5_2,5,2,u_core_gen_pd_row[5].gen_pd_col[2].u_pd,466.48,244.16,518.56,293.44,492.52,268.8,25,hier_leaf_aggregate,237.9,325.88,275.4,363.38,235.87,-75.83,OUTSIDE_TILE_REGION
5_3,5,3,u_core_gen_pd_row[5].gen_pd_col[3].u_pd,510.72,266.56,592.48,297.92,551.6,282.24,31,hier_leaf_aggregate,237.9,363.38,275.4,400.88,294.95,-99.89,OUTSIDE_TILE_REGION
5_4,5,4,u_core_gen_pd_row[5].gen_pd_col[4].u_pd,347.76,132.16,393.12,257.6,370.44,194.88,30,hier_leaf_aggregate,237.9,400.88,275.4,438.38,113.79,-224.75,OUTSIDE_TILE_REGION
5_5,5,5,u_core_gen_pd_row[5].gen_pd_col[5].u_pd,423.36,217.28,483.28,257.6,453.32,237.44,25,hier_leaf_aggregate,237.9,438.38,275.4,475.88,196.67,-219.69,OUTSIDE_TILE_REGION
5_6,5,6,u_core_gen_pd_row[5].gen_pd_col[6].u_pd,68.32,266.56,197.12,306.88,132.72,286.72,26,hier_leaf_aggregate,237.9,475.88,275.4,513.38,-123.93,-207.91,OUTSIDE_TILE_REGION
5_7,5,7,u_core_gen_pd_row[5].gen_pd_col[7].u_pd,149.52,248.64,201.6,288.96,175.56,268.8,24,hier_leaf_aggregate,237.9,513.38,275.4,550.88,-81.09,-263.33,OUTSIDE_TILE_REGION
6_0,6,0,u_core_gen_pd_row[6].gen_pd_col[0].u_pd,195.44,78.4,272.16,132.16,233.8,105.28,30,hier_leaf_aggregate,275.4,250.88,312.9,288.38,-60.35,-164.35,OUTSIDE_TILE_REGION
6_1,6,1,u_core_gen_pd_row[6].gen_pd_col[1].u_pd,207.2,221.76,258.16,271.04,232.68,246.4,26,hier_leaf_aggregate,275.4,288.38,312.9,325.88,-61.47,-60.73,OUTSIDE_TILE_REGION
6_2,6,2,u_core_gen_pd_row[6].gen_pd_col[2].u_pd,474.32,208.32,522.48,266.56,498.4,237.44,26,hier_leaf_aggregate,275.4,325.88,312.9,363.38,204.25,-107.19,OUTSIDE_TILE_REGION
6_3,6,3,u_core_gen_pd_row[6].gen_pd_col[3].u_pd,509.6,217.28,575.12,266.56,542.36,241.92,26,hier_leaf_aggregate,275.4,363.38,312.9,400.88,248.21,-140.21,OUTSIDE_TILE_REGION
6_4,6,4,u_core_gen_pd_row[6].gen_pd_col[4].u_pd,356.72,78.4,409.92,132.16,383.32,105.28,30,hier_leaf_aggregate,275.4,400.88,312.9,438.38,89.17,-314.35,OUTSIDE_TILE_REGION
6_5,6,5,u_core_gen_pd_row[6].gen_pd_col[5].u_pd,440.72,109.76,507.92,141.12,474.32,125.44,25,hier_leaf_aggregate,275.4,438.38,312.9,475.88,180.17,-331.69,OUTSIDE_TILE_REGION
6_6,6,6,u_core_gen_pd_row[6].gen_pd_col[6].u_pd,39.2,266.56,155.68,311.36,97.44,288.96,26,hier_leaf_aggregate,275.4,475.88,312.9,513.38,-196.71,-205.67,OUTSIDE_TILE_REGION
6_7,6,7,u_core_gen_pd_row[6].gen_pd_col[7].u_pd,124.32,248.64,155.68,302.4,140.0,275.52,25,hier_leaf_aggregate,275.4,513.38,312.9,550.88,-154.15,-256.61,OUTSIDE_TILE_REGION
7_0,7,0,u_core_gen_pd_row[7].gen_pd_col[0].u_pd,212.8,78.4,276.64,136.64,244.72,107.52,26,hier_leaf_aggregate,312.9,250.88,350.4,288.38,-86.93,-162.11,OUTSIDE_TILE_REGION
7_1,7,1,u_core_gen_pd_row[7].gen_pd_col[1].u_pd,208.88,221.76,272.72,262.08,240.8,241.92,35,hier_leaf_aggregate,312.9,288.38,350.4,325.88,-90.85,-65.21,OUTSIDE_TILE_REGION
7_2,7,2,u_core_gen_pd_row[7].gen_pd_col[2].u_pd,461.44,212.8,518.0,288.96,489.72,250.88,26,hier_leaf_aggregate,312.9,325.88,350.4,363.38,158.07,-93.75,OUTSIDE_TILE_REGION
7_3,7,3,u_core_gen_pd_row[7].gen_pd_col[3].u_pd,506.8,217.28,605.92,284.48,556.36,250.88,27,hier_leaf_aggregate,312.9,363.38,350.4,400.88,224.71,-131.25,OUTSIDE_TILE_REGION
7_4,7,4,u_core_gen_pd_row[7].gen_pd_col[4].u_pd,343.84,82.88,398.72,136.64,371.28,109.76,26,hier_leaf_aggregate,312.9,400.88,350.4,438.38,39.63,-309.87,OUTSIDE_TILE_REGION
7_5,7,5,u_core_gen_pd_row[7].gen_pd_col[5].u_pd,428.96,132.16,501.76,181.44,465.36,156.8,24,hier_leaf_aggregate,312.9,438.38,350.4,475.88,133.71,-300.33,OUTSIDE_TILE_REGION
7_6,7,6,u_core_gen_pd_row[7].gen_pd_col[6].u_pd,43.68,333.76,133.84,383.04,88.76,358.4,26,hier_leaf_aggregate,312.9,475.88,350.4,513.38,-242.89,-136.23,OUTSIDE_TILE_REGION
7_7,7,7,u_core_gen_pd_row[7].gen_pd_col[7].u_pd,117.6,342.72,190.4,418.88,154.0,380.8,30,hier_leaf_aggregate,312.9,513.38,350.4,550.88,-177.65,-151.33,OUTSIDE_TILE_REGION
