idx	inst	inst_orient	marker_layer	marker_local_box	marker_lef_box	overlapping_lef_pins_same_layer	overlapping_obs_count_same_layer	nearest_pin_same_layer	nearest_pin_distance_um	classification	orientation_warning	message
42	u_core_u_osc_fast_u_ro_tune4	MX	MET1	65.915000 -0.395000 65.925000 -0.165000	-2.785000 -17.850000 -2.775000 -17.620000		0	code[0]:MET1:-2.775000 -18.885000 -2.545000 -18.655000	0.805000	NO_OBS_OR_PIN_OVERLAP		Regular Wire of Net u_core_ro_fast_code_q[0] & Regular Wire of Net u_core_ro_fast_code_q[1] Actual: 0.010000 Required: 0.230000 Type: ParallelRunLength Spacing # 10 230 3 2 : 116.3250 120.0050 116.5550 120.2350 1: 116.0850 120.0050 116.3150 120.2350 1
46	u_core_u_osc_fast_u_ro_tune4	MX	MET1	67.085000 -0.535000 67.175000 -0.165000	-1.615000 -17.850000 -1.525000 -17.480000		0	code[7]:MET1:-1.805000 -18.885000 -1.575000 -18.655000	0.805000	NO_OBS_OR_PIN_OVERLAP		Regular Wire of Net u_core_ro_fast_code_q[7] & Regular Wire of Net u_core_ro_fast_code_q[6] Type: Metal Short # -1 -1 9 2 : 117.4850 119.8650 117.5750 120.2350 1: 117.4850 119.8650 117.5750 120.2350 1
47	u_core_u_osc_fast_u_ro_tune4	MX	MET1	67.085000 -0.395000 67.125000 -0.165000	-1.615000 -17.850000 -1.575000 -17.620000		0	code[7]:MET1:-1.805000 -18.885000 -1.575000 -18.655000	0.805000	NO_OBS_OR_PIN_OVERLAP		Regular Wire of Net u_core_ro_fast_code_q[6] & Regular Wire of Net u_core_ro_fast_code_q[7] Type: Metal Short # -1 -1 9 2 : 117.4850 120.0050 117.5250 120.2350 1: 117.4850 120.0050 117.5250 120.2350 1
48	u_core_u_osc_fast_u_ro_tune4	MX	MET1	65.925000 -0.955000 65.940000 -0.650000	-2.775000 -17.365000 -2.760000 -17.060000		0	code[0]:MET1:-2.775000 -18.885000 -2.545000 -18.655000	1.290000	NO_OBS_OR_PIN_OVERLAP		Regular Wire of Net u_core_ro_fast_code_q[1] & Pin of Cell u_core_u_osc_fast_u_ro_tune4 Type: Metal Short # -1 -1 9 2 : 116.3250 119.4450 116.3400 119.7500 1: 116.3250 119.4450 116.3400 119.7500 1
49	u_core_u_osc_fast_u_ro_tune4	MX	MET1	67.085000 -0.535000 67.175000 -0.165000	-1.615000 -17.850000 -1.525000 -17.480000		0	code[7]:MET1:-1.805000 -18.885000 -1.575000 -18.655000	0.805000	NO_OBS_OR_PIN_OVERLAP		Regular Wire of Net u_core_ro_fast_code_q[7] & Pin of Cell u_core_u_osc_fast_u_ro_tune4 Type: Metal Short # -1 -1 9 2 : 117.4850 119.8650 117.5750 120.2350 1: 117.4850 119.8650 117.5750 120.2350 1
50	u_core_u_osc_fast_u_ro_tune4	MX	MET1	65.915000 -0.650000 65.925000 -0.165000	-2.785000 -17.850000 -2.775000 -17.365000		0	code[0]:MET1:-2.775000 -18.885000 -2.545000 -18.655000	0.805000	NO_OBS_OR_PIN_OVERLAP		Regular Wire of Net u_core_ro_fast_code_q[1] Actual: 0.010000 Required: 0.230000 Type: ParallelRunLength Spacing # 10 230 3 2 : 116.0850 119.7500 116.3150 120.2350 1: 116.3250 119.7500 116.5550 120.2350 1     LEF Description:  SPACING 0.230000 
