idx	inst	inst_orient	marker_layer	marker_box	marker_local_box	type	subType	message
42	u_core_u_osc_fast_u_ro_tune4	MX	MET1	116.315 120.005 116.325 120.235	65.915 -0.395 65.925 -0.165	Geometry	Parallel_Run_Length_Spacing	Regular Wire of Net u_core_ro_fast_code_q[0] & Regular Wire of Net u_core_ro_fast_code_q[1] Actual: 0.010000 Required: 0.230000 Type: ParallelRunLength Spacing # 10 230 3 2 : 116.3250 120.0050 116.5550 120.2350 1: 116.0850 120.0050 116.3150 120.2350 1
46	u_core_u_osc_fast_u_ro_tune4	MX	MET1	117.485 119.865 117.575 120.235	67.085 -0.535 67.175 -0.165	Geometry	Metal_Short	Regular Wire of Net u_core_ro_fast_code_q[7] & Regular Wire of Net u_core_ro_fast_code_q[6] Type: Metal Short # -1 -1 9 2 : 117.4850 119.8650 117.5750 120.2350 1: 117.4850 119.8650 117.5750 120.2350 1
47	u_core_u_osc_fast_u_ro_tune4	MX	MET1	117.485 120.005 117.525 120.235	67.085 -0.395 67.125 -0.165	Geometry	Metal_Short	Regular Wire of Net u_core_ro_fast_code_q[6] & Regular Wire of Net u_core_ro_fast_code_q[7] Type: Metal Short # -1 -1 9 2 : 117.4850 120.0050 117.5250 120.2350 1: 117.4850 120.0050 117.5250 120.2350 1
48	u_core_u_osc_fast_u_ro_tune4	MX	MET1	116.325 119.445 116.34 119.75	65.925 -0.955 65.94 -0.65	Geometry	Metal_Short	Regular Wire of Net u_core_ro_fast_code_q[1] & Pin of Cell u_core_u_osc_fast_u_ro_tune4 Type: Metal Short # -1 -1 9 2 : 116.3250 119.4450 116.3400 119.7500 1: 116.3250 119.4450 116.3400 119.7500 1
49	u_core_u_osc_fast_u_ro_tune4	MX	MET1	117.485 119.865 117.575 120.235	67.085 -0.535 67.175 -0.165	Geometry	Metal_Short	Regular Wire of Net u_core_ro_fast_code_q[7] & Pin of Cell u_core_u_osc_fast_u_ro_tune4 Type: Metal Short # -1 -1 9 2 : 117.4850 119.8650 117.5750 120.2350 1: 117.4850 119.8650 117.5750 120.2350 1
50	u_core_u_osc_fast_u_ro_tune4	MX	MET1	116.315 119.75 116.325 120.235	65.915 -0.65 65.925 -0.165	Geometry	Parallel_Run_Length_Spacing	Regular Wire of Net u_core_ro_fast_code_q[1] Actual: 0.010000 Required: 0.230000 Type: ParallelRunLength Spacing # 10 230 3 2 : 116.0850 119.7500 116.3150 120.2350 1: 116.3250 119.7500 116.5550 120.2350 1     LEF Description:  SPACING 0.230000 
