pin,direction,use,pin_family,pin_index,is_position_bus,layers,shape_count,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,ll_bbox_x1,ll_bbox_y1,ll_bbox_x2,ll_bbox_y2,ll_center_x,ll_center_y,width,height,side,edge_distance
B[42],INOUT,SIGNAL,B,42,YES,MET3,1,1692.12,-65.855,1692.4,-65.575,1692.26,-65.715,1743.5149999999999,0.0049999999999954525,1743.795,0.2849999999999966,1743.655,0.14499999999999602,0.2800000000002001,0.28000000000000114,BOTTOM,0.0049999999999954525
B[43],INOUT,SIGNAL,B,43,YES,MET3,1,1693.94,-65.855,1694.22,-65.575,1694.08,-65.715,1745.335,0.0049999999999954525,1745.615,0.2849999999999966,1745.475,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[44],INOUT,SIGNAL,B,44,YES,MET3,1,1720.985,-65.855,1721.265,-65.575,1721.125,-65.715,1772.3799999999999,0.0049999999999954525,1772.66,0.2849999999999966,1772.52,0.14499999999999602,0.2800000000002001,0.28000000000000114,BOTTOM,0.0049999999999954525
B[45],INOUT,SIGNAL,B,45,YES,MET3,1,1778.72,-65.855,1779.0,-65.575,1778.8600000000001,-65.715,1830.115,0.0049999999999954525,1830.395,0.2849999999999966,1830.255,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[46],INOUT,SIGNAL,B,46,YES,MET3,1,1780.54,-65.855,1780.82,-65.575,1780.6799999999998,-65.715,1831.935,0.0049999999999954525,1832.215,0.2849999999999966,1832.0749999999998,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[47],INOUT,SIGNAL,B,47,YES,MET3,1,1807.585,-65.855,1807.865,-65.575,1807.725,-65.715,1858.98,0.0049999999999954525,1859.26,0.2849999999999966,1859.12,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[48],INOUT,SIGNAL,B,48,YES,MET3,1,1865.32,-65.855,1865.6,-65.575,1865.46,-65.715,1916.715,0.0049999999999954525,1916.995,0.2849999999999966,1916.855,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[49],INOUT,SIGNAL,B,49,YES,MET3,1,1867.14,-65.855,1867.42,-65.575,1867.2800000000002,-65.715,1918.535,0.0049999999999954525,1918.815,0.2849999999999966,1918.6750000000002,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[50],INOUT,SIGNAL,B,50,YES,MET2,1,1940.105,75.755,1940.385,76.035,1940.245,75.895,1991.5,141.615,1991.78,141.89499999999998,1991.6399999999999,141.755,0.2799999999999727,0.28000000000000114,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[51],INOUT,SIGNAL,B,51,YES,MET2,1,1940.105,125.755,1940.385,126.035,1940.245,125.895,1991.5,191.615,1991.78,191.89499999999998,1991.6399999999999,191.755,0.2799999999999727,0.28000000000000114,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[52],INOUT,SIGNAL,B,52,YES,MET2,1,1940.105,175.755,1940.385,176.035,1940.245,175.89499999999998,1991.5,241.615,1991.78,241.89499999999998,1991.6399999999999,241.755,0.2799999999999727,0.28000000000000114,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[53],INOUT,SIGNAL,B,53,YES,MET2,1,1940.105,225.755,1940.385,226.035,1940.245,225.89499999999998,1991.5,291.615,1991.78,291.895,1991.6399999999999,291.755,0.2799999999999727,0.28000000000000114,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[54],INOUT,SIGNAL,B,54,YES,MET2,1,1940.105,275.755,1940.385,276.035,1940.245,275.895,1991.5,341.615,1991.78,341.89500000000004,1991.6399999999999,341.755,0.2799999999999727,0.28000000000002956,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[55],INOUT,SIGNAL,B,55,YES,MET2,1,1940.105,325.755,1940.385,326.035,1940.245,325.895,1991.5,391.615,1991.78,391.89500000000004,1991.6399999999999,391.755,0.2799999999999727,0.28000000000002956,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[56],INOUT,SIGNAL,B,56,YES,MET2,1,1940.105,375.755,1940.385,376.035,1940.245,375.895,1991.5,441.615,1991.78,441.89500000000004,1991.6399999999999,441.755,0.2799999999999727,0.28000000000002956,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[57],INOUT,SIGNAL,B,57,YES,MET2,1,1940.105,425.755,1940.385,426.035,1940.245,425.895,1991.5,491.615,1991.78,491.89500000000004,1991.6399999999999,491.755,0.2799999999999727,0.28000000000002956,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[58],INOUT,SIGNAL,B,58,YES,MET2,1,1940.105,475.755,1940.385,476.035,1940.245,475.895,1991.5,541.615,1991.78,541.895,1991.6399999999999,541.755,0.2799999999999727,0.28000000000002956,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[59],INOUT,SIGNAL,B,59,YES,MET2,1,1940.105,525.755,1940.385,526.035,1940.245,525.895,1991.5,591.615,1991.78,591.895,1991.6399999999999,591.755,0.2799999999999727,0.2799999999999727,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[60],INOUT,SIGNAL,B,60,YES,MET2,1,1940.105,575.755,1940.385,576.035,1940.245,575.895,1991.5,641.615,1991.78,641.895,1991.6399999999999,641.755,0.2799999999999727,0.2799999999999727,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[61],INOUT,SIGNAL,B,61,YES,MET2,1,1940.105,625.755,1940.385,626.035,1940.245,625.895,1991.5,691.615,1991.78,691.895,1991.6399999999999,691.755,0.2799999999999727,0.2799999999999727,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[62],INOUT,SIGNAL,B,62,YES,MET2,1,1940.105,675.755,1940.385,676.035,1940.245,675.895,1991.5,741.615,1991.78,741.895,1991.6399999999999,741.755,0.2799999999999727,0.2799999999999727,INTERNAL_NEAREST_RIGHT,8.13000000000011
B[63],INOUT,SIGNAL,B,63,YES,MET2,1,1940.105,725.755,1940.385,726.035,1940.245,725.895,1991.5,791.615,1991.78,791.895,1991.6399999999999,791.755,0.2799999999999727,0.2799999999999727,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[0],INOUT,SIGNAL,Bz,0,YES,MET3,1,480.28,-65.855,480.56,-65.575,480.41999999999996,-65.715,531.675,0.0049999999999954525,531.955,0.2849999999999966,531.8149999999999,0.14499999999999602,0.28000000000002956,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[1],INOUT,SIGNAL,Bz,1,YES,MET3,1,482.1,-65.855,482.38,-65.575,482.24,-65.715,533.495,0.0049999999999954525,533.775,0.2849999999999966,533.635,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[2],INOUT,SIGNAL,Bz,2,YES,MET3,1,509.145,-65.855,509.425,-65.575,509.28499999999997,-65.715,560.54,0.0049999999999954525,560.82,0.2849999999999966,560.68,0.14499999999999602,0.28000000000002956,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[3],INOUT,SIGNAL,Bz,3,YES,MET3,1,566.88,-65.855,567.16,-65.575,567.02,-65.715,618.275,0.0049999999999954525,618.555,0.2849999999999966,618.415,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[4],INOUT,SIGNAL,Bz,4,YES,MET3,1,568.7,-65.855,568.98,-65.575,568.84,-65.715,620.095,0.0049999999999954525,620.375,0.2849999999999966,620.235,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[5],INOUT,SIGNAL,Bz,5,YES,MET3,1,595.745,-65.855,596.025,-65.575,595.885,-65.715,647.14,0.0049999999999954525,647.42,0.2849999999999966,647.28,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[6],INOUT,SIGNAL,Bz,6,YES,MET3,1,653.48,-65.855,653.76,-65.575,653.62,-65.715,704.875,0.0049999999999954525,705.155,0.2849999999999966,705.015,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[7],INOUT,SIGNAL,Bz,7,YES,MET3,1,655.3,-65.855,655.58,-65.575,655.44,-65.715,706.6949999999999,0.0049999999999954525,706.975,0.2849999999999966,706.835,0.14499999999999602,0.2800000000000864,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[8],INOUT,SIGNAL,Bz,8,YES,MET3,1,682.345,-65.855,682.625,-65.575,682.485,-65.715,733.74,0.0049999999999954525,734.02,0.2849999999999966,733.88,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[9],INOUT,SIGNAL,Bz,9,YES,MET3,1,740.08,-65.855,740.36,-65.575,740.22,-65.715,791.475,0.0049999999999954525,791.755,0.2849999999999966,791.615,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[10],INOUT,SIGNAL,Bz,10,YES,MET3,1,741.9,-65.855,742.18,-65.575,742.04,-65.715,793.295,0.0049999999999954525,793.5749999999999,0.2849999999999966,793.435,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[11],INOUT,SIGNAL,Bz,11,YES,MET3,1,768.945,-65.855,769.225,-65.575,769.085,-65.715,820.34,0.0049999999999954525,820.62,0.2849999999999966,820.48,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[12],INOUT,SIGNAL,Bz,12,YES,MET3,1,826.68,-65.855,826.96,-65.575,826.8199999999999,-65.715,878.0749999999999,0.0049999999999954525,878.355,0.2849999999999966,878.2149999999999,0.14499999999999602,0.2800000000000864,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[13],INOUT,SIGNAL,Bz,13,YES,MET3,1,828.5,-65.855,828.78,-65.575,828.64,-65.715,879.895,0.0049999999999954525,880.175,0.2849999999999966,880.035,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[14],INOUT,SIGNAL,Bz,14,YES,MET3,1,855.545,-65.855,855.825,-65.575,855.685,-65.715,906.9399999999999,0.0049999999999954525,907.22,0.2849999999999966,907.0799999999999,0.14499999999999602,0.2800000000000864,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[15],INOUT,SIGNAL,Bz,15,YES,MET3,1,913.28,-65.855,913.56,-65.575,913.42,-65.715,964.675,0.0049999999999954525,964.9549999999999,0.2849999999999966,964.8149999999999,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[16],INOUT,SIGNAL,Bz,16,YES,MET3,1,915.1,-65.855,915.38,-65.575,915.24,-65.715,966.495,0.0049999999999954525,966.775,0.2849999999999966,966.635,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[17],INOUT,SIGNAL,Bz,17,YES,MET3,1,942.145,-65.855,942.425,-65.575,942.285,-65.715,993.54,0.0049999999999954525,993.8199999999999,0.2849999999999966,993.68,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[18],INOUT,SIGNAL,Bz,18,YES,MET3,1,999.88,-65.855,1000.16,-65.575,1000.02,-65.715,1051.275,0.0049999999999954525,1051.555,0.2849999999999966,1051.415,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[19],INOUT,SIGNAL,Bz,19,YES,MET3,1,1001.7,-65.855,1001.98,-65.575,1001.84,-65.715,1053.095,0.0049999999999954525,1053.375,0.2849999999999966,1053.2350000000001,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[20],INOUT,SIGNAL,Bz,20,YES,MET3,1,1028.745,-65.855,1029.025,-65.575,1028.885,-65.715,1080.1399999999999,0.0049999999999954525,1080.42,0.2849999999999966,1080.28,0.14499999999999602,0.2800000000002001,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[21],INOUT,SIGNAL,Bz,21,YES,MET3,1,1086.48,-65.855,1086.76,-65.575,1086.62,-65.715,1137.875,0.0049999999999954525,1138.155,0.2849999999999966,1138.0149999999999,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[22],INOUT,SIGNAL,Bz,22,YES,MET3,1,1088.3,-65.855,1088.58,-65.575,1088.44,-65.715,1139.695,0.0049999999999954525,1139.975,0.2849999999999966,1139.835,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[23],INOUT,SIGNAL,Bz,23,YES,MET3,1,1115.345,-65.855,1115.625,-65.575,1115.4850000000001,-65.715,1166.74,0.0049999999999954525,1167.02,0.2849999999999966,1166.88,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[24],INOUT,SIGNAL,Bz,24,YES,MET3,1,1173.08,-65.855,1173.36,-65.575,1173.2199999999998,-65.715,1224.475,0.0049999999999954525,1224.7549999999999,0.2849999999999966,1224.6149999999998,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[25],INOUT,SIGNAL,Bz,25,YES,MET3,1,1174.9,-65.855,1175.18,-65.575,1175.04,-65.715,1226.295,0.0049999999999954525,1226.575,0.2849999999999966,1226.435,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[26],INOUT,SIGNAL,Bz,26,YES,MET3,1,1201.945,-65.855,1202.225,-65.575,1202.085,-65.715,1253.34,0.0049999999999954525,1253.62,0.2849999999999966,1253.48,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[27],INOUT,SIGNAL,Bz,27,YES,MET3,1,1259.68,-65.855,1259.96,-65.575,1259.8200000000002,-65.715,1311.075,0.0049999999999954525,1311.355,0.2849999999999966,1311.2150000000001,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[28],INOUT,SIGNAL,Bz,28,YES,MET3,1,1261.5,-65.855,1261.78,-65.575,1261.6399999999999,-65.715,1312.895,0.0049999999999954525,1313.175,0.2849999999999966,1313.0349999999999,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[29],INOUT,SIGNAL,Bz,29,YES,MET3,1,1288.545,-65.855,1288.825,-65.575,1288.685,-65.715,1339.94,0.0049999999999954525,1340.22,0.2849999999999966,1340.08,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[30],INOUT,SIGNAL,Bz,30,YES,MET3,1,1346.28,-65.855,1346.56,-65.575,1346.42,-65.715,1397.675,0.0049999999999954525,1397.955,0.2849999999999966,1397.815,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[31],INOUT,SIGNAL,Bz,31,YES,MET3,1,1348.1,-65.855,1348.38,-65.575,1348.24,-65.715,1399.495,0.0049999999999954525,1399.775,0.2849999999999966,1399.635,0.14499999999999602,0.2800000000002001,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[32],INOUT,SIGNAL,Bz,32,YES,MET3,1,1375.145,-65.855,1375.425,-65.575,1375.2849999999999,-65.715,1426.54,0.0049999999999954525,1426.82,0.2849999999999966,1426.6799999999998,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[33],INOUT,SIGNAL,Bz,33,YES,MET3,1,1432.88,-65.855,1433.16,-65.575,1433.02,-65.715,1484.275,0.0049999999999954525,1484.555,0.2849999999999966,1484.415,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[34],INOUT,SIGNAL,Bz,34,YES,MET3,1,1434.7,-65.855,1434.98,-65.575,1434.8400000000001,-65.715,1486.095,0.0049999999999954525,1486.375,0.2849999999999966,1486.2350000000001,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[35],INOUT,SIGNAL,Bz,35,YES,MET3,1,1461.745,-65.855,1462.025,-65.575,1461.885,-65.715,1513.1399999999999,0.0049999999999954525,1513.42,0.2849999999999966,1513.28,0.14499999999999602,0.2800000000002001,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[36],INOUT,SIGNAL,Bz,36,YES,MET3,1,1519.48,-65.855,1519.76,-65.575,1519.62,-65.715,1570.875,0.0049999999999954525,1571.155,0.2849999999999966,1571.0149999999999,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[37],INOUT,SIGNAL,Bz,37,YES,MET3,1,1521.3,-65.855,1521.58,-65.575,1521.44,-65.715,1572.695,0.0049999999999954525,1572.975,0.2849999999999966,1572.835,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[38],INOUT,SIGNAL,Bz,38,YES,MET3,1,1548.345,-65.855,1548.625,-65.575,1548.4850000000001,-65.715,1599.74,0.0049999999999954525,1600.02,0.2849999999999966,1599.88,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[39],INOUT,SIGNAL,Bz,39,YES,MET3,1,1606.08,-65.855,1606.36,-65.575,1606.2199999999998,-65.715,1657.475,0.0049999999999954525,1657.7549999999999,0.2849999999999966,1657.6149999999998,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[40],INOUT,SIGNAL,Bz,40,YES,MET3,1,1607.9,-65.855,1608.18,-65.575,1608.04,-65.715,1659.295,0.0049999999999954525,1659.575,0.2849999999999966,1659.435,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[41],INOUT,SIGNAL,Bz,41,YES,MET3,1,1634.945,-65.855,1635.225,-65.575,1635.085,-65.715,1686.34,0.0049999999999954525,1686.62,0.2849999999999966,1686.48,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[42],INOUT,SIGNAL,Bz,42,YES,MET3,1,1692.68,-65.855,1692.96,-65.575,1692.8200000000002,-65.715,1744.075,0.0049999999999954525,1744.355,0.2849999999999966,1744.2150000000001,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[43],INOUT,SIGNAL,Bz,43,YES,MET3,1,1694.5,-65.855,1694.78,-65.575,1694.6399999999999,-65.715,1745.895,0.0049999999999954525,1746.175,0.2849999999999966,1746.0349999999999,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[44],INOUT,SIGNAL,Bz,44,YES,MET3,1,1721.545,-65.855,1721.825,-65.575,1721.685,-65.715,1772.94,0.0049999999999954525,1773.22,0.2849999999999966,1773.08,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[45],INOUT,SIGNAL,Bz,45,YES,MET3,1,1779.28,-65.855,1779.56,-65.575,1779.42,-65.715,1830.675,0.0049999999999954525,1830.955,0.2849999999999966,1830.815,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[46],INOUT,SIGNAL,Bz,46,YES,MET3,1,1781.1,-65.855,1781.38,-65.575,1781.24,-65.715,1832.495,0.0049999999999954525,1832.775,0.2849999999999966,1832.635,0.14499999999999602,0.2800000000002001,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[47],INOUT,SIGNAL,Bz,47,YES,MET3,1,1808.145,-65.855,1808.425,-65.575,1808.2849999999999,-65.715,1859.54,0.0049999999999954525,1859.82,0.2849999999999966,1859.6799999999998,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[48],INOUT,SIGNAL,Bz,48,YES,MET3,1,1865.88,-65.855,1866.16,-65.575,1866.02,-65.715,1917.275,0.0049999999999954525,1917.555,0.2849999999999966,1917.415,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[49],INOUT,SIGNAL,Bz,49,YES,MET3,1,1867.7,-65.855,1867.98,-65.575,1867.8400000000001,-65.715,1919.095,0.0049999999999954525,1919.375,0.2849999999999966,1919.2350000000001,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Bz[50],INOUT,SIGNAL,Bz,50,YES,MET2,1,1940.105,75.195,1940.385,75.475,1940.245,75.335,1991.5,141.055,1991.78,141.33499999999998,1991.6399999999999,141.195,0.2799999999999727,0.28000000000000114,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[51],INOUT,SIGNAL,Bz,51,YES,MET2,1,1940.105,125.195,1940.385,125.475,1940.245,125.335,1991.5,191.055,1991.78,191.33499999999998,1991.6399999999999,191.195,0.2799999999999727,0.28000000000000114,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[52],INOUT,SIGNAL,Bz,52,YES,MET2,1,1940.105,175.195,1940.385,175.475,1940.245,175.33499999999998,1991.5,241.055,1991.78,241.33499999999998,1991.6399999999999,241.195,0.2799999999999727,0.28000000000000114,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[53],INOUT,SIGNAL,Bz,53,YES,MET2,1,1940.105,225.195,1940.385,225.475,1940.245,225.33499999999998,1991.5,291.055,1991.78,291.335,1991.6399999999999,291.195,0.2799999999999727,0.28000000000000114,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[54],INOUT,SIGNAL,Bz,54,YES,MET2,1,1940.105,275.195,1940.385,275.475,1940.245,275.33500000000004,1991.5,341.055,1991.78,341.33500000000004,1991.6399999999999,341.19500000000005,0.2799999999999727,0.28000000000002956,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[55],INOUT,SIGNAL,Bz,55,YES,MET2,1,1940.105,325.195,1940.385,325.475,1940.245,325.33500000000004,1991.5,391.055,1991.78,391.33500000000004,1991.6399999999999,391.19500000000005,0.2799999999999727,0.28000000000002956,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[56],INOUT,SIGNAL,Bz,56,YES,MET2,1,1940.105,375.195,1940.385,375.475,1940.245,375.33500000000004,1991.5,441.055,1991.78,441.33500000000004,1991.6399999999999,441.19500000000005,0.2799999999999727,0.28000000000002956,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[57],INOUT,SIGNAL,Bz,57,YES,MET2,1,1940.105,425.195,1940.385,425.475,1940.245,425.33500000000004,1991.5,491.055,1991.78,491.33500000000004,1991.6399999999999,491.19500000000005,0.2799999999999727,0.28000000000002956,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[58],INOUT,SIGNAL,Bz,58,YES,MET2,1,1940.105,475.195,1940.385,475.475,1940.245,475.33500000000004,1991.5,541.055,1991.78,541.335,1991.6399999999999,541.195,0.2799999999999727,0.28000000000002956,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[59],INOUT,SIGNAL,Bz,59,YES,MET2,1,1940.105,525.195,1940.385,525.475,1940.245,525.335,1991.5,591.0550000000001,1991.78,591.335,1991.6399999999999,591.195,0.2799999999999727,0.2799999999999727,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[60],INOUT,SIGNAL,Bz,60,YES,MET2,1,1940.105,575.195,1940.385,575.475,1940.245,575.335,1991.5,641.0550000000001,1991.78,641.335,1991.6399999999999,641.195,0.2799999999999727,0.2799999999999727,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[61],INOUT,SIGNAL,Bz,61,YES,MET2,1,1940.105,625.195,1940.385,625.475,1940.245,625.335,1991.5,691.0550000000001,1991.78,691.335,1991.6399999999999,691.195,0.2799999999999727,0.2799999999999727,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[62],INOUT,SIGNAL,Bz,62,YES,MET2,1,1940.105,675.195,1940.385,675.475,1940.245,675.335,1991.5,741.0550000000001,1991.78,741.335,1991.6399999999999,741.195,0.2799999999999727,0.2799999999999727,INTERNAL_NEAREST_RIGHT,8.13000000000011
Bz[63],INOUT,SIGNAL,Bz,63,YES,MET2,1,1940.105,725.195,1940.385,725.475,1940.245,725.335,1991.5,791.0550000000001,1991.78,791.335,1991.6399999999999,791.195,0.2799999999999727,0.2799999999999727,INTERNAL_NEAREST_RIGHT,8.13000000000011
Cin[0],INOUT,SIGNAL,Cin,0,NO,MET3,1,34.895,-65.855,35.175,-65.575,35.035,-65.715,86.29,0.0049999999999954525,86.57,0.2849999999999966,86.43,0.14499999999999602,0.27999999999999403,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[1],INOUT,SIGNAL,Cin,1,NO,MET3,1,78.195,-65.855,78.475,-65.575,78.335,-65.715,129.59,0.0049999999999954525,129.87,0.2849999999999966,129.73,0.14499999999999602,0.28000000000000114,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[2],INOUT,SIGNAL,Cin,2,NO,MET3,1,121.495,-65.855,121.775,-65.575,121.635,-65.715,172.89000000000001,0.0049999999999954525,173.17000000000002,0.2849999999999966,173.03,0.14499999999999602,0.28000000000000114,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[3],INOUT,SIGNAL,Cin,3,NO,MET3,1,164.795,-65.855,165.075,-65.575,164.935,-65.715,216.19,0.0049999999999954525,216.47,0.2849999999999966,216.33,0.14499999999999602,0.28000000000000114,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[4],INOUT,SIGNAL,Cin,4,NO,MET3,1,208.095,-65.855,208.375,-65.575,208.235,-65.715,259.49,0.0049999999999954525,259.77,0.2849999999999966,259.63,0.14499999999999602,0.28000000000000114,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[5],INOUT,SIGNAL,Cin,5,NO,MET3,1,251.395,-65.855,251.675,-65.575,251.53500000000003,-65.715,302.79,0.0049999999999954525,303.07,0.2849999999999966,302.93,0.14499999999999602,0.28000000000000114,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[6],INOUT,SIGNAL,Cin,6,NO,MET3,1,294.695,-65.855,294.975,-65.575,294.83500000000004,-65.715,346.09,0.0049999999999954525,346.37,0.2849999999999966,346.23,0.14499999999999602,0.28000000000002956,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[7],INOUT,SIGNAL,Cin,7,NO,MET3,1,337.995,-65.855,338.275,-65.575,338.135,-65.715,389.39,0.0049999999999954525,389.66999999999996,0.2849999999999966,389.53,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[8],INOUT,SIGNAL,Cin,8,NO,MET3,1,381.295,-65.855,381.575,-65.575,381.435,-65.715,432.69,0.0049999999999954525,432.96999999999997,0.2849999999999966,432.83,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[9],INOUT,SIGNAL,Cin,9,NO,MET3,1,424.595,-65.855,424.875,-65.575,424.735,-65.715,475.99,0.0049999999999954525,476.27,0.2849999999999966,476.13,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[10],INOUT,SIGNAL,Cin,10,NO,MET3,1,467.895,-65.855,468.175,-65.575,468.03499999999997,-65.715,519.29,0.0049999999999954525,519.57,0.2849999999999966,519.43,0.14499999999999602,0.28000000000002956,0.28000000000000114,BOTTOM,0.0049999999999954525
Cin[11],INOUT,SIGNAL,Cin,11,NO,MET3,1,511.195,-65.855,511.475,-65.575,511.33500000000004,-65.715,562.59,0.0049999999999954525,562.87,0.2849999999999966,562.73,0.14499999999999602,0.28000000000002956,0.28000000000000114,BOTTOM,0.0049999999999954525
