pin,direction,use,pin_family,pin_index,is_position_bus,layers,shape_count,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,ll_bbox_x1,ll_bbox_y1,ll_bbox_x2,ll_bbox_y2,ll_center_x,ll_center_y,width,height,side,edge_distance
B[25],INOUT,SIGNAL,B,25,YES,MET3,1,1174.34,-65.855,1174.62,-65.575,1174.48,-65.715,1225.735,0.0049999999999954525,1226.0149999999999,0.2849999999999966,1225.875,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[26],INOUT,SIGNAL,B,26,YES,MET3,1,1201.385,-65.855,1201.665,-65.575,1201.525,-65.715,1252.78,0.0049999999999954525,1253.06,0.2849999999999966,1252.92,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[27],INOUT,SIGNAL,B,27,YES,MET3,1,1259.12,-65.855,1259.4,-65.575,1259.26,-65.715,1310.5149999999999,0.0049999999999954525,1310.795,0.2849999999999966,1310.655,0.14499999999999602,0.2800000000002001,0.28000000000000114,BOTTOM,0.0049999999999954525
B[28],INOUT,SIGNAL,B,28,YES,MET3,1,1260.94,-65.855,1261.22,-65.575,1261.08,-65.715,1312.335,0.0049999999999954525,1312.615,0.2849999999999966,1312.475,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[29],INOUT,SIGNAL,B,29,YES,MET3,1,1287.985,-65.855,1288.265,-65.575,1288.125,-65.715,1339.3799999999999,0.0049999999999954525,1339.66,0.2849999999999966,1339.52,0.14499999999999602,0.2800000000002001,0.28000000000000114,BOTTOM,0.0049999999999954525
B[30],INOUT,SIGNAL,B,30,YES,MET3,1,1345.72,-65.855,1346.0,-65.575,1345.8600000000001,-65.715,1397.115,0.0049999999999954525,1397.395,0.2849999999999966,1397.255,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[31],INOUT,SIGNAL,B,31,YES,MET3,1,1347.54,-65.855,1347.82,-65.575,1347.6799999999998,-65.715,1398.935,0.0049999999999954525,1399.215,0.2849999999999966,1399.0749999999998,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[32],INOUT,SIGNAL,B,32,YES,MET3,1,1374.585,-65.855,1374.865,-65.575,1374.725,-65.715,1425.98,0.0049999999999954525,1426.26,0.2849999999999966,1426.12,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[33],INOUT,SIGNAL,B,33,YES,MET3,1,1432.32,-65.855,1432.6,-65.575,1432.46,-65.715,1483.715,0.0049999999999954525,1483.995,0.2849999999999966,1483.855,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[34],INOUT,SIGNAL,B,34,YES,MET3,1,1434.14,-65.855,1434.42,-65.575,1434.2800000000002,-65.715,1485.535,0.0049999999999954525,1485.815,0.2849999999999966,1485.6750000000002,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[35],INOUT,SIGNAL,B,35,YES,MET3,1,1461.185,-65.855,1461.465,-65.575,1461.3249999999998,-65.715,1512.58,0.0049999999999954525,1512.86,0.2849999999999966,1512.7199999999998,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[36],INOUT,SIGNAL,B,36,YES,MET3,1,1518.92,-65.855,1519.2,-65.575,1519.06,-65.715,1570.315,0.0049999999999954525,1570.595,0.2849999999999966,1570.455,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[37],INOUT,SIGNAL,B,37,YES,MET3,1,1520.74,-65.855,1521.02,-65.575,1520.88,-65.715,1572.135,0.0049999999999954525,1572.415,0.2849999999999966,1572.275,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[38],INOUT,SIGNAL,B,38,YES,MET3,1,1547.785,-65.855,1548.065,-65.575,1547.9250000000002,-65.715,1599.18,0.0049999999999954525,1599.46,0.2849999999999966,1599.3200000000002,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[39],INOUT,SIGNAL,B,39,YES,MET3,1,1605.52,-65.855,1605.8,-65.575,1605.6599999999999,-65.715,1656.915,0.0049999999999954525,1657.195,0.2849999999999966,1657.0549999999998,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[40],INOUT,SIGNAL,B,40,YES,MET3,1,1607.34,-65.855,1607.62,-65.575,1607.48,-65.715,1658.735,0.0049999999999954525,1659.0149999999999,0.2849999999999966,1658.875,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
B[41],INOUT,SIGNAL,B,41,YES,MET3,1,1634.385,-65.855,1634.665,-65.575,1634.525,-65.715,1685.78,0.0049999999999954525,1686.06,0.2849999999999966,1685.92,0.14499999999999602,0.2799999999999727,0.28000000000000114,BOTTOM,0.0049999999999954525
