ns_inf,nf_inf,nslow,nfast_hit,stop_phase_disc,phase0_snap,hit_idx,correction,within_std,train_count
0,0,23,3,4,1,0,-2140.2579075425792,5.8469244104680005,411
0,0,23,3,6,1,0,-2177.9319186560565,15.575995432712363,1131
0,0,23,3,7,1,0,-2207.8809523809523,1.467138143400886,126
0,0,23,4,0,1,0,-2152.952577319588,12.909191904394797,970
0,0,23,4,4,1,0,-2192.7195121951218,10.202883580989665,738
0,0,23,5,0,1,0,-2171.7563571850974,23.175769111244183,1691
0,0,23,6,0,0,0,-2150.592289719626,11.599262238496644,856
0,0,23,6,0,1,0,-2190.069330199765,11.428874184385311,851
0,0,23,7,0,0,0,-2170.077840909091,22.8940536121003,1760
0,0,23,8,0,0,0,-2187.9852440408627,12.91115225825163,881
0,0,23,8,1,0,0,-2147.882183908046,10.178601842127435,696
0,0,23,9,1,0,0,-2200.6232558139536,5.710652518679828,430
0,0,23,9,3,0,0,-2163.0321489001694,16.049963716880207,1182
0,0,23,10,7,0,0,-2170.4514533085962,22.587484550268755,1617
