ns_inf,nf_inf,nslow,nfast_hit,stop_phase_disc,phase0_snap,hit_idx,correction,within_std,train_count
0,2,3,12,0,1,2,-2550.7616150442477,22.819150668135862,1808
0,2,4,2,0,0,2,-1640.5241730279897,5.628449263361177,393
0,2,4,2,0,1,2,-1680.6493506493507,17.279132284023756,1309
0,2,4,3,0,0,2,-1670.4310551558754,22.793845557288357,1668
0,2,4,4,0,0,2,-1678.4364051789794,18.812639765652435,1313
0,2,4,4,1,0,2,-1637.6698412698413,4.384555684025368,315
0,2,4,5,1,0,2,-1690.992546583851,11.134745311057767,805
0,2,4,5,3,0,2,-1650.1485642946318,11.396460061509087,801
0,2,4,6,3,0,2,-1703.2068965517242,4.324184677707844,348
0,2,4,6,7,0,2,-1663.7894356005788,18.9825444563551,1382
0,2,4,7,7,0,2,-1670.95884057971,23.059017886763737,1725
0,2,4,8,7,0,2,-1700.5582524271845,5.8578637590595575,412
0,2,4,8,7,1,2,-2540.406870229008,17.505291199356183,1310
0,2,4,9,7,1,2,-2549.7375138734737,23.23893700567918,1802
0,2,4,10,6,1,2,-2538.285240464345,15.716283168014243,1206
0,2,4,10,7,1,2,-2578.277559055118,7.25842765295608,508
0,2,4,11,0,1,2,-2522.4338085539716,6.99237273985819,491
0,2,4,11,4,1,2,-2562.3303650934995,15.762440409057765,1123
0,2,4,12,0,1,2,-2549.8431253785584,23.244159625095886,1651
0,2,5,2,0,0,2,-1640.1229314420805,5.85393677821829,423
0,2,5,2,0,1,2,-1680.6404926866821,17.27090470734533,1299
0,2,5,3,0,0,2,-1669.7531572904707,23.376564181851304,1742
0,2,5,4,0,0,2,-1678.379061371841,18.7222910593876,1385
0,2,5,4,1,0,2,-1637.966565349544,4.240717457706074,329
0,2,5,5,1,0,2,-1690.3529411764705,11.302794869298763,867
0,2,5,5,3,0,2,-1650.4487917146146,11.507188488812963,869
0,2,5,6,3,0,2,-1702.66472303207,4.249658929413353,343
0,2,5,6,7,0,2,-1661.6935714285714,19.38072573723755,1400
0,2,5,7,7,0,2,-1671.0199543899657,23.248622788705614,1754
0,2,5,8,7,0,2,-1700.4289099526065,5.844219264543643,422
0,2,5,8,7,1,2,-2541.3505477308295,17.601193110610808,1278
0,2,5,9,7,1,2,-2550.4464500601684,23.51688250958839,1662
0,2,5,10,6,1,2,-2538.2089925062446,15.97225276384804,1201
0,2,5,10,7,1,2,-2577.9772727272725,7.244345662526313,528
0,2,5,11,0,1,2,-2523.087954110899,7.353145307231371,523
0,2,5,11,4,1,2,-2563.2014681892333,15.905338791928264,1226
0,2,5,12,0,1,2,-2550.0856622114215,23.050935748903207,1646
0,2,6,2,0,0,2,-1640.3065693430658,5.804891859069785,411
0,2,6,2,0,1,2,-1680.4936329588015,17.45744308344191,1335
0,2,6,3,0,0,2,-1670.2154031287605,23.16332537453609,1662
0,2,6,4,0,0,2,-1677.8152639087018,18.7073176264325,1402
0,2,6,4,1,0,2,-1637.8774193548388,4.269676249496753,310
0,2,6,5,1,0,2,-1690.0279394644936,11.551339542693395,859
0,2,6,5,3,0,2,-1650.7528604118993,11.54439336361277,874
0,2,6,6,3,0,2,-1703.2559523809523,4.2852140912174725,336
0,2,6,6,7,0,2,-1663.1577008106117,18.783729220753397,1357
0,2,6,7,7,0,2,-1670.6442914515203,22.99551529901591,1743
0,2,6,8,7,0,2,-1700.8067415730336,5.7285760678147,445
0,2,6,8,7,1,2,-2540.823993685872,17.433643516935966,1267
0,2,6,9,7,1,2,-2550.9433849821216,22.87062151995109,1678
0,2,6,10,6,1,2,-2537.6242578456317,15.921205106150941,1179
0,2,6,10,7,1,2,-2577.8011049723755,7.308326608887023,543
0,2,6,11,0,1,2,-2523.026119402985,7.21493506051088,536
0,2,6,11,4,1,2,-2562.8528896672506,15.730749096313016,1142
0,2,6,12,0,1,2,-2550.1913294797687,22.910099117763924,1730
0,2,7,2,0,0,2,-1640.1136890951277,5.96381766931325,431
0,2,7,2,0,1,2,-1680.8776305533904,17.42123546273802,1283
0,2,7,3,0,0,2,-1669.672131147541,22.973643301810405,1708
0,2,7,4,0,0,2,-1678.0058910162004,18.87061505544839,1358
0,2,7,4,1,0,2,-1638.1851851851852,4.332937620416348,324
0,2,7,5,1,0,2,-1690.7719512195122,11.508128351037124,820
0,2,7,5,3,0,2,-1649.8939580764488,11.48756258733084,811
0,2,7,6,3,0,2,-1702.9161676646706,4.412710511192339,334
0,2,7,6,7,0,2,-1662.410998552822,18.447064187841754,1382
0,2,7,7,7,0,2,-1670.547423887588,22.973321747168786,1708
0,2,7,8,7,0,2,-1700.4511873350923,5.656352108091701,379
0,2,7,8,7,1,2,-2540.7070161912106,17.156872158422246,1297
0,2,7,9,7,1,2,-2550.548367593712,22.622201144875305,1654
0,2,7,10,6,1,2,-2537.609334485739,15.630771547700189,1157
0,2,7,10,7,1,2,-2578.0374531835205,7.32846931002469,534
0,2,7,11,0,1,2,-2523.1696606786427,7.16035030233924,501
0,2,7,11,4,1,2,-2563.093062605753,15.809990713370288,1182
0,2,7,12,0,1,2,-2550.231671554252,23.164431853007272,1705
0,2,8,2,0,0,2,-1640.6386138613861,5.961351934772816,404
0,2,8,2,0,1,2,-1680.6291230893,17.06034969080501,1243
0,2,8,3,0,0,2,-1670.227516378797,22.877500758227313,1679
0,2,8,4,0,0,2,-1677.9619113573408,19.054792424792755,1444
0,2,8,4,1,0,2,-1637.8233333333333,4.2831595295658715,300
0,2,8,5,1,0,2,-1690.4193548387098,11.27808092102552,868
0,2,8,5,3,0,2,-1650.6978922716628,11.837604125656728,854
0,2,8,6,3,0,2,-1703.033846153846,4.305498342392007,325
0,2,8,6,7,0,2,-1663.4551374819102,19.043645477827233,1382
0,2,8,7,7,0,2,-1670.788106235566,23.319391406761017,1732
0,2,8,8,7,0,2,-1700.4128878281622,5.478874683216098,419
0,2,8,8,7,1,2,-2540.0863254392666,17.058817166099686,1309
0,2,8,9,7,1,2,-2549.910138248848,23.13156098939045,1736
0,2,8,10,6,1,2,-2537.740740740741,16.112464425797825,1161
0,2,8,10,7,1,2,-2577.9517374517372,7.161915771815821,518
0,2,8,11,0,1,2,-2523.5287569573284,7.034015454074128,539
0,2,8,11,4,1,2,-2562.49649122807,15.882600707452992,1140
0,2,8,12,0,1,2,-2550.8734030197443,23.400795149397066,1722
0,2,9,2,0,0,2,-1640.6842105263158,5.772463047933604,380
0,2,9,2,0,1,2,-1680.5844155844156,17.21929840746439,1232
0,2,9,3,0,0,2,-1670.7014134275619,23.30740966881107,1698
0,2,9,4,0,0,2,-1677.9626647144948,18.29210472021404,1366
0,2,9,4,1,0,2,-1637.30421686747,4.166805895954018,332
0,2,9,5,1,0,2,-1690.4901506373117,11.406004917642242,863
0,2,9,5,3,0,2,-1650.7329479768787,11.394112209524911,865
0,2,9,6,3,0,2,-1703.094395280236,4.243676312554145,339
0,2,9,6,7,0,2,-1662.9265419265419,18.89178823766816,1443
0,2,9,7,7,0,2,-1671.2182468694098,23.422159765165297,1677
0,2,9,8,7,0,2,-1700.4632911392405,5.778225762823627,395
0,2,9,8,7,1,2,-2540.8685064935066,17.10089183828625,1232
0,2,9,9,7,1,2,-2551.506432748538,22.837199432473344,1710
0,2,9,10,6,1,2,-2537.7884444444444,15.906047760476621,1125
0,2,9,10,7,1,2,-2577.4254937163373,7.161406387993237,557
0,2,9,11,0,1,2,-2523.475925925926,7.598085411486018,540
0,2,9,11,4,1,2,-2562.258325832583,15.701733308181545,1111
0,2,9,12,0,1,2,-2550.2119281991895,23.131511859912095,1727
0,2,10,2,0,0,2,-1640.7200902934537,5.7802675148153275,443
0,2,10,2,0,1,2,-1680.2722772277227,17.69005052966735,1414
0,2,10,3,0,0,2,-1671.086698337292,23.321609539694748,1684
0,2,10,4,0,0,2,-1677.712618526623,18.905592388472705,1371
0,2,10,4,1,0,2,-1637.9383116883116,4.534796177394931,308
0,2,10,5,1,0,2,-1690.3855835240274,11.588928786825518,874
0,2,10,5,3,0,2,-1650.7020585048754,11.68534126715331,923
0,2,10,6,3,0,2,-1703.2558139534883,4.251363793597521,344
0,2,10,6,7,0,2,-1663.7865497076023,18.28373819129491,1368
0,2,10,7,7,0,2,-1670.450177935943,23.372776122438413,1686
0,2,10,8,7,0,2,-1700.3453237410072,5.679335545066393,417
0,2,10,8,7,1,2,-2539.814960629921,17.53178251712702,1270
0,2,10,9,7,1,2,-2551.0467966573815,23.242383591862534,1795
0,2,10,10,6,1,2,-2537.774586597041,16.04727073708329,1149
0,2,10,10,7,1,2,-2578.293103448276,7.136619069849731,522
0,2,10,11,0,1,2,-2522.8654205607477,6.977977410969903,535
0,2,10,11,4,1,2,-2562.6435555555554,16.1369160148318,1125
0,2,10,12,0,1,2,-2550.0546290971824,22.579713885373266,1739
0,2,11,2,0,0,2,-1640.4533622559652,5.796297585707684,461
0,2,11,2,0,1,2,-1680.1714285714286,17.300607515570825,1225
0,2,11,3,0,0,2,-1670.5646135265702,23.379445718334892,1656
0,2,11,4,0,0,2,-1678.201793721973,18.62335185864928,1338
0,2,11,4,1,0,2,-1637.9223602484471,4.274385287345089,322
0,2,11,5,1,0,2,-1690.3538283062644,11.323091121108375,862
0,2,11,5,3,0,2,-1650.6411698537684,11.818772753868423,889
0,2,11,6,3,0,2,-1703.380062305296,4.204889750724099,321
0,2,11,6,7,0,2,-1663.5466666666666,18.74761545852232,1425
0,2,11,7,7,0,2,-1669.4080664294188,23.023728673401592,1686
0,2,11,8,7,0,2,-1701.1970443349753,5.785202044256488,406
0,2,11,8,7,1,2,-2541.134474327628,17.138412789399798,1227
0,2,11,9,7,1,2,-2551.249710312862,22.66023636678251,1726
0,2,11,10,6,1,2,-2538.732031943212,16.295275433743306,1127
0,2,11,10,7,1,2,-2578.1228956228956,7.193341082257853,594
0,2,11,11,0,1,2,-2523.041257367387,7.311230642413063,509
0,2,11,11,4,1,2,-2562.917866215072,15.67831341216648,1181
0,2,11,12,0,1,2,-2550.1134204275536,23.2255712428991,1684
0,2,12,2,0,0,2,-1640.589552238806,5.629806099259005,402
0,2,12,2,0,1,2,-1679.9566563467492,17.357548762328562,1292
0,2,12,3,0,0,2,-1670.500292226768,22.758095005612034,1711
0,2,12,4,0,0,2,-1677.812965722802,18.866778504672936,1342
0,2,12,4,1,0,2,-1638.0915032679738,4.212275054992084,306
0,2,12,5,1,0,2,-1689.8636363636363,11.24204175677262,858
0,2,12,5,3,0,2,-1650.2173913043478,11.446641275282786,851
0,2,12,6,3,0,2,-1703.3156146179401,4.364237254730908,301
0,2,12,6,7,0,2,-1663.904239766082,18.886829305246827,1368
0,2,12,7,7,0,2,-1670.669281834641,23.43149295429305,1657
0,2,12,8,7,0,2,-1700.274193548387,5.8915644937282075,434
0,2,12,8,7,1,2,-2540.882218844985,17.35948239776852,1316
0,2,12,9,7,1,2,-2550.173475429248,23.358459427382854,1689
0,2,12,10,6,1,2,-2537.966580976864,15.705235119543632,1167
0,2,12,10,7,1,2,-2577.7952029520297,7.159267150972702,542
0,2,12,11,0,1,2,-2523.6529516994633,7.103713235723365,559
0,2,12,11,4,1,2,-2563.6052855924977,15.633162753879748,1173
0,2,12,12,0,1,2,-2550.688436189335,23.482869689513432,1669
0,2,13,2,0,0,2,-1640.60391198044,5.7481438996467,409
0,2,13,2,0,1,2,-1681.5289968652037,17.433346579912552,1276
0,2,13,3,0,0,2,-1670.7907385697538,22.900471406979207,1706
0,2,13,4,0,0,2,-1677.82373351839,18.653776519156086,1441
0,2,13,4,1,0,2,-1638.1073619631902,4.401353086449393,326
0,2,13,5,1,0,2,-1690.1109770808202,11.596648475343963,829
0,2,13,5,3,0,2,-1650.2511574074074,11.527970154488317,864
0,2,13,6,3,0,2,-1703.3584337349398,4.131259903473443,332
0,2,13,6,7,0,2,-1662.3675213675215,18.762884632301674,1404
0,2,13,7,7,0,2,-1670.6632653061224,23.26126586619736,1666
0,2,13,8,7,0,2,-1700.4684466019417,5.894828613548131,412
0,2,13,8,7,1,2,-2539.7795100222716,17.26408518647529,1347
0,2,13,9,7,1,2,-2550.560185185185,23.06296409676091,1728
0,2,13,10,6,1,2,-2538.446519524618,15.594749310354034,1178
0,2,13,10,7,1,2,-2577.634429400387,7.102170528885463,517
0,2,13,11,0,1,2,-2522.8217821782177,7.3809978659997695,505
0,2,13,11,4,1,2,-2563.4410480349343,15.737371612776986,1145
0,2,13,12,0,1,2,-2550.960887332166,22.523107151972408,1713
0,2,14,2,0,0,2,-1640.4683840749415,5.686650455903016,427
0,2,14,2,0,1,2,-1680.8264525993884,17.348637784610382,1308
0,2,14,3,0,0,2,-1669.5240096038415,22.98621043403361,1666
0,2,14,4,0,0,2,-1678.4398280802293,18.97861006725427,1396
0,2,14,4,1,0,2,-1637.926045016077,4.445923395733677,311
0,2,14,5,1,0,2,-1690.784,11.416988644727027,875
0,2,14,5,3,0,2,-1650.3483516483516,11.715800007295925,910
0,2,14,6,3,0,2,-1702.8816199376947,4.301525324450558,321
0,2,14,6,7,0,2,-1662.8844256518676,18.671996227872423,1419
0,2,14,7,7,0,2,-1671.6678301337988,22.806331482181943,1719
0,2,14,8,7,0,2,-1700.9710467706013,5.812708526914637,449
0,2,14,8,7,1,2,-2540.49766718507,17.561566728867252,1286
0,2,14,9,7,1,2,-2550.9691577698695,23.29503376228963,1686
0,2,14,10,6,1,2,-2538.1854905193736,15.619107683877337,1213
0,2,14,10,7,1,2,-2577.56400742115,7.171700432622552,539
0,2,14,11,0,1,2,-2523.8057692307693,6.909216627622058,520
0,2,14,11,4,1,2,-2562.7389830508473,15.578603502924208,1180
0,2,14,12,0,1,2,-2550.0651135005974,22.95374683586016,1674
0,2,15,2,0,0,2,-1640.2105263157894,5.845615238614948,399
0,2,15,2,0,1,2,-1680.9660883280758,17.021501104206568,1268
0,2,15,3,0,0,2,-1670.5671981776766,23.24800761314747,1756
0,2,15,4,0,0,2,-1677.9606299212599,18.5749431875474,1397
0,2,15,4,1,0,2,-1637.9357798165138,4.5013254507992295,327
0,2,15,5,1,0,2,-1690.430693069307,11.705763517153176,808
0,2,15,5,3,0,2,-1650.3405017921148,11.667944476297452,837
0,2,15,6,3,0,2,-1702.7218309859154,4.311393621300521,284
0,2,15,6,7,0,2,-1662.6486686390533,18.96255492679064,1352
0,2,15,7,7,0,2,-1670.5117748420448,23.089454796770816,1741
0,2,15,8,7,0,2,-1700.6344086021506,5.823912416284768,465
0,2,15,8,7,1,2,-2540.7370786516854,17.085787391624603,1335
0,2,15,9,7,1,2,-2550.1579272054287,23.048744991275562,1621
0,2,15,10,6,1,2,-2537.9296013570824,15.798486010706927,1179
0,2,15,10,7,1,2,-2578.0641509433963,7.077178158927296,530
0,2,15,11,0,1,2,-2522.8502772643255,7.4037099729924725,541
0,2,15,11,4,1,2,-2562.545914069082,16.210136710317677,1187
0,2,15,12,0,1,2,-2550.656474820144,23.564292379404872,1668
0,2,16,2,0,0,2,-1640.987684729064,5.742619684962381,406
0,2,16,2,0,1,2,-1680.4220830070478,17.274002112686244,1277
0,2,16,3,0,0,2,-1671.2281722933644,22.91761014482485,1718
0,2,16,4,0,0,2,-1677.9126145172656,18.677696659438887,1419
0,2,16,4,1,0,2,-1637.9463722397477,4.232251240378296,317
0,2,16,5,1,0,2,-1690.26392251816,11.72415321603945,826
0,2,16,5,3,0,2,-1650.650115473441,11.372700640074777,866
0,2,16,6,3,0,2,-1703.0066225165563,4.119082854156578,302
0,2,16,6,7,0,2,-1663.146468401487,18.81975047587448,1345
0,2,16,7,7,0,2,-1670.9707401032701,22.930780969276412,1743
0,2,16,8,7,0,2,-1700.324455205811,5.927022494307886,413
0,2,16,8,7,1,2,-2540.4862174578866,17.20118438340273,1306
0,2,16,9,7,1,2,-2550.612446087492,23.147032357452623,1623
0,2,16,10,6,1,2,-2538.463394342762,15.547492838718371,1202
0,2,16,10,7,1,2,-2578.1632302405496,7.3127828023961685,582
0,2,16,11,0,1,2,-2522.8191681735984,7.4418683631341285,553
0,2,16,11,4,1,2,-2563.1238416175233,16.031056508328952,1187
0,2,16,12,0,1,2,-2550.444130925508,22.98300811342127,1772
0,2,17,2,0,0,2,-1640.5264483627204,5.875057702085514,397
0,2,17,2,0,1,2,-1680.5565015479876,17.50640916220366,1292
0,2,17,3,0,0,2,-1671.7830028328613,23.26311978771034,1765
0,2,17,4,0,0,2,-1677.8556624722428,18.602524724224665,1351
0,2,17,4,1,0,2,-1638.301948051948,4.327096305680351,308
0,2,17,5,1,0,2,-1690.5968645016796,11.567266207011071,893
0,2,17,5,3,0,2,-1649.8684807256236,11.54615816799648,882
0,2,17,6,3,0,2,-1703.3403614457832,4.384577007155622,332
0,2,17,6,7,0,2,-1663.1152204836415,18.896012025592448,1406
0,2,17,7,7,0,2,-1670.422093023256,22.9163235269321,1720
0,2,17,8,7,0,2,-1700.6635514018692,5.778535734760665,428
0,2,17,8,7,1,2,-2540.596870342772,17.30615240943064,1342
0,2,17,9,7,1,2,-2550.7447823494335,23.580496459260658,1677
0,2,17,10,6,1,2,-2537.6121575342468,15.891684613819278,1168
0,2,17,10,7,1,2,-2578.051689860835,7.315477758778492,503
0,2,17,11,0,1,2,-2522.9077490774907,7.088448512439875,542
0,2,17,11,4,1,2,-2562.864995957963,15.98727399935418,1237
0,2,17,12,0,1,2,-2549.7601208459214,22.850066511121252,1655
0,2,18,2,0,0,2,-1640.3741007194244,5.7061623233127445,417
0,2,18,2,0,1,2,-1680.394675019577,17.29614646926923,1277
0,2,18,3,0,0,2,-1669.6948275862069,23.19067580969808,1740
0,2,18,4,0,0,2,-1677.6589552238806,19.102807923183406,1340
0,2,18,4,1,0,2,-1637.7162629757786,4.365139333119162,289
0,2,18,5,1,0,2,-1690.9086651053865,11.556848384736977,854
0,2,18,5,3,0,2,-1650.1118881118882,11.515230551885185,858
0,2,18,6,3,0,2,-1703.25,4.308592645881905,340
0,2,18,6,7,0,2,-1663.0759312320918,18.666964201478386,1396
0,2,18,7,7,0,2,-1671.7069988137605,22.91276531976154,1686
0,2,18,8,7,0,2,-1699.9647355163727,5.746427276323894,397
0,2,18,8,7,1,2,-2540.60031225605,17.16256842029691,1281
0,2,18,9,7,1,2,-2551.2754561506767,23.164090637637027,1699
0,2,18,10,6,1,2,-2537.90059982862,15.636412735657476,1167
0,2,18,10,7,1,2,-2577.8030303030305,7.405914296957575,528
0,2,18,11,0,1,2,-2522.8112522686024,7.060841406882481,551
0,2,18,11,4,1,2,-2563.2472573839664,15.841955553806729,1185
0,2,18,12,0,1,2,-2550.2826214160327,23.259299704343846,1709
0,2,19,2,0,0,2,-1640.624060150376,5.620319611709524,399
0,2,19,2,0,1,2,-1680.3935926773456,17.047179700987666,1311
0,2,19,3,0,0,2,-1670.973482616382,22.97057899877489,1697
0,2,19,4,0,0,2,-1677.6243654822335,18.824779261050562,1379
0,2,19,4,1,0,2,-1638.331081081081,4.275777965433221,296
0,2,19,5,1,0,2,-1690.878459687124,11.581382858495347,831
0,2,19,5,3,0,2,-1650.5595375722544,11.60382555090776,865
0,2,19,6,3,0,2,-1702.9810126582279,4.342856084967045,316
0,2,19,6,7,0,2,-1663.092511013216,18.766639090157234,1362
0,2,19,7,7,0,2,-1671.9467703349283,23.157979684381804,1672
0,2,19,8,7,0,2,-1700.450800915332,5.414235034248425,437
0,2,19,8,7,1,2,-2539.7846153846153,17.29718115372166,1235
0,2,19,9,7,1,2,-2551.138342277877,23.008151113134613,1677
0,2,19,10,6,1,2,-2537.4124783362217,15.736171346914183,1154
0,2,19,10,7,1,2,-2578.0380761523047,6.979827296099776,499
0,2,19,11,0,1,2,-2523.538752362949,7.165799836106596,529
0,2,19,11,4,1,2,-2562.8840947546532,15.955763747583164,1182
0,2,19,12,0,1,2,-2550.0604623592176,23.137867161051393,1687
0,2,20,2,0,0,2,-1640.3675417661098,5.855743680566472,419
0,2,20,2,0,1,2,-1680.6403225806453,17.364256573409865,1240
0,2,20,3,0,0,2,-1671.3001138952163,23.239821785371653,1756
0,2,20,4,0,0,2,-1677.6434599156119,18.73608689946698,1422
0,2,20,4,1,0,2,-1638.3113553113553,4.375478957985429,273
0,2,20,5,1,0,2,-1690.9650900900901,11.420500661190523,888
0,2,20,5,3,0,2,-1650.5951834862385,11.637988441600413,872
0,2,20,6,3,0,2,-1703.1006097560976,4.428180226267725,328
0,2,20,6,7,0,2,-1662.848377997179,18.768698269878737,1418
0,2,20,7,7,0,2,-1670.7346820809248,23.08528068785307,1730
0,2,20,8,7,0,2,-1700.4919168591225,5.7904559742696335,433
0,2,20,8,7,1,2,-2540.747720364742,17.360740812242078,1316
0,2,20,9,7,1,2,-2550.729104919976,23.669017875723213,1687
0,2,20,10,6,1,2,-2538.7606112054327,15.992105765866455,1178
0,2,20,10,7,1,2,-2578.3599290780144,7.251795375265585,564
0,2,20,11,0,1,2,-2523.049281314168,7.199819933955844,487
0,2,20,11,4,1,2,-2562.7360754070264,15.894163432322067,1167
0,2,20,12,0,1,2,-2549.9586826347304,23.163725372127974,1670
0,2,21,2,0,0,2,-1640.5773672055427,5.907223080539292,433
0,2,21,2,0,1,2,-1680.8882769472857,17.195550796987444,1271
0,2,21,3,0,0,2,-1670.3584905660377,23.06272336321572,1749
0,2,21,4,0,0,2,-1677.424091233072,18.733846274434246,1403
0,2,21,4,1,0,2,-1638.1636904761904,4.255247818862323,336
0,2,21,5,1,0,2,-1690.4068396226414,11.616749472820267,848
0,2,21,5,3,0,2,-1649.8856812933025,11.38207346491608,866
0,2,21,6,3,0,2,-1702.9331306990882,4.29480808890348,329
0,2,21,6,7,0,2,-1662.749815498155,18.809124492461073,1355
0,2,21,7,7,0,2,-1670.620548744892,23.52948190650453,1713
0,2,21,8,7,0,2,-1700.4573459715639,5.80380905881364,422
0,2,21,8,7,1,2,-2539.786217697729,16.977451475365676,1277
0,2,21,9,7,1,2,-2549.432574430823,23.194983836134472,1713
0,2,21,10,6,1,2,-2537.8192567567567,16.08416737007656,1184
0,2,21,10,7,1,2,-2577.943025540275,7.546235708048128,509
0,2,21,11,0,1,2,-2523.3050193050194,7.328714213723696,518
0,2,21,11,4,1,2,-2564.239375542064,15.805131961343749,1153
0,2,21,12,0,1,2,-2551.083384426732,23.259586734421745,1631
0,2,22,2,0,0,2,-1639.7690355329948,5.936205318859906,394
0,2,22,2,0,1,2,-1680.5245398773006,17.362368841316652,1304
0,2,22,3,0,0,2,-1670.1963636363637,22.98421564019982,1650
0,2,22,4,0,0,2,-1678.6060836501902,18.631955691097243,1315
0,2,22,4,1,0,2,-1637.842900302115,4.491627261326363,331
0,2,22,5,1,0,2,-1691.2834928229665,11.322576221767275,836
0,2,22,5,3,0,2,-1650.6526946107786,11.193950538869652,835
0,2,22,6,3,0,2,-1703.1101449275363,4.358504760418863,345
0,2,22,6,7,0,2,-1664.0650464617584,18.58187224822243,1399
0,2,22,7,7,0,2,-1670.3853859752505,22.60597328214537,1697
0,2,22,8,7,0,2,-1700.4052757793766,5.8236490478862475,417
0,2,22,8,7,1,2,-2539.375190258752,17.193987462825156,1314
0,2,22,9,7,1,2,-2551.3016505406945,23.068383718470812,1757
0,2,22,10,6,1,2,-2538.1541774332472,15.731692044179034,1161
0,2,22,10,7,1,2,-2578.6607495069034,7.150074676542288,507
0,2,22,11,0,1,2,-2523.006968641115,7.285369344898075,574
0,2,22,11,4,1,2,-2563.2733990147785,15.436292034116583,1218
0,2,22,12,0,1,2,-2548.9536571747626,23.35047412465207,1791
0,2,23,2,0,0,2,-1640.8305084745762,5.768356443706842,413
0,2,23,2,0,1,2,-1680.4196018376722,17.72661322363775,1306
0,2,23,3,0,0,2,-1670.3926345609066,23.202873030181074,1765
0,2,23,4,0,0,2,-1678.0475852272727,18.37290904518906,1408
0,2,23,4,1,0,2,-1637.7275641025642,4.305572919882401,312
0,2,23,5,1,0,2,-1690.2599277978338,11.68395773471081,831
0,2,23,5,3,0,2,-1650.2459826946847,11.374730165324042,809
0,2,23,6,3,0,2,-1703.3247588424438,4.433212620416771,311
0,2,23,6,7,0,2,-1662.8701117318435,18.950056396167856,1432
0,2,23,7,7,0,2,-1670.5056179775281,23.37877115342657,1691
0,2,23,8,7,0,2,-1700.414117647059,5.685712805234688,425
0,2,23,8,7,1,2,-2541.042173560422,17.348949707126067,1233
0,2,23,9,7,1,2,-2550.596997690531,23.10187679692328,1732
0,2,23,10,6,1,2,-2538.149344978166,15.772273001721192,1145
0,2,23,10,7,1,2,-2578.0939226519336,7.197325309560293,543
0,2,23,11,0,1,2,-2522.7741935483873,7.113358231944397,527
0,2,23,11,4,1,2,-2563.685411572942,15.609397021066657,1227
0,2,23,12,0,1,2,-2550.0820152314,23.427267419399907,1707
0,2,24,2,0,0,2,-1640.584541062802,5.8289923936885195,414
0,2,24,2,0,1,2,-1681.502030869212,17.32908283903347,1231
0,2,24,3,0,0,2,-1670.9090392268333,23.055257130210375,1759
0,2,24,4,0,0,2,-1678.2913165266107,18.712755957410433,1428
0,2,24,4,1,0,2,-1637.997159090909,4.362481166678457,352
0,2,24,5,1,0,2,-1690.1705607476636,11.299196591382236,856
0,2,24,5,3,0,2,-1650.5539568345323,11.571800252433889,834
0,2,24,6,3,0,2,-1703.0830860534124,4.346857929506882,337
0,2,24,6,7,0,2,-1663.6591569767443,18.196703489755446,1376
0,2,24,7,7,0,2,-1670.7604994324631,23.76899957831179,1762
0,2,24,8,7,0,2,-1700.5489260143197,5.946810183014308,419
0,2,24,8,7,1,2,-2540.051374819103,17.465520144328874,1382
0,2,24,9,7,1,2,-2550.8392226148408,22.932495650477147,1698
0,2,24,10,6,1,2,-2537.9293712316967,16.02808174243837,1161
0,2,24,10,7,1,2,-2577.9839285714284,7.173718820121378,560
0,2,24,11,0,1,2,-2523.063551401869,7.233597526988086,535
0,2,24,11,4,1,2,-2562.8192041522493,15.914488558509625,1156
0,2,24,12,0,1,2,-2549.7078853046596,23.198099610001535,1674
0,2,25,2,0,0,2,-1640.2687224669603,5.888317385128704,454
0,2,25,2,0,1,2,-1679.5237315875613,17.171104162334654,1222
0,2,25,3,0,0,2,-1669.2943201376936,22.986913059055812,1743
0,2,25,4,0,0,2,-1678.014423076923,18.615593301129785,1456
0,2,25,4,1,0,2,-1638.3674911660778,4.364885954371612,283
0,2,25,5,1,0,2,-1690.9016759776537,11.563927127022966,895
0,2,25,5,3,0,2,-1650.5452380952381,11.114677177170798,840
0,2,25,6,3,0,2,-1702.700288184438,4.245638538854787,347
0,2,25,6,7,0,2,-1663.1688218390805,18.757476035763244,1392
0,2,25,7,7,0,2,-1669.934367541766,23.57123439595158,1676
0,2,25,8,7,0,2,-1700.6043010752687,5.872698157732692,465
0,2,25,8,7,1,2,-2540.5270700636943,17.54568830339228,1256
0,2,25,9,7,1,2,-2550.0600240096037,23.529833398972286,1666
0,2,25,10,6,1,2,-2537.10103626943,15.625617190062595,1158
0,2,25,10,7,1,2,-2577.915187376726,6.929534460864712,507
0,2,25,11,0,1,2,-2523.2649253731342,7.464390663659898,536
0,2,25,11,4,1,2,-2563.420118343195,15.903667131225628,1183
0,2,25,12,0,1,2,-2550.4845422116528,22.81190338066989,1682
0,2,26,2,0,0,2,-1640.4858611825193,5.626592259378331,389
0,2,26,2,0,1,2,-1680.5551020408163,17.66824733143987,1225
0,2,26,3,0,0,2,-1671.618368511124,23.369299958845996,1753
0,2,26,4,0,0,2,-1677.6076134699854,18.807876625172668,1366
0,2,26,4,1,0,2,-1638.164705882353,4.131221322960665,340
0,2,26,5,1,0,2,-1690.234718826406,11.735623467575275,818
0,2,26,5,3,0,2,-1650.75117370892,11.597274288513914,852
0,2,26,6,3,0,2,-1703.0222841225627,4.312262016166296,359
0,2,26,6,7,0,2,-1662.0796524257785,18.793308433515726,1381
