term,direction,layer,purpose,llx,lly,urx,ury,cx,cy
I183|GNDO_FAST,inputOutput,MET4,pin,2033.470000,23.695000,2033.970000,57.695000,2033.720000,40.695000
I183|GNDO_FAST,inputOutput,MET5,pin,2033.470000,23.695000,2033.970000,57.695000,2033.720000,40.695000
I183|GNDO_FAST,inputOutput,METTPL,pin,2033.470000,23.695000,2033.970000,57.695000,2033.720000,40.695000
I183|GNDO_FAST,inputOutput,MET4,pin,2116.970000,23.695000,2117.470000,57.695000,2117.220000,40.695000
I183|GNDO_FAST,inputOutput,MET5,pin,2116.970000,23.695000,2117.470000,57.695000,2117.220000,40.695000
I183|GNDO_FAST,inputOutput,METTPL,pin,2116.970000,23.695000,2117.470000,57.695000,2117.220000,40.695000
I183|PSUB_SLOW,inputOutput,METTPL,pin,2210.970000,168.315000,2211.470000,176.555000,2211.220000,172.435000
I183|PSUB_SLOW,inputOutput,MET4,pin,2127.470000,13.555000,2127.970000,21.695000,2127.720000,17.625000
I183|PSUB_SLOW,inputOutput,MET4,pin,2127.470000,167.815000,2127.970000,176.555000,2127.720000,172.185000
I183|PSUB_SLOW,inputOutput,MET5,pin,2127.470000,13.555000,2127.970000,21.695000,2127.720000,17.625000
I183|PSUB_SLOW,inputOutput,MET5,pin,2127.470000,167.815000,2127.970000,176.555000,2127.720000,172.185000
I183|PSUB_SLOW,inputOutput,MET4,pin,2210.970000,13.555000,2211.470000,21.695000,2211.220000,17.625000
I183|PSUB_SLOW,inputOutput,MET4,pin,2210.970000,167.815000,2211.470000,176.555000,2211.220000,172.185000
I183|PSUB_SLOW,inputOutput,MET5,pin,2210.970000,13.555000,2211.470000,21.695000,2211.220000,17.625000
I183|PSUB_SLOW,inputOutput,MET5,pin,2210.970000,167.815000,2211.470000,176.555000,2211.220000,172.185000
I183|PSUB_SLOW,inputOutput,METTPL,pin,2127.470000,13.555000,2127.970000,20.955000,2127.720000,17.255000
I183|PSUB_SLOW,inputOutput,METTPL,pin,2210.970000,13.555000,2211.470000,20.955000,2211.220000,17.255000
I183|PSUB_SLOW,inputOutput,METTPL,pin,2127.470000,168.315000,2127.970000,176.555000,2127.720000,172.435000
I183|PSUB_SLOW,inputOutput,METTPL,pin,2210.970000,168.315000,2211.470000,176.555000,2211.220000,172.435000
I183|PSUB_PSUB_SLOW,inputOutput,METTPL,pin,2127.470000,168.315000,2127.970000,176.555000,2127.720000,172.435000
I183|PSUB_PSUB_PSUB_SLOW,inputOutput,METTPL,pin,2210.970000,13.555000,2211.470000,20.955000,2211.220000,17.255000
I183|PSUB_PSUB_PSUB_PSUB_SLOW,inputOutput,METTPL,pin,2127.470000,13.555000,2127.970000,20.955000,2127.720000,17.255000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SLOW,inputOutput,MET5,pin,2210.970000,167.815000,2211.470000,176.555000,2211.220000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SLOW,inputOutput,MET5,pin,2210.970000,13.555000,2211.470000,21.695000,2211.220000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SLOW,inputOutput,MET4,pin,2210.970000,167.815000,2211.470000,176.555000,2211.220000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SLOW,inputOutput,MET4,pin,2210.970000,13.555000,2211.470000,21.695000,2211.220000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SLOW,inputOutput,MET5,pin,2127.470000,167.815000,2127.970000,176.555000,2127.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SLOW,inputOutput,MET5,pin,2127.470000,13.555000,2127.970000,21.695000,2127.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SLOW,inputOutput,MET4,pin,2127.470000,167.815000,2127.970000,176.555000,2127.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SLOW,inputOutput,MET4,pin,2127.470000,13.555000,2127.970000,21.695000,2127.720000,17.625000
I183|VDDO_SLOW,inputOutput,MET4,pin,2127.470000,133.815000,2127.970000,165.815000,2127.720000,149.815000
I183|VDDO_SLOW,inputOutput,MET5,pin,2127.470000,133.815000,2127.970000,165.815000,2127.720000,149.815000
I183|VDDO_SLOW,inputOutput,METTPL,pin,2127.470000,133.815000,2127.970000,165.815000,2127.720000,149.815000
I183|VDDO_SLOW,inputOutput,MET4,pin,2210.970000,133.815000,2211.470000,165.815000,2211.220000,149.815000
I183|VDDO_SLOW,inputOutput,MET5,pin,2210.970000,133.815000,2211.470000,165.815000,2211.220000,149.815000
I183|VDDO_SLOW,inputOutput,METTPL,pin,2210.970000,133.815000,2211.470000,165.815000,2211.220000,149.815000
I183|GNDO_SLOW,inputOutput,MET4,pin,2127.470000,23.695000,2127.970000,57.695000,2127.720000,40.695000
I183|GNDO_SLOW,inputOutput,MET5,pin,2127.470000,23.695000,2127.970000,57.695000,2127.720000,40.695000
I183|GNDO_SLOW,inputOutput,METTPL,pin,2127.470000,23.695000,2127.970000,57.695000,2127.720000,40.695000
I183|GNDO_SLOW,inputOutput,MET4,pin,2210.970000,23.695000,2211.470000,57.695000,2211.220000,40.695000
I183|GNDO_SLOW,inputOutput,MET5,pin,2210.970000,23.695000,2211.470000,57.695000,2211.220000,40.695000
I183|GNDO_SLOW,inputOutput,METTPL,pin,2210.970000,23.695000,2211.470000,57.695000,2211.220000,40.695000
I183|PSUB_STOP,inputOutput,METTPL,pin,2304.970000,168.315000,2305.470000,176.555000,2305.220000,172.435000
I183|PSUB_STOP,inputOutput,MET4,pin,2221.470000,13.555000,2221.970000,21.695000,2221.720000,17.625000
I183|PSUB_STOP,inputOutput,MET4,pin,2221.470000,167.815000,2221.970000,176.555000,2221.720000,172.185000
I183|PSUB_STOP,inputOutput,MET5,pin,2221.470000,13.555000,2221.970000,21.695000,2221.720000,17.625000
I183|PSUB_STOP,inputOutput,MET5,pin,2221.470000,167.815000,2221.970000,176.555000,2221.720000,172.185000
I183|PSUB_STOP,inputOutput,MET4,pin,2304.970000,13.555000,2305.470000,21.695000,2305.220000,17.625000
I183|PSUB_STOP,inputOutput,MET4,pin,2304.970000,167.815000,2305.470000,176.555000,2305.220000,172.185000
I183|PSUB_STOP,inputOutput,MET5,pin,2304.970000,13.555000,2305.470000,21.695000,2305.220000,17.625000
I183|PSUB_STOP,inputOutput,MET5,pin,2304.970000,167.815000,2305.470000,176.555000,2305.220000,172.185000
I183|PSUB_STOP,inputOutput,METTPL,pin,2221.470000,13.555000,2221.970000,20.955000,2221.720000,17.255000
I183|PSUB_STOP,inputOutput,METTPL,pin,2304.970000,13.555000,2305.470000,20.955000,2305.220000,17.255000
I183|PSUB_STOP,inputOutput,METTPL,pin,2221.470000,168.315000,2221.970000,176.555000,2221.720000,172.435000
I183|PSUB_STOP,inputOutput,METTPL,pin,2304.970000,168.315000,2305.470000,176.555000,2305.220000,172.435000
I183|PSUB_PSUB_STOP,inputOutput,METTPL,pin,2221.470000,168.315000,2221.970000,176.555000,2221.720000,172.435000
I183|PSUB_PSUB_PSUB_STOP,inputOutput,METTPL,pin,2304.970000,13.555000,2305.470000,20.955000,2305.220000,17.255000
I183|PSUB_PSUB_PSUB_PSUB_STOP,inputOutput,METTPL,pin,2221.470000,13.555000,2221.970000,20.955000,2221.720000,17.255000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_STOP,inputOutput,MET5,pin,2304.970000,167.815000,2305.470000,176.555000,2305.220000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_STOP,inputOutput,MET5,pin,2304.970000,13.555000,2305.470000,21.695000,2305.220000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_STOP,inputOutput,MET4,pin,2304.970000,167.815000,2305.470000,176.555000,2305.220000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_STOP,inputOutput,MET4,pin,2304.970000,13.555000,2305.470000,21.695000,2305.220000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_STOP,inputOutput,MET5,pin,2221.470000,167.815000,2221.970000,176.555000,2221.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_STOP,inputOutput,MET5,pin,2221.470000,13.555000,2221.970000,21.695000,2221.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_STOP,inputOutput,MET4,pin,2221.470000,167.815000,2221.970000,176.555000,2221.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_STOP,inputOutput,MET4,pin,2221.470000,13.555000,2221.970000,21.695000,2221.720000,17.625000
I183|VDDO_STOP,inputOutput,MET4,pin,2221.470000,133.815000,2221.970000,165.815000,2221.720000,149.815000
I183|VDDO_STOP,inputOutput,MET5,pin,2221.470000,133.815000,2221.970000,165.815000,2221.720000,149.815000
I183|VDDO_STOP,inputOutput,METTPL,pin,2221.470000,133.815000,2221.970000,165.815000,2221.720000,149.815000
I183|VDDO_STOP,inputOutput,MET4,pin,2304.970000,133.815000,2305.470000,165.815000,2305.220000,149.815000
I183|VDDO_STOP,inputOutput,MET5,pin,2304.970000,133.815000,2305.470000,165.815000,2305.220000,149.815000
I183|VDDO_STOP,inputOutput,METTPL,pin,2304.970000,133.815000,2305.470000,165.815000,2305.220000,149.815000
I183|GNDO_STOP,inputOutput,MET4,pin,2221.470000,23.695000,2221.970000,57.695000,2221.720000,40.695000
I183|GNDO_STOP,inputOutput,MET5,pin,2221.470000,23.695000,2221.970000,57.695000,2221.720000,40.695000
I183|GNDO_STOP,inputOutput,METTPL,pin,2221.470000,23.695000,2221.970000,57.695000,2221.720000,40.695000
I183|GNDO_STOP,inputOutput,MET4,pin,2304.970000,23.695000,2305.470000,57.695000,2305.220000,40.695000
I183|GNDO_STOP,inputOutput,MET5,pin,2304.970000,23.695000,2305.470000,57.695000,2305.220000,40.695000
I183|GNDO_STOP,inputOutput,METTPL,pin,2304.970000,23.695000,2305.470000,57.695000,2305.220000,40.695000
I183|PSUB_START,inputOutput,METTPL,pin,2398.970000,168.315000,2399.470000,176.555000,2399.220000,172.435000
I183|PSUB_START,inputOutput,MET4,pin,2315.470000,13.555000,2315.970000,21.695000,2315.720000,17.625000
I183|PSUB_START,inputOutput,MET4,pin,2315.470000,167.815000,2315.970000,176.555000,2315.720000,172.185000
I183|PSUB_START,inputOutput,MET5,pin,2315.470000,13.555000,2315.970000,21.695000,2315.720000,17.625000
I183|PSUB_START,inputOutput,MET5,pin,2315.470000,167.815000,2315.970000,176.555000,2315.720000,172.185000
I183|PSUB_START,inputOutput,MET4,pin,2398.970000,13.555000,2399.470000,21.695000,2399.220000,17.625000
I183|PSUB_START,inputOutput,MET4,pin,2398.970000,167.815000,2399.470000,176.555000,2399.220000,172.185000
I183|PSUB_START,inputOutput,MET5,pin,2398.970000,13.555000,2399.470000,21.695000,2399.220000,17.625000
I183|PSUB_START,inputOutput,MET5,pin,2398.970000,167.815000,2399.470000,176.555000,2399.220000,172.185000
I183|PSUB_START,inputOutput,METTPL,pin,2315.470000,13.555000,2315.970000,20.955000,2315.720000,17.255000
I183|PSUB_START,inputOutput,METTPL,pin,2398.970000,13.555000,2399.470000,20.955000,2399.220000,17.255000
I183|PSUB_START,inputOutput,METTPL,pin,2315.470000,168.315000,2315.970000,176.555000,2315.720000,172.435000
I183|PSUB_START,inputOutput,METTPL,pin,2398.970000,168.315000,2399.470000,176.555000,2399.220000,172.435000
I183|PSUB_PSUB_START,inputOutput,METTPL,pin,2315.470000,168.315000,2315.970000,176.555000,2315.720000,172.435000
I183|PSUB_PSUB_PSUB_START,inputOutput,METTPL,pin,2398.970000,13.555000,2399.470000,20.955000,2399.220000,17.255000
I183|PSUB_PSUB_PSUB_PSUB_START,inputOutput,METTPL,pin,2315.470000,13.555000,2315.970000,20.955000,2315.720000,17.255000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_START,inputOutput,MET5,pin,2398.970000,167.815000,2399.470000,176.555000,2399.220000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_START,inputOutput,MET5,pin,2398.970000,13.555000,2399.470000,21.695000,2399.220000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_START,inputOutput,MET4,pin,2398.970000,167.815000,2399.470000,176.555000,2399.220000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_START,inputOutput,MET4,pin,2398.970000,13.555000,2399.470000,21.695000,2399.220000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_START,inputOutput,MET5,pin,2315.470000,167.815000,2315.970000,176.555000,2315.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_START,inputOutput,MET5,pin,2315.470000,13.555000,2315.970000,21.695000,2315.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_START,inputOutput,MET4,pin,2315.470000,167.815000,2315.970000,176.555000,2315.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_START,inputOutput,MET4,pin,2315.470000,13.555000,2315.970000,21.695000,2315.720000,17.625000
I183|VDDO_START,inputOutput,MET4,pin,2315.470000,133.815000,2315.970000,165.815000,2315.720000,149.815000
I183|VDDO_START,inputOutput,MET5,pin,2315.470000,133.815000,2315.970000,165.815000,2315.720000,149.815000
I183|VDDO_START,inputOutput,METTPL,pin,2315.470000,133.815000,2315.970000,165.815000,2315.720000,149.815000
I183|VDDO_START,inputOutput,MET4,pin,2398.970000,133.815000,2399.470000,165.815000,2399.220000,149.815000
I183|VDDO_START,inputOutput,MET5,pin,2398.970000,133.815000,2399.470000,165.815000,2399.220000,149.815000
I183|VDDO_START,inputOutput,METTPL,pin,2398.970000,133.815000,2399.470000,165.815000,2399.220000,149.815000
I183|GNDO_START,inputOutput,MET4,pin,2315.470000,23.695000,2315.970000,57.695000,2315.720000,40.695000
I183|GNDO_START,inputOutput,MET5,pin,2315.470000,23.695000,2315.970000,57.695000,2315.720000,40.695000
I183|GNDO_START,inputOutput,METTPL,pin,2315.470000,23.695000,2315.970000,57.695000,2315.720000,40.695000
I183|GNDO_START,inputOutput,MET4,pin,2398.970000,23.695000,2399.470000,57.695000,2399.220000,40.695000
I183|GNDO_START,inputOutput,MET5,pin,2398.970000,23.695000,2399.470000,57.695000,2399.220000,40.695000
I183|GNDO_START,inputOutput,METTPL,pin,2398.970000,23.695000,2399.470000,57.695000,2399.220000,40.695000
I183|PSUB_CLK_P,inputOutput,METTPL,pin,2492.970000,168.315000,2493.470000,176.555000,2493.220000,172.435000
I183|PSUB_CLK_P,inputOutput,MET4,pin,2409.470000,13.555000,2409.970000,21.695000,2409.720000,17.625000
I183|PSUB_CLK_P,inputOutput,MET4,pin,2409.470000,167.815000,2409.970000,176.555000,2409.720000,172.185000
I183|PSUB_CLK_P,inputOutput,MET5,pin,2409.470000,13.555000,2409.970000,21.695000,2409.720000,17.625000
I183|PSUB_CLK_P,inputOutput,MET5,pin,2409.470000,167.815000,2409.970000,176.555000,2409.720000,172.185000
I183|PSUB_CLK_P,inputOutput,MET4,pin,2492.970000,13.555000,2493.470000,21.695000,2493.220000,17.625000
I183|PSUB_CLK_P,inputOutput,MET4,pin,2492.970000,167.815000,2493.470000,176.555000,2493.220000,172.185000
I183|PSUB_CLK_P,inputOutput,MET5,pin,2492.970000,13.555000,2493.470000,21.695000,2493.220000,17.625000
I183|PSUB_CLK_P,inputOutput,MET5,pin,2492.970000,167.815000,2493.470000,176.555000,2493.220000,172.185000
I183|PSUB_CLK_P,inputOutput,METTPL,pin,2409.470000,13.555000,2409.970000,20.955000,2409.720000,17.255000
I183|PSUB_CLK_P,inputOutput,METTPL,pin,2492.970000,13.555000,2493.470000,20.955000,2493.220000,17.255000
I183|PSUB_CLK_P,inputOutput,METTPL,pin,2409.470000,168.315000,2409.970000,176.555000,2409.720000,172.435000
I183|PSUB_CLK_P,inputOutput,METTPL,pin,2492.970000,168.315000,2493.470000,176.555000,2493.220000,172.435000
I183|PSUB_PSUB_CLK_P,inputOutput,METTPL,pin,2409.470000,168.315000,2409.970000,176.555000,2409.720000,172.435000
I183|PSUB_PSUB_PSUB_CLK_P,inputOutput,METTPL,pin,2492.970000,13.555000,2493.470000,20.955000,2493.220000,17.255000
I183|PSUB_PSUB_PSUB_PSUB_CLK_P,inputOutput,METTPL,pin,2409.470000,13.555000,2409.970000,20.955000,2409.720000,17.255000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_P,inputOutput,MET5,pin,2492.970000,167.815000,2493.470000,176.555000,2493.220000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_P,inputOutput,MET5,pin,2492.970000,13.555000,2493.470000,21.695000,2493.220000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_P,inputOutput,MET4,pin,2492.970000,167.815000,2493.470000,176.555000,2493.220000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_P,inputOutput,MET4,pin,2492.970000,13.555000,2493.470000,21.695000,2493.220000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_P,inputOutput,MET5,pin,2409.470000,167.815000,2409.970000,176.555000,2409.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_P,inputOutput,MET5,pin,2409.470000,13.555000,2409.970000,21.695000,2409.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_P,inputOutput,MET4,pin,2409.470000,167.815000,2409.970000,176.555000,2409.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_P,inputOutput,MET4,pin,2409.470000,13.555000,2409.970000,21.695000,2409.720000,17.625000
I183|VDDO_CLK_P,inputOutput,MET4,pin,2409.470000,133.815000,2409.970000,165.815000,2409.720000,149.815000
I183|VDDO_CLK_P,inputOutput,MET5,pin,2409.470000,133.815000,2409.970000,165.815000,2409.720000,149.815000
I183|VDDO_CLK_P,inputOutput,METTPL,pin,2409.470000,133.815000,2409.970000,165.815000,2409.720000,149.815000
I183|VDDO_CLK_P,inputOutput,MET4,pin,2492.970000,133.815000,2493.470000,165.815000,2493.220000,149.815000
I183|VDDO_CLK_P,inputOutput,MET5,pin,2492.970000,133.815000,2493.470000,165.815000,2493.220000,149.815000
I183|VDDO_CLK_P,inputOutput,METTPL,pin,2492.970000,133.815000,2493.470000,165.815000,2493.220000,149.815000
I183|GNDO_CLK_P,inputOutput,MET4,pin,2409.470000,23.695000,2409.970000,57.695000,2409.720000,40.695000
I183|GNDO_CLK_P,inputOutput,MET5,pin,2409.470000,23.695000,2409.970000,57.695000,2409.720000,40.695000
I183|GNDO_CLK_P,inputOutput,METTPL,pin,2409.470000,23.695000,2409.970000,57.695000,2409.720000,40.695000
I183|GNDO_CLK_P,inputOutput,MET4,pin,2492.970000,23.695000,2493.470000,57.695000,2493.220000,40.695000
I183|GNDO_CLK_P,inputOutput,MET5,pin,2492.970000,23.695000,2493.470000,57.695000,2493.220000,40.695000
I183|GNDO_CLK_P,inputOutput,METTPL,pin,2492.970000,23.695000,2493.470000,57.695000,2493.220000,40.695000
I183|PSUB_CLK_N,inputOutput,METTPL,pin,2586.970000,168.315000,2587.470000,176.555000,2587.220000,172.435000
I183|PSUB_CLK_N,inputOutput,MET4,pin,2503.470000,13.555000,2503.970000,21.695000,2503.720000,17.625000
I183|PSUB_CLK_N,inputOutput,MET4,pin,2503.470000,167.815000,2503.970000,176.555000,2503.720000,172.185000
I183|PSUB_CLK_N,inputOutput,MET5,pin,2503.470000,13.555000,2503.970000,21.695000,2503.720000,17.625000
I183|PSUB_CLK_N,inputOutput,MET5,pin,2503.470000,167.815000,2503.970000,176.555000,2503.720000,172.185000
I183|PSUB_CLK_N,inputOutput,MET4,pin,2586.970000,13.555000,2587.470000,21.695000,2587.220000,17.625000
I183|PSUB_CLK_N,inputOutput,MET4,pin,2586.970000,167.815000,2587.470000,176.555000,2587.220000,172.185000
I183|PSUB_CLK_N,inputOutput,MET5,pin,2586.970000,13.555000,2587.470000,21.695000,2587.220000,17.625000
I183|PSUB_CLK_N,inputOutput,MET5,pin,2586.970000,167.815000,2587.470000,176.555000,2587.220000,172.185000
I183|PSUB_CLK_N,inputOutput,METTPL,pin,2503.470000,13.555000,2503.970000,20.955000,2503.720000,17.255000
I183|PSUB_CLK_N,inputOutput,METTPL,pin,2586.970000,13.555000,2587.470000,20.955000,2587.220000,17.255000
I183|PSUB_CLK_N,inputOutput,METTPL,pin,2503.470000,168.315000,2503.970000,176.555000,2503.720000,172.435000
I183|PSUB_CLK_N,inputOutput,METTPL,pin,2586.970000,168.315000,2587.470000,176.555000,2587.220000,172.435000
I183|PSUB_PSUB_CLK_N,inputOutput,METTPL,pin,2503.470000,168.315000,2503.970000,176.555000,2503.720000,172.435000
I183|PSUB_PSUB_PSUB_CLK_N,inputOutput,METTPL,pin,2586.970000,13.555000,2587.470000,20.955000,2587.220000,17.255000
I183|PSUB_PSUB_PSUB_PSUB_CLK_N,inputOutput,METTPL,pin,2503.470000,13.555000,2503.970000,20.955000,2503.720000,17.255000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_N,inputOutput,MET5,pin,2586.970000,167.815000,2587.470000,176.555000,2587.220000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_N,inputOutput,MET5,pin,2586.970000,13.555000,2587.470000,21.695000,2587.220000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_N,inputOutput,MET4,pin,2586.970000,167.815000,2587.470000,176.555000,2587.220000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_N,inputOutput,MET4,pin,2586.970000,13.555000,2587.470000,21.695000,2587.220000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_N,inputOutput,MET5,pin,2503.470000,167.815000,2503.970000,176.555000,2503.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_N,inputOutput,MET5,pin,2503.470000,13.555000,2503.970000,21.695000,2503.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_N,inputOutput,MET4,pin,2503.470000,167.815000,2503.970000,176.555000,2503.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_CLK_N,inputOutput,MET4,pin,2503.470000,13.555000,2503.970000,21.695000,2503.720000,17.625000
I183|VDDO_CLK_N,inputOutput,MET4,pin,2503.470000,133.815000,2503.970000,165.815000,2503.720000,149.815000
I183|VDDO_CLK_N,inputOutput,MET5,pin,2503.470000,133.815000,2503.970000,165.815000,2503.720000,149.815000
I183|VDDO_CLK_N,inputOutput,METTPL,pin,2503.470000,133.815000,2503.970000,165.815000,2503.720000,149.815000
I183|VDDO_CLK_N,inputOutput,MET4,pin,2586.970000,133.815000,2587.470000,165.815000,2587.220000,149.815000
I183|VDDO_CLK_N,inputOutput,MET5,pin,2586.970000,133.815000,2587.470000,165.815000,2587.220000,149.815000
I183|VDDO_CLK_N,inputOutput,METTPL,pin,2586.970000,133.815000,2587.470000,165.815000,2587.220000,149.815000
I183|GNDO_CLK_N,inputOutput,MET4,pin,2503.470000,23.695000,2503.970000,57.695000,2503.720000,40.695000
I183|GNDO_CLK_N,inputOutput,MET5,pin,2503.470000,23.695000,2503.970000,57.695000,2503.720000,40.695000
I183|GNDO_CLK_N,inputOutput,METTPL,pin,2503.470000,23.695000,2503.970000,57.695000,2503.720000,40.695000
I183|GNDO_CLK_N,inputOutput,MET4,pin,2586.970000,23.695000,2587.470000,57.695000,2587.220000,40.695000
I183|GNDO_CLK_N,inputOutput,MET5,pin,2586.970000,23.695000,2587.470000,57.695000,2587.220000,40.695000
I183|GNDO_CLK_N,inputOutput,METTPL,pin,2586.970000,23.695000,2587.470000,57.695000,2587.220000,40.695000
I183|PSUB_PSUB_SPARE,inputOutput,METTPL,pin,2691.470000,168.315000,2691.970000,176.555000,2691.720000,172.435000
I183|PSUB_PSUB_SPARE,inputOutput,METTPL,pin,2785.470000,168.315000,2785.970000,176.555000,2785.720000,172.435000
I183|PSUB_PSUB_SPARE,inputOutput,METTPL,pin,2879.470000,168.315000,2879.970000,176.555000,2879.720000,172.435000
I183|PSUB_PSUB_SPARE,inputOutput,METTPL,pin,2973.470000,168.315000,2973.970000,176.555000,2973.720000,172.435000
I183|PSUB_PSUB_SPARE,inputOutput,METTPL,pin,3067.470000,168.315000,3067.970000,176.555000,3067.720000,172.435000
I183|PSUB_PSUB_SPARE,inputOutput,METTPL,pin,3161.470000,168.315000,3161.970000,176.555000,3161.720000,172.435000
I183|PSUB_PSUB_SPARE,inputOutput,METTPL,pin,3255.470000,168.315000,3255.970000,176.555000,3255.720000,172.435000
