inst,master_lib,master_cell,master_view,orient,term,direction,net,layer,purpose,master_llx,master_lly,master_urx,master_ury,top_llx,top_lly,top_urx,top_ury,top_cx,top_cy,norm_top_llx,norm_top_lly,norm_top_urx,norm_top_ury,norm_top_cx,norm_top_cy,nearest_inst_side
M182,SPADMIC,matrice4,layout,,Yz<63>,inputOutput,,MET2,pin,1940.085000,1599.075000,1940.365000,1599.355000,2017.150000,2231.115000,2017.430000,2231.395000,2017.290000,2231.255000,2017.390000,2518.830000,2017.670000,2519.110000,2017.530000,2518.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<62>,inputOutput,,MET2,pin,1940.085000,1574.075000,1940.365000,1574.355000,2017.150000,2206.115000,2017.430000,2206.395000,2017.290000,2206.255000,2017.390000,2493.830000,2017.670000,2494.110000,2017.530000,2493.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<63>,inputOutput,,MET2,pin,1940.085000,1599.635000,1940.365000,1599.915000,2017.150000,2231.675000,2017.430000,2231.955000,2017.290000,2231.815000,2017.390000,2519.390000,2017.670000,2519.670000,2017.530000,2519.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<62>,inputOutput,,MET2,pin,1940.085000,1574.635000,1940.365000,1574.915000,2017.150000,2206.675000,2017.430000,2206.955000,2017.290000,2206.815000,2017.390000,2494.390000,2017.670000,2494.670000,2017.530000,2494.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<61>,inputOutput,,MET2,pin,1940.085000,1549.075000,1940.365000,1549.355000,2017.150000,2181.115000,2017.430000,2181.395000,2017.290000,2181.255000,2017.390000,2468.830000,2017.670000,2469.110000,2017.530000,2468.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<60>,inputOutput,,MET2,pin,1940.085000,1524.075000,1940.365000,1524.355000,2017.150000,2156.115000,2017.430000,2156.395000,2017.290000,2156.255000,2017.390000,2443.830000,2017.670000,2444.110000,2017.530000,2443.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<61>,inputOutput,,MET2,pin,1940.085000,1549.635000,1940.365000,1549.915000,2017.150000,2181.675000,2017.430000,2181.955000,2017.290000,2181.815000,2017.390000,2469.390000,2017.670000,2469.670000,2017.530000,2469.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<60>,inputOutput,,MET2,pin,1940.085000,1524.635000,1940.365000,1524.915000,2017.150000,2156.675000,2017.430000,2156.955000,2017.290000,2156.815000,2017.390000,2444.390000,2017.670000,2444.670000,2017.530000,2444.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<59>,inputOutput,,MET2,pin,1940.085000,1499.075000,1940.365000,1499.355000,2017.150000,2131.115000,2017.430000,2131.395000,2017.290000,2131.255000,2017.390000,2418.830000,2017.670000,2419.110000,2017.530000,2418.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<58>,inputOutput,,MET2,pin,1940.085000,1474.075000,1940.365000,1474.355000,2017.150000,2106.115000,2017.430000,2106.395000,2017.290000,2106.255000,2017.390000,2393.830000,2017.670000,2394.110000,2017.530000,2393.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<59>,inputOutput,,MET2,pin,1940.085000,1499.635000,1940.365000,1499.915000,2017.150000,2131.675000,2017.430000,2131.955000,2017.290000,2131.815000,2017.390000,2419.390000,2017.670000,2419.670000,2017.530000,2419.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<58>,inputOutput,,MET2,pin,1940.085000,1474.635000,1940.365000,1474.915000,2017.150000,2106.675000,2017.430000,2106.955000,2017.290000,2106.815000,2017.390000,2394.390000,2017.670000,2394.670000,2017.530000,2394.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<57>,inputOutput,,MET2,pin,1940.085000,1449.075000,1940.365000,1449.355000,2017.150000,2081.115000,2017.430000,2081.395000,2017.290000,2081.255000,2017.390000,2368.830000,2017.670000,2369.110000,2017.530000,2368.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<56>,inputOutput,,MET2,pin,1940.085000,1424.075000,1940.365000,1424.355000,2017.150000,2056.115000,2017.430000,2056.395000,2017.290000,2056.255000,2017.390000,2343.830000,2017.670000,2344.110000,2017.530000,2343.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<57>,inputOutput,,MET2,pin,1940.085000,1449.635000,1940.365000,1449.915000,2017.150000,2081.675000,2017.430000,2081.955000,2017.290000,2081.815000,2017.390000,2369.390000,2017.670000,2369.670000,2017.530000,2369.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<56>,inputOutput,,MET2,pin,1940.085000,1424.635000,1940.365000,1424.915000,2017.150000,2056.675000,2017.430000,2056.955000,2017.290000,2056.815000,2017.390000,2344.390000,2017.670000,2344.670000,2017.530000,2344.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<55>,inputOutput,,MET2,pin,1940.085000,1399.075000,1940.365000,1399.355000,2017.150000,2031.115000,2017.430000,2031.395000,2017.290000,2031.255000,2017.390000,2318.830000,2017.670000,2319.110000,2017.530000,2318.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<54>,inputOutput,,MET2,pin,1940.085000,1374.075000,1940.365000,1374.355000,2017.150000,2006.115000,2017.430000,2006.395000,2017.290000,2006.255000,2017.390000,2293.830000,2017.670000,2294.110000,2017.530000,2293.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<55>,inputOutput,,MET2,pin,1940.085000,1399.635000,1940.365000,1399.915000,2017.150000,2031.675000,2017.430000,2031.955000,2017.290000,2031.815000,2017.390000,2319.390000,2017.670000,2319.670000,2017.530000,2319.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<54>,inputOutput,,MET2,pin,1940.085000,1374.635000,1940.365000,1374.915000,2017.150000,2006.675000,2017.430000,2006.955000,2017.290000,2006.815000,2017.390000,2294.390000,2017.670000,2294.670000,2017.530000,2294.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<53>,inputOutput,,MET2,pin,1940.085000,1349.075000,1940.365000,1349.355000,2017.150000,1981.115000,2017.430000,1981.395000,2017.290000,1981.255000,2017.390000,2268.830000,2017.670000,2269.110000,2017.530000,2268.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<52>,inputOutput,,MET2,pin,1940.085000,1324.075000,1940.365000,1324.355000,2017.150000,1956.115000,2017.430000,1956.395000,2017.290000,1956.255000,2017.390000,2243.830000,2017.670000,2244.110000,2017.530000,2243.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<53>,inputOutput,,MET2,pin,1940.085000,1349.635000,1940.365000,1349.915000,2017.150000,1981.675000,2017.430000,1981.955000,2017.290000,1981.815000,2017.390000,2269.390000,2017.670000,2269.670000,2017.530000,2269.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<52>,inputOutput,,MET2,pin,1940.085000,1324.635000,1940.365000,1324.915000,2017.150000,1956.675000,2017.430000,1956.955000,2017.290000,1956.815000,2017.390000,2244.390000,2017.670000,2244.670000,2017.530000,2244.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<51>,inputOutput,,MET2,pin,1940.085000,1299.075000,1940.365000,1299.355000,2017.150000,1931.115000,2017.430000,1931.395000,2017.290000,1931.255000,2017.390000,2218.830000,2017.670000,2219.110000,2017.530000,2218.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<50>,inputOutput,,MET2,pin,1940.085000,1274.075000,1940.365000,1274.355000,2017.150000,1906.115000,2017.430000,1906.395000,2017.290000,1906.255000,2017.390000,2193.830000,2017.670000,2194.110000,2017.530000,2193.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<51>,inputOutput,,MET2,pin,1940.085000,1299.635000,1940.365000,1299.915000,2017.150000,1931.675000,2017.430000,1931.955000,2017.290000,1931.815000,2017.390000,2219.390000,2017.670000,2219.670000,2017.530000,2219.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<50>,inputOutput,,MET2,pin,1940.085000,1274.635000,1940.365000,1274.915000,2017.150000,1906.675000,2017.430000,1906.955000,2017.290000,1906.815000,2017.390000,2194.390000,2017.670000,2194.670000,2017.530000,2194.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<49>,inputOutput,,MET2,pin,1940.085000,1249.075000,1940.365000,1249.355000,2017.150000,1881.115000,2017.430000,1881.395000,2017.290000,1881.255000,2017.390000,2168.830000,2017.670000,2169.110000,2017.530000,2168.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<48>,inputOutput,,MET2,pin,1940.085000,1224.075000,1940.365000,1224.355000,2017.150000,1856.115000,2017.430000,1856.395000,2017.290000,1856.255000,2017.390000,2143.830000,2017.670000,2144.110000,2017.530000,2143.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<49>,inputOutput,,MET2,pin,1940.085000,1249.635000,1940.365000,1249.915000,2017.150000,1881.675000,2017.430000,1881.955000,2017.290000,1881.815000,2017.390000,2169.390000,2017.670000,2169.670000,2017.530000,2169.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<48>,inputOutput,,MET2,pin,1940.085000,1224.635000,1940.365000,1224.915000,2017.150000,1856.675000,2017.430000,1856.955000,2017.290000,1856.815000,2017.390000,2144.390000,2017.670000,2144.670000,2017.530000,2144.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<47>,inputOutput,,MET2,pin,1940.085000,1199.075000,1940.365000,1199.355000,2017.150000,1831.115000,2017.430000,1831.395000,2017.290000,1831.255000,2017.390000,2118.830000,2017.670000,2119.110000,2017.530000,2118.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<46>,inputOutput,,MET2,pin,1940.085000,1174.075000,1940.365000,1174.355000,2017.150000,1806.115000,2017.430000,1806.395000,2017.290000,1806.255000,2017.390000,2093.830000,2017.670000,2094.110000,2017.530000,2093.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<47>,inputOutput,,MET2,pin,1940.085000,1199.635000,1940.365000,1199.915000,2017.150000,1831.675000,2017.430000,1831.955000,2017.290000,1831.815000,2017.390000,2119.390000,2017.670000,2119.670000,2017.530000,2119.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Y<46>,inputOutput,,MET2,pin,1940.085000,1174.635000,1940.365000,1174.915000,2017.150000,1806.675000,2017.430000,1806.955000,2017.290000,1806.815000,2017.390000,2094.390000,2017.670000,2094.670000,2017.530000,2094.530000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<45>,inputOutput,,MET2,pin,1940.085000,1149.075000,1940.365000,1149.355000,2017.150000,1781.115000,2017.430000,1781.395000,2017.290000,1781.255000,2017.390000,2068.830000,2017.670000,2069.110000,2017.530000,2068.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Yz<44>,inputOutput,,MET2,pin,1940.085000,1124.075000,1940.365000,1124.355000,2017.150000,1756.115000,2017.430000,1756.395000,2017.290000,1756.255000,2017.390000,2043.830000,2017.670000,2044.110000,2017.530000,2043.970000,RIGHT
M182,SPADMIC,matrice4,layout,,Rz<0>,inputOutput,,MET3,pin,478.040000,1659.395000,478.320000,1659.675000,555.105000,2291.435000,555.385000,2291.715000,555.245000,2291.575000,555.345000,2579.150000,555.625000,2579.430000,555.485000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<38>,inputOutput,,MET3,pin,1680.295000,1659.395000,1680.575000,1659.675000,1757.360000,2291.435000,1757.640000,2291.715000,1757.500000,2291.575000,1757.600000,2579.150000,1757.880000,2579.430000,1757.740000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<38>,inputOutput,,MET3,pin,1679.735000,1659.395000,1680.015000,1659.675000,1756.800000,2291.435000,1757.080000,2291.715000,1756.940000,2291.575000,1757.040000,2579.150000,1757.320000,2579.430000,1757.180000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<37>,inputOutput,,MET3,pin,1636.995000,1659.395000,1637.275000,1659.675000,1714.060000,2291.435000,1714.340000,2291.715000,1714.200000,2291.575000,1714.300000,2579.150000,1714.580000,2579.430000,1714.440000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<37>,inputOutput,,MET3,pin,1636.435000,1659.395000,1636.715000,1659.675000,1713.500000,2291.435000,1713.780000,2291.715000,1713.640000,2291.575000,1713.740000,2579.150000,1714.020000,2579.430000,1713.880000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<36>,inputOutput,,MET3,pin,1593.695000,1659.395000,1593.975000,1659.675000,1670.760000,2291.435000,1671.040000,2291.715000,1670.900000,2291.575000,1671.000000,2579.150000,1671.280000,2579.430000,1671.140000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<36>,inputOutput,,MET3,pin,1593.135000,1659.395000,1593.415000,1659.675000,1670.200000,2291.435000,1670.480000,2291.715000,1670.340000,2291.575000,1670.440000,2579.150000,1670.720000,2579.430000,1670.580000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<35>,inputOutput,,MET3,pin,1550.395000,1659.395000,1550.675000,1659.675000,1627.460000,2291.435000,1627.740000,2291.715000,1627.600000,2291.575000,1627.700000,2579.150000,1627.980000,2579.430000,1627.840000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<35>,inputOutput,,MET3,pin,1549.835000,1659.395000,1550.115000,1659.675000,1626.900000,2291.435000,1627.180000,2291.715000,1627.040000,2291.575000,1627.140000,2579.150000,1627.420000,2579.430000,1627.280000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<34>,inputOutput,,MET3,pin,1507.095000,1659.395000,1507.375000,1659.675000,1584.160000,2291.435000,1584.440000,2291.715000,1584.300000,2291.575000,1584.400000,2579.150000,1584.680000,2579.430000,1584.540000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<34>,inputOutput,,MET3,pin,1506.535000,1659.395000,1506.815000,1659.675000,1583.600000,2291.435000,1583.880000,2291.715000,1583.740000,2291.575000,1583.840000,2579.150000,1584.120000,2579.430000,1583.980000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<33>,inputOutput,,MET3,pin,1463.795000,1659.395000,1464.075000,1659.675000,1540.860000,2291.435000,1541.140000,2291.715000,1541.000000,2291.575000,1541.100000,2579.150000,1541.380000,2579.430000,1541.240000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<33>,inputOutput,,MET3,pin,1463.235000,1659.395000,1463.515000,1659.675000,1540.300000,2291.435000,1540.580000,2291.715000,1540.440000,2291.575000,1540.540000,2579.150000,1540.820000,2579.430000,1540.680000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<32>,inputOutput,,MET3,pin,1420.495000,1659.395000,1420.775000,1659.675000,1497.560000,2291.435000,1497.840000,2291.715000,1497.700000,2291.575000,1497.800000,2579.150000,1498.080000,2579.430000,1497.940000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<32>,inputOutput,,MET3,pin,1419.935000,1659.395000,1420.215000,1659.675000,1497.000000,2291.435000,1497.280000,2291.715000,1497.140000,2291.575000,1497.240000,2579.150000,1497.520000,2579.430000,1497.380000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,R<0>,inputOutput,,MET3,pin,477.480000,1659.395000,477.760000,1659.675000,554.545000,2291.435000,554.825000,2291.715000,554.685000,2291.575000,554.785000,2579.150000,555.065000,2579.430000,554.925000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<31>,inputOutput,,MET3,pin,1377.195000,1659.395000,1377.475000,1659.675000,1454.260000,2291.435000,1454.540000,2291.715000,1454.400000,2291.575000,1454.500000,2579.150000,1454.780000,2579.430000,1454.640000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<31>,inputOutput,,MET3,pin,1376.635000,1659.395000,1376.915000,1659.675000,1453.700000,2291.435000,1453.980000,2291.715000,1453.840000,2291.575000,1453.940000,2579.150000,1454.220000,2579.430000,1454.080000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<30>,inputOutput,,MET3,pin,1333.895000,1659.395000,1334.175000,1659.675000,1410.960000,2291.435000,1411.240000,2291.715000,1411.100000,2291.575000,1411.200000,2579.150000,1411.480000,2579.430000,1411.340000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<30>,inputOutput,,MET3,pin,1333.335000,1659.395000,1333.615000,1659.675000,1410.400000,2291.435000,1410.680000,2291.715000,1410.540000,2291.575000,1410.640000,2579.150000,1410.920000,2579.430000,1410.780000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<29>,inputOutput,,MET3,pin,1290.595000,1659.395000,1290.875000,1659.675000,1367.660000,2291.435000,1367.940000,2291.715000,1367.800000,2291.575000,1367.900000,2579.150000,1368.180000,2579.430000,1368.040000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<29>,inputOutput,,MET3,pin,1290.035000,1659.395000,1290.315000,1659.675000,1367.100000,2291.435000,1367.380000,2291.715000,1367.240000,2291.575000,1367.340000,2579.150000,1367.620000,2579.430000,1367.480000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<28>,inputOutput,,MET3,pin,1247.295000,1659.395000,1247.575000,1659.675000,1324.360000,2291.435000,1324.640000,2291.715000,1324.500000,2291.575000,1324.600000,2579.150000,1324.880000,2579.430000,1324.740000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<28>,inputOutput,,MET3,pin,1246.735000,1659.395000,1247.015000,1659.675000,1323.800000,2291.435000,1324.080000,2291.715000,1323.940000,2291.575000,1324.040000,2579.150000,1324.320000,2579.430000,1324.180000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<27>,inputOutput,,MET3,pin,1203.995000,1659.395000,1204.275000,1659.675000,1281.060000,2291.435000,1281.340000,2291.715000,1281.200000,2291.575000,1281.300000,2579.150000,1281.580000,2579.430000,1281.440000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<27>,inputOutput,,MET3,pin,1203.435000,1659.395000,1203.715000,1659.675000,1280.500000,2291.435000,1280.780000,2291.715000,1280.640000,2291.575000,1280.740000,2579.150000,1281.020000,2579.430000,1280.880000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<26>,inputOutput,,MET3,pin,1160.695000,1659.395000,1160.975000,1659.675000,1237.760000,2291.435000,1238.040000,2291.715000,1237.900000,2291.575000,1238.000000,2579.150000,1238.280000,2579.430000,1238.140000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<26>,inputOutput,,MET3,pin,1160.135000,1659.395000,1160.415000,1659.675000,1237.200000,2291.435000,1237.480000,2291.715000,1237.340000,2291.575000,1237.440000,2579.150000,1237.720000,2579.430000,1237.580000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<25>,inputOutput,,MET3,pin,1117.395000,1659.395000,1117.675000,1659.675000,1194.460000,2291.435000,1194.740000,2291.715000,1194.600000,2291.575000,1194.700000,2579.150000,1194.980000,2579.430000,1194.840000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<25>,inputOutput,,MET3,pin,1116.835000,1659.395000,1117.115000,1659.675000,1193.900000,2291.435000,1194.180000,2291.715000,1194.040000,2291.575000,1194.140000,2579.150000,1194.420000,2579.430000,1194.280000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<24>,inputOutput,,MET3,pin,1074.095000,1659.395000,1074.375000,1659.675000,1151.160000,2291.435000,1151.440000,2291.715000,1151.300000,2291.575000,1151.400000,2579.150000,1151.680000,2579.430000,1151.540000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<24>,inputOutput,,MET3,pin,1073.535000,1659.395000,1073.815000,1659.675000,1150.600000,2291.435000,1150.880000,2291.715000,1150.740000,2291.575000,1150.840000,2579.150000,1151.120000,2579.430000,1150.980000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<23>,inputOutput,,MET3,pin,1030.795000,1659.395000,1031.075000,1659.675000,1107.860000,2291.435000,1108.140000,2291.715000,1108.000000,2291.575000,1108.100000,2579.150000,1108.380000,2579.430000,1108.240000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<23>,inputOutput,,MET3,pin,1030.235000,1659.395000,1030.515000,1659.675000,1107.300000,2291.435000,1107.580000,2291.715000,1107.440000,2291.575000,1107.540000,2579.150000,1107.820000,2579.430000,1107.680000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<22>,inputOutput,,MET3,pin,987.495000,1659.395000,987.775000,1659.675000,1064.560000,2291.435000,1064.840000,2291.715000,1064.700000,2291.575000,1064.800000,2579.150000,1065.080000,2579.430000,1064.940000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<22>,inputOutput,,MET3,pin,986.935000,1659.395000,987.215000,1659.675000,1064.000000,2291.435000,1064.280000,2291.715000,1064.140000,2291.575000,1064.240000,2579.150000,1064.520000,2579.430000,1064.380000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<21>,inputOutput,,MET3,pin,944.195000,1659.395000,944.475000,1659.675000,1021.260000,2291.435000,1021.540000,2291.715000,1021.400000,2291.575000,1021.500000,2579.150000,1021.780000,2579.430000,1021.640000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<21>,inputOutput,,MET3,pin,943.635000,1659.395000,943.915000,1659.675000,1020.700000,2291.435000,1020.980000,2291.715000,1020.840000,2291.575000,1020.940000,2579.150000,1021.220000,2579.430000,1021.080000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<20>,inputOutput,,MET3,pin,900.895000,1659.395000,901.175000,1659.675000,977.960000,2291.435000,978.240000,2291.715000,978.100000,2291.575000,978.200000,2579.150000,978.480000,2579.430000,978.340000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<20>,inputOutput,,MET3,pin,900.335000,1659.395000,900.615000,1659.675000,977.400000,2291.435000,977.680000,2291.715000,977.540000,2291.575000,977.640000,2579.150000,977.920000,2579.430000,977.780000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<19>,inputOutput,,MET3,pin,857.595000,1659.395000,857.875000,1659.675000,934.660000,2291.435000,934.940000,2291.715000,934.800000,2291.575000,934.900000,2579.150000,935.180000,2579.430000,935.040000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<19>,inputOutput,,MET3,pin,857.035000,1659.395000,857.315000,1659.675000,934.100000,2291.435000,934.380000,2291.715000,934.240000,2291.575000,934.340000,2579.150000,934.620000,2579.430000,934.480000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<18>,inputOutput,,MET3,pin,814.295000,1659.395000,814.575000,1659.675000,891.360000,2291.435000,891.640000,2291.715000,891.500000,2291.575000,891.600000,2579.150000,891.880000,2579.430000,891.740000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<18>,inputOutput,,MET3,pin,813.735000,1659.395000,814.015000,1659.675000,890.800000,2291.435000,891.080000,2291.715000,890.940000,2291.575000,891.040000,2579.150000,891.320000,2579.430000,891.180000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<17>,inputOutput,,MET3,pin,770.995000,1659.395000,771.275000,1659.675000,848.060000,2291.435000,848.340000,2291.715000,848.200000,2291.575000,848.300000,2579.150000,848.580000,2579.430000,848.440000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<17>,inputOutput,,MET3,pin,770.435000,1659.395000,770.715000,1659.675000,847.500000,2291.435000,847.780000,2291.715000,847.640000,2291.575000,847.740000,2579.150000,848.020000,2579.430000,847.880000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<16>,inputOutput,,MET3,pin,727.695000,1659.395000,727.975000,1659.675000,804.760000,2291.435000,805.040000,2291.715000,804.900000,2291.575000,805.000000,2579.150000,805.280000,2579.430000,805.140000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<16>,inputOutput,,MET3,pin,727.135000,1659.395000,727.415000,1659.675000,804.200000,2291.435000,804.480000,2291.715000,804.340000,2291.575000,804.440000,2579.150000,804.720000,2579.430000,804.580000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<15>,inputOutput,,MET3,pin,684.395000,1659.395000,684.675000,1659.675000,761.460000,2291.435000,761.740000,2291.715000,761.600000,2291.575000,761.700000,2579.150000,761.980000,2579.430000,761.840000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<15>,inputOutput,,MET3,pin,683.835000,1659.395000,684.115000,1659.675000,760.900000,2291.435000,761.180000,2291.715000,761.040000,2291.575000,761.140000,2579.150000,761.420000,2579.430000,761.280000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<14>,inputOutput,,MET3,pin,641.095000,1659.395000,641.375000,1659.675000,718.160000,2291.435000,718.440000,2291.715000,718.300000,2291.575000,718.400000,2579.150000,718.680000,2579.430000,718.540000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<14>,inputOutput,,MET3,pin,640.535000,1659.395000,640.815000,1659.675000,717.600000,2291.435000,717.880000,2291.715000,717.740000,2291.575000,717.840000,2579.150000,718.120000,2579.430000,717.980000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<13>,inputOutput,,MET3,pin,597.795000,1659.395000,598.075000,1659.675000,674.860000,2291.435000,675.140000,2291.715000,675.000000,2291.575000,675.100000,2579.150000,675.380000,2579.430000,675.240000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<13>,inputOutput,,MET3,pin,597.235000,1659.395000,597.515000,1659.675000,674.300000,2291.435000,674.580000,2291.715000,674.440000,2291.575000,674.540000,2579.150000,674.820000,2579.430000,674.680000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<12>,inputOutput,,MET3,pin,554.495000,1659.395000,554.775000,1659.675000,631.560000,2291.435000,631.840000,2291.715000,631.700000,2291.575000,631.800000,2579.150000,632.080000,2579.430000,631.940000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<12>,inputOutput,,MET3,pin,553.935000,1659.395000,554.215000,1659.675000,631.000000,2291.435000,631.280000,2291.715000,631.140000,2291.575000,631.240000,2579.150000,631.520000,2579.430000,631.380000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<11>,inputOutput,,MET3,pin,511.195000,1659.395000,511.475000,1659.675000,588.260000,2291.435000,588.540000,2291.715000,588.400000,2291.575000,588.500000,2579.150000,588.780000,2579.430000,588.640000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<11>,inputOutput,,MET3,pin,510.635000,1659.395000,510.915000,1659.675000,587.700000,2291.435000,587.980000,2291.715000,587.840000,2291.575000,587.940000,2579.150000,588.220000,2579.430000,588.080000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<10>,inputOutput,,MET3,pin,467.895000,1659.395000,468.175000,1659.675000,544.960000,2291.435000,545.240000,2291.715000,545.100000,2291.575000,545.200000,2579.150000,545.480000,2579.430000,545.340000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<10>,inputOutput,,MET3,pin,467.335000,1659.395000,467.615000,1659.675000,544.400000,2291.435000,544.680000,2291.715000,544.540000,2291.575000,544.640000,2579.150000,544.920000,2579.430000,544.780000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Cout<9>,inputOutput,,MET3,pin,424.595000,1659.395000,424.875000,1659.675000,501.660000,2291.435000,501.940000,2291.715000,501.800000,2291.575000,501.900000,2579.150000,502.180000,2579.430000,502.040000,2579.290000,TOP
M182,SPADMIC,matrice4,layout,,Dout<9>,inputOutput,,MET3,pin,424.035000,1659.395000,424.315000,1659.675000,501.100000,2291.435000,501.380000,2291.715000,501.240000,2291.575000,501.340000,2579.150000,501.620000,2579.430000,501.480000,2579.290000,TOP
