inst,master_lib,master_cell,master_view,orient,term,direction,net,layer,purpose,master_llx,master_lly,master_urx,master_ury,top_llx,top_lly,top_urx,top_ury,top_cx,top_cy,norm_top_llx,norm_top_lly,norm_top_urx,norm_top_ury,norm_top_cx,norm_top_cy,nearest_inst_side
M182,SPADMIC,matrice4,layout,,STI<325>,inputOutput,,PHODEF,VERIFICATION,454.150000,274.500000,455.150000,275.500000,531.215000,906.540000,532.215000,907.540000,531.715000,907.040000,531.455000,1194.255000,532.455000,1195.255000,531.955000,1194.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<326>,inputOutput,,PHODEF,VERIFICATION,454.150000,324.500000,455.150000,325.500000,531.215000,956.540000,532.215000,957.540000,531.715000,957.040000,531.455000,1244.255000,532.455000,1245.255000,531.955000,1244.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<327>,inputOutput,,PHODEF,VERIFICATION,454.150000,374.500000,455.150000,375.500000,531.215000,1006.540000,532.215000,1007.540000,531.715000,1007.040000,531.455000,1294.255000,532.455000,1295.255000,531.955000,1294.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<328>,inputOutput,,PHODEF,VERIFICATION,454.150000,424.500000,455.150000,425.500000,531.215000,1056.540000,532.215000,1057.540000,531.715000,1057.040000,531.455000,1344.255000,532.455000,1345.255000,531.955000,1344.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<329>,inputOutput,,PHODEF,VERIFICATION,454.150000,474.500000,455.150000,475.500000,531.215000,1106.540000,532.215000,1107.540000,531.715000,1107.040000,531.455000,1394.255000,532.455000,1395.255000,531.955000,1394.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<330>,inputOutput,,PHODEF,VERIFICATION,454.150000,524.500000,455.150000,525.500000,531.215000,1156.540000,532.215000,1157.540000,531.715000,1157.040000,531.455000,1444.255000,532.455000,1445.255000,531.955000,1444.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<331>,inputOutput,,PHODEF,VERIFICATION,454.150000,574.500000,455.150000,575.500000,531.215000,1206.540000,532.215000,1207.540000,531.715000,1207.040000,531.455000,1494.255000,532.455000,1495.255000,531.955000,1494.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<332>,inputOutput,,PHODEF,VERIFICATION,454.150000,624.500000,455.150000,625.500000,531.215000,1256.540000,532.215000,1257.540000,531.715000,1257.040000,531.455000,1544.255000,532.455000,1545.255000,531.955000,1544.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<333>,inputOutput,,PHODEF,VERIFICATION,454.150000,674.500000,455.150000,675.500000,531.215000,1306.540000,532.215000,1307.540000,531.715000,1307.040000,531.455000,1594.255000,532.455000,1595.255000,531.955000,1594.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<334>,inputOutput,,PHODEF,VERIFICATION,454.150000,724.500000,455.150000,725.500000,531.215000,1356.540000,532.215000,1357.540000,531.715000,1357.040000,531.455000,1644.255000,532.455000,1645.255000,531.955000,1644.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<335>,inputOutput,,PHODEF,VERIFICATION,454.150000,774.500000,455.150000,775.500000,531.215000,1406.540000,532.215000,1407.540000,531.715000,1407.040000,531.455000,1694.255000,532.455000,1695.255000,531.955000,1694.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<336>,inputOutput,,PHODEF,VERIFICATION,454.150000,824.500000,455.150000,825.500000,531.215000,1456.540000,532.215000,1457.540000,531.715000,1457.040000,531.455000,1744.255000,532.455000,1745.255000,531.955000,1744.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<337>,inputOutput,,PHODEF,VERIFICATION,454.150000,874.500000,455.150000,875.500000,531.215000,1506.540000,532.215000,1507.540000,531.715000,1507.040000,531.455000,1794.255000,532.455000,1795.255000,531.955000,1794.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<338>,inputOutput,,PHODEF,VERIFICATION,454.150000,924.500000,455.150000,925.500000,531.215000,1556.540000,532.215000,1557.540000,531.715000,1557.040000,531.455000,1844.255000,532.455000,1845.255000,531.955000,1844.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<339>,inputOutput,,PHODEF,VERIFICATION,454.150000,974.500000,455.150000,975.500000,531.215000,1606.540000,532.215000,1607.540000,531.715000,1607.040000,531.455000,1894.255000,532.455000,1895.255000,531.955000,1894.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<340>,inputOutput,,PHODEF,VERIFICATION,454.150000,1024.500000,455.150000,1025.500000,531.215000,1656.540000,532.215000,1657.540000,531.715000,1657.040000,531.455000,1944.255000,532.455000,1945.255000,531.955000,1944.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<341>,inputOutput,,PHODEF,VERIFICATION,454.150000,1074.500000,455.150000,1075.500000,531.215000,1706.540000,532.215000,1707.540000,531.715000,1707.040000,531.455000,1994.255000,532.455000,1995.255000,531.955000,1994.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<342>,inputOutput,,PHODEF,VERIFICATION,454.150000,1124.500000,455.150000,1125.500000,531.215000,1756.540000,532.215000,1757.540000,531.715000,1757.040000,531.455000,2044.255000,532.455000,2045.255000,531.955000,2044.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<343>,inputOutput,,PHODEF,VERIFICATION,454.150000,1174.500000,455.150000,1175.500000,531.215000,1806.540000,532.215000,1807.540000,531.715000,1807.040000,531.455000,2094.255000,532.455000,2095.255000,531.955000,2094.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<344>,inputOutput,,PHODEF,VERIFICATION,454.150000,1224.500000,455.150000,1225.500000,531.215000,1856.540000,532.215000,1857.540000,531.715000,1857.040000,531.455000,2144.255000,532.455000,2145.255000,531.955000,2144.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<345>,inputOutput,,PHODEF,VERIFICATION,454.150000,1274.500000,455.150000,1275.500000,531.215000,1906.540000,532.215000,1907.540000,531.715000,1907.040000,531.455000,2194.255000,532.455000,2195.255000,531.955000,2194.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<346>,inputOutput,,PHODEF,VERIFICATION,454.150000,1324.500000,455.150000,1325.500000,531.215000,1956.540000,532.215000,1957.540000,531.715000,1957.040000,531.455000,2244.255000,532.455000,2245.255000,531.955000,2244.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<347>,inputOutput,,PHODEF,VERIFICATION,454.150000,1374.500000,455.150000,1375.500000,531.215000,2006.540000,532.215000,2007.540000,531.715000,2007.040000,531.455000,2294.255000,532.455000,2295.255000,531.955000,2294.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<348>,inputOutput,,PHODEF,VERIFICATION,454.150000,1424.500000,455.150000,1425.500000,531.215000,2056.540000,532.215000,2057.540000,531.715000,2057.040000,531.455000,2344.255000,532.455000,2345.255000,531.955000,2344.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<349>,inputOutput,,PHODEF,VERIFICATION,454.150000,1474.500000,455.150000,1475.500000,531.215000,2106.540000,532.215000,2107.540000,531.715000,2107.040000,531.455000,2394.255000,532.455000,2395.255000,531.955000,2394.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<350>,inputOutput,,PHODEF,VERIFICATION,454.150000,1524.500000,455.150000,1525.500000,531.215000,2156.540000,532.215000,2157.540000,531.715000,2157.040000,531.455000,2444.255000,532.455000,2445.255000,531.955000,2444.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<351>,inputOutput,,PHODEF,VERIFICATION,454.150000,1574.500000,455.150000,1575.500000,531.215000,2206.540000,532.215000,2207.540000,531.715000,2207.040000,531.455000,2494.255000,532.455000,2495.255000,531.955000,2494.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<352>,inputOutput,,PHODEF,VERIFICATION,497.450000,49.500000,498.450000,50.500000,574.515000,681.540000,575.515000,682.540000,575.015000,682.040000,574.755000,969.255000,575.755000,970.255000,575.255000,969.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<353>,inputOutput,,PHODEF,VERIFICATION,497.450000,99.500000,498.450000,100.500000,574.515000,731.540000,575.515000,732.540000,575.015000,732.040000,574.755000,1019.255000,575.755000,1020.255000,575.255000,1019.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<354>,inputOutput,,PHODEF,VERIFICATION,497.450000,149.500000,498.450000,150.500000,574.515000,781.540000,575.515000,782.540000,575.015000,782.040000,574.755000,1069.255000,575.755000,1070.255000,575.255000,1069.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<355>,inputOutput,,PHODEF,VERIFICATION,497.450000,199.500000,498.450000,200.500000,574.515000,831.540000,575.515000,832.540000,575.015000,832.040000,574.755000,1119.255000,575.755000,1120.255000,575.255000,1119.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<356>,inputOutput,,PHODEF,VERIFICATION,497.450000,249.500000,498.450000,250.500000,574.515000,881.540000,575.515000,882.540000,575.015000,882.040000,574.755000,1169.255000,575.755000,1170.255000,575.255000,1169.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<357>,inputOutput,,PHODEF,VERIFICATION,497.450000,299.500000,498.450000,300.500000,574.515000,931.540000,575.515000,932.540000,575.015000,932.040000,574.755000,1219.255000,575.755000,1220.255000,575.255000,1219.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<358>,inputOutput,,PHODEF,VERIFICATION,497.450000,349.500000,498.450000,350.500000,574.515000,981.540000,575.515000,982.540000,575.015000,982.040000,574.755000,1269.255000,575.755000,1270.255000,575.255000,1269.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<359>,inputOutput,,PHODEF,VERIFICATION,497.450000,399.500000,498.450000,400.500000,574.515000,1031.540000,575.515000,1032.540000,575.015000,1032.040000,574.755000,1319.255000,575.755000,1320.255000,575.255000,1319.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<360>,inputOutput,,PHODEF,VERIFICATION,497.450000,449.500000,498.450000,450.500000,574.515000,1081.540000,575.515000,1082.540000,575.015000,1082.040000,574.755000,1369.255000,575.755000,1370.255000,575.255000,1369.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<361>,inputOutput,,PHODEF,VERIFICATION,497.450000,499.500000,498.450000,500.500000,574.515000,1131.540000,575.515000,1132.540000,575.015000,1132.040000,574.755000,1419.255000,575.755000,1420.255000,575.255000,1419.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<362>,inputOutput,,PHODEF,VERIFICATION,497.450000,549.500000,498.450000,550.500000,574.515000,1181.540000,575.515000,1182.540000,575.015000,1182.040000,574.755000,1469.255000,575.755000,1470.255000,575.255000,1469.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<363>,inputOutput,,PHODEF,VERIFICATION,497.450000,599.500000,498.450000,600.500000,574.515000,1231.540000,575.515000,1232.540000,575.015000,1232.040000,574.755000,1519.255000,575.755000,1520.255000,575.255000,1519.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<364>,inputOutput,,PHODEF,VERIFICATION,497.450000,649.500000,498.450000,650.500000,574.515000,1281.540000,575.515000,1282.540000,575.015000,1282.040000,574.755000,1569.255000,575.755000,1570.255000,575.255000,1569.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<365>,inputOutput,,PHODEF,VERIFICATION,497.450000,699.500000,498.450000,700.500000,574.515000,1331.540000,575.515000,1332.540000,575.015000,1332.040000,574.755000,1619.255000,575.755000,1620.255000,575.255000,1619.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<366>,inputOutput,,PHODEF,VERIFICATION,497.450000,749.500000,498.450000,750.500000,574.515000,1381.540000,575.515000,1382.540000,575.015000,1382.040000,574.755000,1669.255000,575.755000,1670.255000,575.255000,1669.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<367>,inputOutput,,PHODEF,VERIFICATION,497.450000,799.500000,498.450000,800.500000,574.515000,1431.540000,575.515000,1432.540000,575.015000,1432.040000,574.755000,1719.255000,575.755000,1720.255000,575.255000,1719.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<368>,inputOutput,,PHODEF,VERIFICATION,497.450000,849.500000,498.450000,850.500000,574.515000,1481.540000,575.515000,1482.540000,575.015000,1482.040000,574.755000,1769.255000,575.755000,1770.255000,575.255000,1769.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<369>,inputOutput,,PHODEF,VERIFICATION,497.450000,899.500000,498.450000,900.500000,574.515000,1531.540000,575.515000,1532.540000,575.015000,1532.040000,574.755000,1819.255000,575.755000,1820.255000,575.255000,1819.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<370>,inputOutput,,PHODEF,VERIFICATION,497.450000,949.500000,498.450000,950.500000,574.515000,1581.540000,575.515000,1582.540000,575.015000,1582.040000,574.755000,1869.255000,575.755000,1870.255000,575.255000,1869.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<371>,inputOutput,,PHODEF,VERIFICATION,497.450000,999.500000,498.450000,1000.500000,574.515000,1631.540000,575.515000,1632.540000,575.015000,1632.040000,574.755000,1919.255000,575.755000,1920.255000,575.255000,1919.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<372>,inputOutput,,PHODEF,VERIFICATION,497.450000,1049.500000,498.450000,1050.500000,574.515000,1681.540000,575.515000,1682.540000,575.015000,1682.040000,574.755000,1969.255000,575.755000,1970.255000,575.255000,1969.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<373>,inputOutput,,PHODEF,VERIFICATION,497.450000,1099.500000,498.450000,1100.500000,574.515000,1731.540000,575.515000,1732.540000,575.015000,1732.040000,574.755000,2019.255000,575.755000,2020.255000,575.255000,2019.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<374>,inputOutput,,PHODEF,VERIFICATION,497.450000,1149.500000,498.450000,1150.500000,574.515000,1781.540000,575.515000,1782.540000,575.015000,1782.040000,574.755000,2069.255000,575.755000,2070.255000,575.255000,2069.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<375>,inputOutput,,PHODEF,VERIFICATION,497.450000,1199.500000,498.450000,1200.500000,574.515000,1831.540000,575.515000,1832.540000,575.015000,1832.040000,574.755000,2119.255000,575.755000,2120.255000,575.255000,2119.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<376>,inputOutput,,PHODEF,VERIFICATION,497.450000,1249.500000,498.450000,1250.500000,574.515000,1881.540000,575.515000,1882.540000,575.015000,1882.040000,574.755000,2169.255000,575.755000,2170.255000,575.255000,2169.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<377>,inputOutput,,PHODEF,VERIFICATION,497.450000,1299.500000,498.450000,1300.500000,574.515000,1931.540000,575.515000,1932.540000,575.015000,1932.040000,574.755000,2219.255000,575.755000,2220.255000,575.255000,2219.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<378>,inputOutput,,PHODEF,VERIFICATION,497.450000,1349.500000,498.450000,1350.500000,574.515000,1981.540000,575.515000,1982.540000,575.015000,1982.040000,574.755000,2269.255000,575.755000,2270.255000,575.255000,2269.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<379>,inputOutput,,PHODEF,VERIFICATION,497.450000,1399.500000,498.450000,1400.500000,574.515000,2031.540000,575.515000,2032.540000,575.015000,2032.040000,574.755000,2319.255000,575.755000,2320.255000,575.255000,2319.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<380>,inputOutput,,PHODEF,VERIFICATION,497.450000,1449.500000,498.450000,1450.500000,574.515000,2081.540000,575.515000,2082.540000,575.015000,2082.040000,574.755000,2369.255000,575.755000,2370.255000,575.255000,2369.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<381>,inputOutput,,PHODEF,VERIFICATION,497.450000,1499.500000,498.450000,1500.500000,574.515000,2131.540000,575.515000,2132.540000,575.015000,2132.040000,574.755000,2419.255000,575.755000,2420.255000,575.255000,2419.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<382>,inputOutput,,PHODEF,VERIFICATION,497.450000,1549.500000,498.450000,1550.500000,574.515000,2181.540000,575.515000,2182.540000,575.015000,2182.040000,574.755000,2469.255000,575.755000,2470.255000,575.255000,2469.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<383>,inputOutput,,PHODEF,VERIFICATION,497.450000,1599.500000,498.450000,1600.500000,574.515000,2231.540000,575.515000,2232.540000,575.015000,2232.040000,574.755000,2519.255000,575.755000,2520.255000,575.255000,2519.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<384>,inputOutput,,PHODEF,VERIFICATION,540.750000,24.500000,541.750000,25.500000,617.815000,656.540000,618.815000,657.540000,618.315000,657.040000,618.055000,944.255000,619.055000,945.255000,618.555000,944.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<385>,inputOutput,,PHODEF,VERIFICATION,540.750000,74.500000,541.750000,75.500000,617.815000,706.540000,618.815000,707.540000,618.315000,707.040000,618.055000,994.255000,619.055000,995.255000,618.555000,994.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<386>,inputOutput,,PHODEF,VERIFICATION,540.750000,124.500000,541.750000,125.500000,617.815000,756.540000,618.815000,757.540000,618.315000,757.040000,618.055000,1044.255000,619.055000,1045.255000,618.555000,1044.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<387>,inputOutput,,PHODEF,VERIFICATION,540.750000,174.500000,541.750000,175.500000,617.815000,806.540000,618.815000,807.540000,618.315000,807.040000,618.055000,1094.255000,619.055000,1095.255000,618.555000,1094.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<388>,inputOutput,,PHODEF,VERIFICATION,540.750000,224.500000,541.750000,225.500000,617.815000,856.540000,618.815000,857.540000,618.315000,857.040000,618.055000,1144.255000,619.055000,1145.255000,618.555000,1144.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<389>,inputOutput,,PHODEF,VERIFICATION,540.750000,274.500000,541.750000,275.500000,617.815000,906.540000,618.815000,907.540000,618.315000,907.040000,618.055000,1194.255000,619.055000,1195.255000,618.555000,1194.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<390>,inputOutput,,PHODEF,VERIFICATION,540.750000,324.500000,541.750000,325.500000,617.815000,956.540000,618.815000,957.540000,618.315000,957.040000,618.055000,1244.255000,619.055000,1245.255000,618.555000,1244.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<391>,inputOutput,,PHODEF,VERIFICATION,540.750000,374.500000,541.750000,375.500000,617.815000,1006.540000,618.815000,1007.540000,618.315000,1007.040000,618.055000,1294.255000,619.055000,1295.255000,618.555000,1294.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<392>,inputOutput,,PHODEF,VERIFICATION,540.750000,424.500000,541.750000,425.500000,617.815000,1056.540000,618.815000,1057.540000,618.315000,1057.040000,618.055000,1344.255000,619.055000,1345.255000,618.555000,1344.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<393>,inputOutput,,PHODEF,VERIFICATION,540.750000,474.500000,541.750000,475.500000,617.815000,1106.540000,618.815000,1107.540000,618.315000,1107.040000,618.055000,1394.255000,619.055000,1395.255000,618.555000,1394.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<394>,inputOutput,,PHODEF,VERIFICATION,540.750000,524.500000,541.750000,525.500000,617.815000,1156.540000,618.815000,1157.540000,618.315000,1157.040000,618.055000,1444.255000,619.055000,1445.255000,618.555000,1444.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<395>,inputOutput,,PHODEF,VERIFICATION,540.750000,574.500000,541.750000,575.500000,617.815000,1206.540000,618.815000,1207.540000,618.315000,1207.040000,618.055000,1494.255000,619.055000,1495.255000,618.555000,1494.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<396>,inputOutput,,PHODEF,VERIFICATION,540.750000,624.500000,541.750000,625.500000,617.815000,1256.540000,618.815000,1257.540000,618.315000,1257.040000,618.055000,1544.255000,619.055000,1545.255000,618.555000,1544.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<397>,inputOutput,,PHODEF,VERIFICATION,540.750000,674.500000,541.750000,675.500000,617.815000,1306.540000,618.815000,1307.540000,618.315000,1307.040000,618.055000,1594.255000,619.055000,1595.255000,618.555000,1594.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<398>,inputOutput,,PHODEF,VERIFICATION,540.750000,724.500000,541.750000,725.500000,617.815000,1356.540000,618.815000,1357.540000,618.315000,1357.040000,618.055000,1644.255000,619.055000,1645.255000,618.555000,1644.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<399>,inputOutput,,PHODEF,VERIFICATION,540.750000,774.500000,541.750000,775.500000,617.815000,1406.540000,618.815000,1407.540000,618.315000,1407.040000,618.055000,1694.255000,619.055000,1695.255000,618.555000,1694.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<400>,inputOutput,,PHODEF,VERIFICATION,540.750000,824.500000,541.750000,825.500000,617.815000,1456.540000,618.815000,1457.540000,618.315000,1457.040000,618.055000,1744.255000,619.055000,1745.255000,618.555000,1744.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<401>,inputOutput,,PHODEF,VERIFICATION,540.750000,874.500000,541.750000,875.500000,617.815000,1506.540000,618.815000,1507.540000,618.315000,1507.040000,618.055000,1794.255000,619.055000,1795.255000,618.555000,1794.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<402>,inputOutput,,PHODEF,VERIFICATION,540.750000,924.500000,541.750000,925.500000,617.815000,1556.540000,618.815000,1557.540000,618.315000,1557.040000,618.055000,1844.255000,619.055000,1845.255000,618.555000,1844.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<403>,inputOutput,,PHODEF,VERIFICATION,540.750000,974.500000,541.750000,975.500000,617.815000,1606.540000,618.815000,1607.540000,618.315000,1607.040000,618.055000,1894.255000,619.055000,1895.255000,618.555000,1894.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<404>,inputOutput,,PHODEF,VERIFICATION,540.750000,1024.500000,541.750000,1025.500000,617.815000,1656.540000,618.815000,1657.540000,618.315000,1657.040000,618.055000,1944.255000,619.055000,1945.255000,618.555000,1944.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<405>,inputOutput,,PHODEF,VERIFICATION,540.750000,1074.500000,541.750000,1075.500000,617.815000,1706.540000,618.815000,1707.540000,618.315000,1707.040000,618.055000,1994.255000,619.055000,1995.255000,618.555000,1994.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<406>,inputOutput,,PHODEF,VERIFICATION,540.750000,1124.500000,541.750000,1125.500000,617.815000,1756.540000,618.815000,1757.540000,618.315000,1757.040000,618.055000,2044.255000,619.055000,2045.255000,618.555000,2044.755000,LEFT
M182,SPADMIC,matrice4,layout,,STI<407>,inputOutput,,PHODEF,VERIFICATION,540.750000,1174.500000,541.750000,1175.500000,617.815000,1806.540000,618.815000,1807.540000,618.315000,1807.040000,618.055000,2094.255000,619.055000,2095.255000,618.555000,2094.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<408>,inputOutput,,PHODEF,VERIFICATION,540.750000,1224.500000,541.750000,1225.500000,617.815000,1856.540000,618.815000,1857.540000,618.315000,1857.040000,618.055000,2144.255000,619.055000,2145.255000,618.555000,2144.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<409>,inputOutput,,PHODEF,VERIFICATION,540.750000,1274.500000,541.750000,1275.500000,617.815000,1906.540000,618.815000,1907.540000,618.315000,1907.040000,618.055000,2194.255000,619.055000,2195.255000,618.555000,2194.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<410>,inputOutput,,PHODEF,VERIFICATION,540.750000,1324.500000,541.750000,1325.500000,617.815000,1956.540000,618.815000,1957.540000,618.315000,1957.040000,618.055000,2244.255000,619.055000,2245.255000,618.555000,2244.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<411>,inputOutput,,PHODEF,VERIFICATION,540.750000,1374.500000,541.750000,1375.500000,617.815000,2006.540000,618.815000,2007.540000,618.315000,2007.040000,618.055000,2294.255000,619.055000,2295.255000,618.555000,2294.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<412>,inputOutput,,PHODEF,VERIFICATION,540.750000,1424.500000,541.750000,1425.500000,617.815000,2056.540000,618.815000,2057.540000,618.315000,2057.040000,618.055000,2344.255000,619.055000,2345.255000,618.555000,2344.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<413>,inputOutput,,PHODEF,VERIFICATION,540.750000,1474.500000,541.750000,1475.500000,617.815000,2106.540000,618.815000,2107.540000,618.315000,2107.040000,618.055000,2394.255000,619.055000,2395.255000,618.555000,2394.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<414>,inputOutput,,PHODEF,VERIFICATION,540.750000,1524.500000,541.750000,1525.500000,617.815000,2156.540000,618.815000,2157.540000,618.315000,2157.040000,618.055000,2444.255000,619.055000,2445.255000,618.555000,2444.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<415>,inputOutput,,PHODEF,VERIFICATION,540.750000,1574.500000,541.750000,1575.500000,617.815000,2206.540000,618.815000,2207.540000,618.315000,2207.040000,618.055000,2494.255000,619.055000,2495.255000,618.555000,2494.755000,TOP
M182,SPADMIC,matrice4,layout,,STI<416>,inputOutput,,PHODEF,VERIFICATION,584.050000,49.500000,585.050000,50.500000,661.115000,681.540000,662.115000,682.540000,661.615000,682.040000,661.355000,969.255000,662.355000,970.255000,661.855000,969.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<417>,inputOutput,,PHODEF,VERIFICATION,584.050000,99.500000,585.050000,100.500000,661.115000,731.540000,662.115000,732.540000,661.615000,732.040000,661.355000,1019.255000,662.355000,1020.255000,661.855000,1019.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<418>,inputOutput,,PHODEF,VERIFICATION,584.050000,149.500000,585.050000,150.500000,661.115000,781.540000,662.115000,782.540000,661.615000,782.040000,661.355000,1069.255000,662.355000,1070.255000,661.855000,1069.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<419>,inputOutput,,PHODEF,VERIFICATION,584.050000,199.500000,585.050000,200.500000,661.115000,831.540000,662.115000,832.540000,661.615000,832.040000,661.355000,1119.255000,662.355000,1120.255000,661.855000,1119.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<420>,inputOutput,,PHODEF,VERIFICATION,584.050000,249.500000,585.050000,250.500000,661.115000,881.540000,662.115000,882.540000,661.615000,882.040000,661.355000,1169.255000,662.355000,1170.255000,661.855000,1169.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<421>,inputOutput,,PHODEF,VERIFICATION,584.050000,299.500000,585.050000,300.500000,661.115000,931.540000,662.115000,932.540000,661.615000,932.040000,661.355000,1219.255000,662.355000,1220.255000,661.855000,1219.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<422>,inputOutput,,PHODEF,VERIFICATION,584.050000,349.500000,585.050000,350.500000,661.115000,981.540000,662.115000,982.540000,661.615000,982.040000,661.355000,1269.255000,662.355000,1270.255000,661.855000,1269.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<423>,inputOutput,,PHODEF,VERIFICATION,584.050000,399.500000,585.050000,400.500000,661.115000,1031.540000,662.115000,1032.540000,661.615000,1032.040000,661.355000,1319.255000,662.355000,1320.255000,661.855000,1319.755000,BOTTOM
M182,SPADMIC,matrice4,layout,,STI<424>,inputOutput,,PHODEF,VERIFICATION,584.050000,449.500000,585.050000,450.500000,661.115000,1081.540000,662.115000,1082.540000,661.615000,1082.040000,661.355000,1369.255000,662.355000,1370.255000,661.855000,1369.755000,BOTTOM
