objType,layer,purpose,llx,lly,urx,ury,width,height,cx,cy
rect,MET4,pin,-47.130000,13.555000,-46.630000,21.695000,0.500000,8.140000,-46.880000,17.625000
rect,MET5,pin,-130.630000,167.815000,-130.130000,176.555000,0.500000,8.740000,-130.380000,172.185000
rect,MET5,pin,-130.630000,13.555000,-130.130000,21.695000,0.500000,8.140000,-130.380000,17.625000
rect,MET4,pin,-130.630000,167.815000,-130.130000,176.555000,0.500000,8.740000,-130.380000,172.185000
rect,MET4,pin,-130.630000,13.555000,-130.130000,21.695000,0.500000,8.140000,-130.380000,17.625000
rect,METTPL,pin,-47.130000,133.815000,-46.630000,165.815000,0.500000,32.000000,-46.880000,149.815000
rect,MET5,pin,-47.130000,133.815000,-46.630000,165.815000,0.500000,32.000000,-46.880000,149.815000
rect,MET4,pin,-47.130000,133.815000,-46.630000,165.815000,0.500000,32.000000,-46.880000,149.815000
rect,METTPL,pin,-130.630000,133.815000,-130.130000,165.815000,0.500000,32.000000,-130.380000,149.815000
rect,MET5,pin,-130.630000,133.815000,-130.130000,165.815000,0.500000,32.000000,-130.380000,149.815000
rect,MET4,pin,-130.630000,133.815000,-130.130000,165.815000,0.500000,32.000000,-130.380000,149.815000
rect,METTPL,pin,-47.130000,23.695000,-46.630000,57.695000,0.500000,34.000000,-46.880000,40.695000
rect,MET5,pin,-47.130000,23.695000,-46.630000,57.695000,0.500000,34.000000,-46.880000,40.695000
rect,MET4,pin,-47.130000,23.695000,-46.630000,57.695000,0.500000,34.000000,-46.880000,40.695000
rect,METTPL,pin,-130.630000,23.695000,-130.130000,57.695000,0.500000,34.000000,-130.380000,40.695000
rect,MET5,pin,-130.630000,23.695000,-130.130000,57.695000,0.500000,34.000000,-130.380000,40.695000
rect,MET4,pin,-130.630000,23.695000,-130.130000,57.695000,0.500000,34.000000,-130.380000,40.695000
rect,MET4,pin,-85.930000,2557.895000,-85.430000,2589.895000,0.500000,32.000000,-85.680000,2573.895000
rect,METTPL,pin,43.570000,2557.895000,44.070000,2589.895000,0.500000,32.000000,43.820000,2573.895000
rect,MET5,pin,-85.930000,2557.895000,-85.430000,2589.895000,0.500000,32.000000,-85.680000,2573.895000
rect,METTPL,pin,-85.930000,2557.895000,-85.430000,2589.895000,0.500000,32.000000,-85.680000,2573.895000
rect,MET5,pin,43.570000,2557.895000,44.070000,2589.895000,0.500000,32.000000,43.820000,2573.895000
rect,MET4,pin,43.570000,2557.895000,44.070000,2589.895000,0.500000,32.000000,43.820000,2573.895000
rect,METTPL,pin,-85.930000,2557.895000,-85.430000,2589.895000,0.500000,32.000000,-85.680000,2573.895000
rect,MET4,pin,92.870000,133.815000,93.370000,165.815000,0.500000,32.000000,93.120000,149.815000
rect,METTPL,pin,-36.630000,133.815000,-36.130000,165.815000,0.500000,32.000000,-36.380000,149.815000
rect,MET5,pin,92.870000,133.815000,93.370000,165.815000,0.500000,32.000000,93.120000,149.815000
rect,METTPL,pin,92.870000,133.815000,93.370000,165.815000,0.500000,32.000000,93.120000,149.815000
rect,MET5,pin,-36.630000,133.815000,-36.130000,165.815000,0.500000,32.000000,-36.380000,149.815000
rect,MET4,pin,-36.630000,133.815000,-36.130000,165.815000,0.500000,32.000000,-36.380000,149.815000
rect,METTPL,pin,92.870000,133.815000,93.370000,165.815000,0.500000,32.000000,93.120000,149.815000
rect,METTPL,pin,43.570000,2557.895000,44.070000,2589.895000,0.500000,32.000000,43.820000,2573.895000
rect,METTPL,pin,-36.630000,133.815000,-36.130000,165.815000,0.500000,32.000000,-36.380000,149.815000
rect,MET4,pin,-85.930000,2702.015000,-85.430000,2710.155000,0.500000,8.140000,-85.680000,2706.085000
rect,MET4,pin,-85.930000,2547.155000,-85.430000,2555.895000,0.500000,8.740000,-85.680000,2551.525000
rect,MET5,pin,43.570000,2547.155000,44.070000,2555.895000,0.500000,8.740000,43.820000,2551.525000
rect,MET4,pin,43.570000,2702.015000,44.070000,2710.155000,0.500000,8.140000,43.820000,2706.085000
rect,METTPL,pin,43.570000,2547.155000,44.070000,2555.395000,0.500000,8.240000,43.820000,2551.275000
rect,MET5,pin,43.570000,2702.015000,44.070000,2710.155000,0.500000,8.140000,43.820000,2706.085000
rect,MET5,pin,-85.930000,2702.015000,-85.430000,2710.155000,0.500000,8.140000,-85.680000,2706.085000
rect,METTPL,pin,43.570000,2702.755000,44.070000,2710.155000,0.500000,7.400000,43.820000,2706.455000
rect,METTPL,pin,-85.930000,2547.155000,-85.430000,2555.395000,0.500000,8.240000,-85.680000,2551.275000
rect,MET4,pin,43.570000,2547.155000,44.070000,2555.895000,0.500000,8.740000,43.820000,2551.525000
rect,MET5,pin,-85.930000,2547.155000,-85.430000,2555.895000,0.500000,8.740000,-85.680000,2551.525000
rect,METTPL,pin,-85.930000,2702.755000,-85.430000,2710.155000,0.500000,7.400000,-85.680000,2706.455000
rect,MET4,pin,92.870000,13.555000,93.370000,21.695000,0.500000,8.140000,93.120000,17.625000
rect,MET4,pin,92.870000,167.815000,93.370000,176.555000,0.500000,8.740000,93.120000,172.185000
rect,MET5,pin,-36.630000,167.815000,-36.130000,176.555000,0.500000,8.740000,-36.380000,172.185000
rect,MET4,pin,-36.630000,13.555000,-36.130000,21.695000,0.500000,8.140000,-36.380000,17.625000
rect,METTPL,pin,-36.630000,168.315000,-36.130000,176.555000,0.500000,8.240000,-36.380000,172.435000
rect,MET5,pin,-36.630000,13.555000,-36.130000,21.695000,0.500000,8.140000,-36.380000,17.625000
rect,MET5,pin,92.870000,13.555000,93.370000,21.695000,0.500000,8.140000,93.120000,17.625000
rect,METTPL,pin,-36.630000,13.555000,-36.130000,20.955000,0.500000,7.400000,-36.380000,17.255000
rect,METTPL,pin,92.870000,168.315000,93.370000,176.555000,0.500000,8.240000,93.120000,172.435000
rect,MET4,pin,-36.630000,167.815000,-36.130000,176.555000,0.500000,8.740000,-36.380000,172.185000
rect,MET5,pin,92.870000,167.815000,93.370000,176.555000,0.500000,8.740000,93.120000,172.185000
rect,METTPL,pin,92.870000,13.555000,93.370000,20.955000,0.500000,7.400000,93.120000,17.255000
rect,MET5,pin,-85.930000,2702.015000,-85.430000,2710.155000,0.500000,8.140000,-85.680000,2706.085000
rect,MET5,pin,92.870000,13.555000,93.370000,21.695000,0.500000,8.140000,93.120000,17.625000
rect,MET4,pin,-85.930000,2702.015000,-85.430000,2710.155000,0.500000,8.140000,-85.680000,2706.085000
rect,MET4,pin,92.870000,13.555000,93.370000,21.695000,0.500000,8.140000,93.120000,17.625000
rect,MET4,pin,-85.930000,2547.155000,-85.430000,2555.895000,0.500000,8.740000,-85.680000,2551.525000
rect,MET4,pin,92.870000,167.815000,93.370000,176.555000,0.500000,8.740000,93.120000,172.185000
rect,MET5,pin,-85.930000,2547.155000,-85.430000,2555.895000,0.500000,8.740000,-85.680000,2551.525000
rect,MET5,pin,92.870000,167.815000,93.370000,176.555000,0.500000,8.740000,93.120000,172.185000
rect,METTPL,pin,-85.930000,2547.155000,-85.430000,2555.395000,0.500000,8.240000,-85.680000,2551.275000
rect,METTPL,pin,92.870000,168.315000,93.370000,176.555000,0.500000,8.240000,93.120000,172.435000
rect,METTPL,pin,-85.930000,2702.755000,-85.430000,2710.155000,0.500000,7.400000,-85.680000,2706.455000
rect,METTPL,pin,92.870000,13.555000,93.370000,20.955000,0.500000,7.400000,93.120000,17.255000
rect,METTPL,pin,43.570000,2702.755000,44.070000,2710.155000,0.500000,7.400000,43.820000,2706.455000
rect,METTPL,pin,-36.630000,13.555000,-36.130000,20.955000,0.500000,7.400000,-36.380000,17.255000
rect,MET5,pin,43.570000,2702.015000,44.070000,2710.155000,0.500000,8.140000,43.820000,2706.085000
rect,MET5,pin,-36.630000,13.555000,-36.130000,21.695000,0.500000,8.140000,-36.380000,17.625000
rect,MET4,pin,43.570000,2702.015000,44.070000,2710.155000,0.500000,8.140000,43.820000,2706.085000
rect,MET4,pin,-36.630000,13.555000,-36.130000,21.695000,0.500000,8.140000,-36.380000,17.625000
rect,METTPL,pin,43.570000,2547.155000,44.070000,2555.395000,0.500000,8.240000,43.820000,2551.275000
rect,METTPL,pin,-36.630000,168.315000,-36.130000,176.555000,0.500000,8.240000,-36.380000,172.435000
rect,MET5,pin,43.570000,2547.155000,44.070000,2555.895000,0.500000,8.740000,43.820000,2551.525000
rect,MET5,pin,-36.630000,167.815000,-36.130000,176.555000,0.500000,8.740000,-36.380000,172.185000
rect,MET4,pin,43.570000,2547.155000,44.070000,2555.895000,0.500000,8.740000,43.820000,2551.525000
rect,MET4,pin,-36.630000,167.815000,-36.130000,176.555000,0.500000,8.740000,-36.380000,172.185000
rect,METTPL,pin,-85.930000,2666.015000,-85.430000,2700.015000,0.500000,34.000000,-85.680000,2683.015000
rect,METTPL,pin,43.570000,2666.015000,44.070000,2700.015000,0.500000,34.000000,43.820000,2683.015000
rect,MET5,pin,-85.930000,2666.015000,-85.430000,2700.015000,0.500000,34.000000,-85.680000,2683.015000
rect,MET4,pin,-85.930000,2666.015000,-85.430000,2700.015000,0.500000,34.000000,-85.680000,2683.015000
rect,MET5,pin,43.570000,2666.015000,44.070000,2700.015000,0.500000,34.000000,43.820000,2683.015000
rect,MET4,pin,43.570000,2666.015000,44.070000,2700.015000,0.500000,34.000000,43.820000,2683.015000
rect,METTPL,pin,-85.930000,2666.015000,-85.430000,2700.015000,0.500000,34.000000,-85.680000,2683.015000
rect,METTPL,pin,92.870000,23.695000,93.370000,57.695000,0.500000,34.000000,93.120000,40.695000
rect,METTPL,pin,-36.630000,23.695000,-36.130000,57.695000,0.500000,34.000000,-36.380000,40.695000
rect,MET5,pin,92.870000,23.695000,93.370000,57.695000,0.500000,34.000000,93.120000,40.695000
rect,MET4,pin,92.870000,23.695000,93.370000,57.695000,0.500000,34.000000,93.120000,40.695000
rect,MET5,pin,-36.630000,23.695000,-36.130000,57.695000,0.500000,34.000000,-36.380000,40.695000
rect,MET4,pin,-36.630000,23.695000,-36.130000,57.695000,0.500000,34.000000,-36.380000,40.695000
rect,METTPL,pin,92.870000,23.695000,93.370000,57.695000,0.500000,34.000000,93.120000,40.695000
rect,METTPL,pin,43.570000,2666.015000,44.070000,2700.015000,0.500000,34.000000,43.820000,2683.015000
rect,METTPL,pin,-36.630000,23.695000,-36.130000,57.695000,0.500000,34.000000,-36.380000,40.695000
rect,METTPL,pin,414.970000,23.695000,415.470000,57.695000,0.500000,34.000000,415.220000,40.695000
rect,MET5,pin,414.970000,23.695000,415.470000,57.695000,0.500000,34.000000,415.220000,40.695000
rect,MET4,pin,414.970000,23.695000,415.470000,57.695000,0.500000,34.000000,415.220000,40.695000
rect,METTPL,pin,331.470000,23.695000,331.970000,57.695000,0.500000,34.000000,331.720000,40.695000
rect,MET5,pin,331.470000,23.695000,331.970000,57.695000,0.500000,34.000000,331.720000,40.695000
rect,MET4,pin,331.470000,23.695000,331.970000,57.695000,0.500000,34.000000,331.720000,40.695000
rect,METTPL,pin,320.970000,23.695000,321.470000,57.695000,0.500000,34.000000,321.220000,40.695000
rect,MET5,pin,320.970000,23.695000,321.470000,57.695000,0.500000,34.000000,321.220000,40.695000
rect,MET4,pin,320.970000,23.695000,321.470000,57.695000,0.500000,34.000000,321.220000,40.695000
rect,METTPL,pin,237.470000,23.695000,237.970000,57.695000,0.500000,34.000000,237.720000,40.695000
rect,MET5,pin,237.470000,23.695000,237.970000,57.695000,0.500000,34.000000,237.720000,40.695000
rect,MET4,pin,237.470000,23.695000,237.970000,57.695000,0.500000,34.000000,237.720000,40.695000
rect,METTPL,pin,226.970000,23.695000,227.470000,57.695000,0.500000,34.000000,227.220000,40.695000
rect,MET5,pin,226.970000,23.695000,227.470000,57.695000,0.500000,34.000000,227.220000,40.695000
rect,MET4,pin,226.970000,23.695000,227.470000,57.695000,0.500000,34.000000,227.220000,40.695000
rect,METTPL,pin,143.470000,23.695000,143.970000,57.695000,0.500000,34.000000,143.720000,40.695000
rect,MET5,pin,143.470000,23.695000,143.970000,57.695000,0.500000,34.000000,143.720000,40.695000
rect,MET4,pin,143.470000,23.695000,143.970000,57.695000,0.500000,34.000000,143.720000,40.695000
rect,METTPL,pin,414.970000,168.315000,415.470000,176.555000,0.500000,8.240000,415.220000,172.435000
rect,METTPL,pin,331.470000,168.315000,331.970000,176.555000,0.500000,8.240000,331.720000,172.435000
rect,METTPL,pin,414.970000,13.555000,415.470000,20.955000,0.500000,7.400000,415.220000,17.255000
rect,METTPL,pin,331.470000,13.555000,331.970000,20.955000,0.500000,7.400000,331.720000,17.255000
rect,MET5,pin,414.970000,167.815000,415.470000,176.555000,0.500000,8.740000,415.220000,172.185000
rect,MET5,pin,414.970000,13.555000,415.470000,21.695000,0.500000,8.140000,415.220000,17.625000
rect,MET4,pin,414.970000,167.815000,415.470000,176.555000,0.500000,8.740000,415.220000,172.185000
rect,MET4,pin,414.970000,13.555000,415.470000,21.695000,0.500000,8.140000,415.220000,17.625000
rect,MET5,pin,331.470000,167.815000,331.970000,176.555000,0.500000,8.740000,331.720000,172.185000
rect,MET5,pin,331.470000,13.555000,331.970000,21.695000,0.500000,8.140000,331.720000,17.625000
rect,MET4,pin,331.470000,167.815000,331.970000,176.555000,0.500000,8.740000,331.720000,172.185000
rect,MET4,pin,331.470000,13.555000,331.970000,21.695000,0.500000,8.140000,331.720000,17.625000
rect,METTPL,pin,414.970000,168.315000,415.470000,176.555000,0.500000,8.240000,415.220000,172.435000
rect,METTPL,pin,320.970000,168.315000,321.470000,176.555000,0.500000,8.240000,321.220000,172.435000
rect,METTPL,pin,237.470000,168.315000,237.970000,176.555000,0.500000,8.240000,237.720000,172.435000
rect,METTPL,pin,320.970000,13.555000,321.470000,20.955000,0.500000,7.400000,321.220000,17.255000
rect,METTPL,pin,237.470000,13.555000,237.970000,20.955000,0.500000,7.400000,237.720000,17.255000
rect,MET5,pin,320.970000,167.815000,321.470000,176.555000,0.500000,8.740000,321.220000,172.185000
rect,MET5,pin,320.970000,13.555000,321.470000,21.695000,0.500000,8.140000,321.220000,17.625000
rect,MET4,pin,320.970000,167.815000,321.470000,176.555000,0.500000,8.740000,321.220000,172.185000
rect,MET4,pin,320.970000,13.555000,321.470000,21.695000,0.500000,8.140000,321.220000,17.625000
rect,MET5,pin,237.470000,167.815000,237.970000,176.555000,0.500000,8.740000,237.720000,172.185000
rect,MET5,pin,237.470000,13.555000,237.970000,21.695000,0.500000,8.140000,237.720000,17.625000
rect,MET4,pin,237.470000,167.815000,237.970000,176.555000,0.500000,8.740000,237.720000,172.185000
rect,MET4,pin,237.470000,13.555000,237.970000,21.695000,0.500000,8.140000,237.720000,17.625000
rect,METTPL,pin,320.970000,168.315000,321.470000,176.555000,0.500000,8.240000,321.220000,172.435000
rect,METTPL,pin,226.970000,168.315000,227.470000,176.555000,0.500000,8.240000,227.220000,172.435000
rect,METTPL,pin,143.470000,168.315000,143.970000,176.555000,0.500000,8.240000,143.720000,172.435000
rect,METTPL,pin,226.970000,13.555000,227.470000,20.955000,0.500000,7.400000,227.220000,17.255000
rect,METTPL,pin,143.470000,13.555000,143.970000,20.955000,0.500000,7.400000,143.720000,17.255000
rect,MET5,pin,226.970000,167.815000,227.470000,176.555000,0.500000,8.740000,227.220000,172.185000
rect,MET5,pin,226.970000,13.555000,227.470000,21.695000,0.500000,8.140000,227.220000,17.625000
rect,MET4,pin,226.970000,167.815000,227.470000,176.555000,0.500000,8.740000,227.220000,172.185000
rect,MET4,pin,226.970000,13.555000,227.470000,21.695000,0.500000,8.140000,227.220000,17.625000
rect,MET5,pin,143.470000,167.815000,143.970000,176.555000,0.500000,8.740000,143.720000,172.185000
rect,MET5,pin,143.470000,13.555000,143.970000,21.695000,0.500000,8.140000,143.720000,17.625000
rect,MET4,pin,143.470000,167.815000,143.970000,176.555000,0.500000,8.740000,143.720000,172.185000
rect,MET4,pin,143.470000,13.555000,143.970000,21.695000,0.500000,8.140000,143.720000,17.625000
rect,METTPL,pin,226.970000,168.315000,227.470000,176.555000,0.500000,8.240000,227.220000,172.435000
rect,METTPL,pin,331.470000,168.315000,331.970000,176.555000,0.500000,8.240000,331.720000,172.435000
rect,METTPL,pin,237.470000,168.315000,237.970000,176.555000,0.500000,8.240000,237.720000,172.435000
rect,METTPL,pin,143.470000,168.315000,143.970000,176.555000,0.500000,8.240000,143.720000,172.435000
rect,METTPL,pin,414.970000,13.555000,415.470000,20.955000,0.500000,7.400000,415.220000,17.255000
rect,METTPL,pin,320.970000,13.555000,321.470000,20.955000,0.500000,7.400000,321.220000,17.255000
rect,METTPL,pin,226.970000,13.555000,227.470000,20.955000,0.500000,7.400000,227.220000,17.255000
rect,METTPL,pin,331.470000,13.555000,331.970000,20.955000,0.500000,7.400000,331.720000,17.255000
rect,METTPL,pin,237.470000,13.555000,237.970000,20.955000,0.500000,7.400000,237.720000,17.255000
rect,METTPL,pin,143.470000,13.555000,143.970000,20.955000,0.500000,7.400000,143.720000,17.255000
rect,MET5,pin,414.970000,167.815000,415.470000,176.555000,0.500000,8.740000,415.220000,172.185000
rect,MET5,pin,320.970000,167.815000,321.470000,176.555000,0.500000,8.740000,321.220000,172.185000
rect,MET5,pin,226.970000,167.815000,227.470000,176.555000,0.500000,8.740000,227.220000,172.185000
rect,MET5,pin,414.970000,13.555000,415.470000,21.695000,0.500000,8.140000,415.220000,17.625000
rect,MET5,pin,320.970000,13.555000,321.470000,21.695000,0.500000,8.140000,321.220000,17.625000
rect,MET5,pin,226.970000,13.555000,227.470000,21.695000,0.500000,8.140000,227.220000,17.625000
rect,MET4,pin,414.970000,167.815000,415.470000,176.555000,0.500000,8.740000,415.220000,172.185000
rect,MET4,pin,320.970000,167.815000,321.470000,176.555000,0.500000,8.740000,321.220000,172.185000
rect,MET4,pin,226.970000,167.815000,227.470000,176.555000,0.500000,8.740000,227.220000,172.185000
rect,MET4,pin,414.970000,13.555000,415.470000,21.695000,0.500000,8.140000,415.220000,17.625000
rect,MET4,pin,320.970000,13.555000,321.470000,21.695000,0.500000,8.140000,321.220000,17.625000
rect,MET4,pin,226.970000,13.555000,227.470000,21.695000,0.500000,8.140000,227.220000,17.625000
rect,MET5,pin,331.470000,167.815000,331.970000,176.555000,0.500000,8.740000,331.720000,172.185000
rect,MET5,pin,237.470000,167.815000,237.970000,176.555000,0.500000,8.740000,237.720000,172.185000
rect,MET5,pin,143.470000,167.815000,143.970000,176.555000,0.500000,8.740000,143.720000,172.185000
rect,MET5,pin,331.470000,13.555000,331.970000,21.695000,0.500000,8.140000,331.720000,17.625000
rect,MET5,pin,237.470000,13.555000,237.970000,21.695000,0.500000,8.140000,237.720000,17.625000
rect,MET5,pin,143.470000,13.555000,143.970000,21.695000,0.500000,8.140000,143.720000,17.625000
rect,MET4,pin,331.470000,167.815000,331.970000,176.555000,0.500000,8.740000,331.720000,172.185000
rect,MET4,pin,237.470000,167.815000,237.970000,176.555000,0.500000,8.740000,237.720000,172.185000
rect,MET4,pin,143.470000,167.815000,143.970000,176.555000,0.500000,8.740000,143.720000,172.185000
rect,MET4,pin,331.470000,13.555000,331.970000,21.695000,0.500000,8.140000,331.720000,17.625000
rect,MET4,pin,237.470000,13.555000,237.970000,21.695000,0.500000,8.140000,237.720000,17.625000
rect,MET4,pin,143.470000,13.555000,143.970000,21.695000,0.500000,8.140000,143.720000,17.625000
rect,METTPL,pin,414.970000,133.815000,415.470000,165.815000,0.500000,32.000000,415.220000,149.815000
rect,MET5,pin,414.970000,133.815000,415.470000,165.815000,0.500000,32.000000,415.220000,149.815000
rect,MET4,pin,414.970000,133.815000,415.470000,165.815000,0.500000,32.000000,415.220000,149.815000
rect,METTPL,pin,331.470000,133.815000,331.970000,165.815000,0.500000,32.000000,331.720000,149.815000
rect,MET5,pin,331.470000,133.815000,331.970000,165.815000,0.500000,32.000000,331.720000,149.815000
rect,MET4,pin,331.470000,133.815000,331.970000,165.815000,0.500000,32.000000,331.720000,149.815000
rect,METTPL,pin,320.970000,133.815000,321.470000,165.815000,0.500000,32.000000,321.220000,149.815000
rect,MET5,pin,320.970000,133.815000,321.470000,165.815000,0.500000,32.000000,321.220000,149.815000
rect,MET4,pin,320.970000,133.815000,321.470000,165.815000,0.500000,32.000000,321.220000,149.815000
rect,METTPL,pin,237.470000,133.815000,237.970000,165.815000,0.500000,32.000000,237.720000,149.815000
rect,MET5,pin,237.470000,133.815000,237.970000,165.815000,0.500000,32.000000,237.720000,149.815000
rect,MET4,pin,237.470000,133.815000,237.970000,165.815000,0.500000,32.000000,237.720000,149.815000
rect,METTPL,pin,226.970000,133.815000,227.470000,165.815000,0.500000,32.000000,227.220000,149.815000
rect,MET5,pin,226.970000,133.815000,227.470000,165.815000,0.500000,32.000000,227.220000,149.815000
rect,MET4,pin,226.970000,133.815000,227.470000,165.815000,0.500000,32.000000,227.220000,149.815000
rect,METTPL,pin,143.470000,133.815000,143.970000,165.815000,0.500000,32.000000,143.720000,149.815000
rect,MET5,pin,143.470000,133.815000,143.970000,165.815000,0.500000,32.000000,143.720000,149.815000
rect,MET4,pin,143.470000,133.815000,143.970000,165.815000,0.500000,32.000000,143.720000,149.815000
rect,METTPL,pin,696.970000,23.695000,697.470000,57.695000,0.500000,34.000000,697.220000,40.695000
rect,MET5,pin,696.970000,23.695000,697.470000,57.695000,0.500000,34.000000,697.220000,40.695000
rect,MET4,pin,696.970000,23.695000,697.470000,57.695000,0.500000,34.000000,697.220000,40.695000
rect,METTPL,pin,613.470000,23.695000,613.970000,57.695000,0.500000,34.000000,613.720000,40.695000
rect,MET5,pin,613.470000,23.695000,613.970000,57.695000,0.500000,34.000000,613.720000,40.695000
rect,MET4,pin,613.470000,23.695000,613.970000,57.695000,0.500000,34.000000,613.720000,40.695000
rect,METTPL,pin,602.970000,23.695000,603.470000,57.695000,0.500000,34.000000,603.220000,40.695000
rect,MET5,pin,602.970000,23.695000,603.470000,57.695000,0.500000,34.000000,603.220000,40.695000
rect,MET4,pin,602.970000,23.695000,603.470000,57.695000,0.500000,34.000000,603.220000,40.695000
rect,METTPL,pin,519.470000,23.695000,519.970000,57.695000,0.500000,34.000000,519.720000,40.695000
rect,MET5,pin,519.470000,23.695000,519.970000,57.695000,0.500000,34.000000,519.720000,40.695000
rect,MET4,pin,519.470000,23.695000,519.970000,57.695000,0.500000,34.000000,519.720000,40.695000
rect,METTPL,pin,508.970000,23.695000,509.470000,57.695000,0.500000,34.000000,509.220000,40.695000
rect,MET5,pin,508.970000,23.695000,509.470000,57.695000,0.500000,34.000000,509.220000,40.695000
rect,MET4,pin,508.970000,23.695000,509.470000,57.695000,0.500000,34.000000,509.220000,40.695000
rect,METTPL,pin,425.470000,23.695000,425.970000,57.695000,0.500000,34.000000,425.720000,40.695000
rect,MET5,pin,425.470000,23.695000,425.970000,57.695000,0.500000,34.000000,425.720000,40.695000
rect,MET4,pin,425.470000,23.695000,425.970000,57.695000,0.500000,34.000000,425.720000,40.695000
rect,METTPL,pin,696.970000,168.315000,697.470000,176.555000,0.500000,8.240000,697.220000,172.435000
rect,METTPL,pin,613.470000,168.315000,613.970000,176.555000,0.500000,8.240000,613.720000,172.435000
rect,METTPL,pin,696.970000,13.555000,697.470000,20.955000,0.500000,7.400000,697.220000,17.255000
rect,METTPL,pin,613.470000,13.555000,613.970000,20.955000,0.500000,7.400000,613.720000,17.255000
rect,MET5,pin,696.970000,167.815000,697.470000,176.555000,0.500000,8.740000,697.220000,172.185000
rect,MET5,pin,696.970000,13.555000,697.470000,21.695000,0.500000,8.140000,697.220000,17.625000
rect,MET4,pin,696.970000,167.815000,697.470000,176.555000,0.500000,8.740000,697.220000,172.185000
rect,MET4,pin,696.970000,13.555000,697.470000,21.695000,0.500000,8.140000,697.220000,17.625000
rect,MET5,pin,613.470000,167.815000,613.970000,176.555000,0.500000,8.740000,613.720000,172.185000
rect,MET5,pin,613.470000,13.555000,613.970000,21.695000,0.500000,8.140000,613.720000,17.625000
rect,MET4,pin,613.470000,167.815000,613.970000,176.555000,0.500000,8.740000,613.720000,172.185000
rect,MET4,pin,613.470000,13.555000,613.970000,21.695000,0.500000,8.140000,613.720000,17.625000
rect,METTPL,pin,696.970000,168.315000,697.470000,176.555000,0.500000,8.240000,697.220000,172.435000
rect,METTPL,pin,602.970000,168.315000,603.470000,176.555000,0.500000,8.240000,603.220000,172.435000
rect,METTPL,pin,519.470000,168.315000,519.970000,176.555000,0.500000,8.240000,519.720000,172.435000
rect,METTPL,pin,602.970000,13.555000,603.470000,20.955000,0.500000,7.400000,603.220000,17.255000
rect,METTPL,pin,519.470000,13.555000,519.970000,20.955000,0.500000,7.400000,519.720000,17.255000
rect,MET5,pin,602.970000,167.815000,603.470000,176.555000,0.500000,8.740000,603.220000,172.185000
rect,MET5,pin,602.970000,13.555000,603.470000,21.695000,0.500000,8.140000,603.220000,17.625000
rect,MET4,pin,602.970000,167.815000,603.470000,176.555000,0.500000,8.740000,603.220000,172.185000
rect,MET4,pin,602.970000,13.555000,603.470000,21.695000,0.500000,8.140000,603.220000,17.625000
rect,MET5,pin,519.470000,167.815000,519.970000,176.555000,0.500000,8.740000,519.720000,172.185000
rect,MET5,pin,519.470000,13.555000,519.970000,21.695000,0.500000,8.140000,519.720000,17.625000
rect,MET4,pin,519.470000,167.815000,519.970000,176.555000,0.500000,8.740000,519.720000,172.185000
rect,MET4,pin,519.470000,13.555000,519.970000,21.695000,0.500000,8.140000,519.720000,17.625000
rect,METTPL,pin,602.970000,168.315000,603.470000,176.555000,0.500000,8.240000,603.220000,172.435000
rect,METTPL,pin,508.970000,168.315000,509.470000,176.555000,0.500000,8.240000,509.220000,172.435000
rect,METTPL,pin,425.470000,168.315000,425.970000,176.555000,0.500000,8.240000,425.720000,172.435000
rect,METTPL,pin,508.970000,13.555000,509.470000,20.955000,0.500000,7.400000,509.220000,17.255000
rect,METTPL,pin,425.470000,13.555000,425.970000,20.955000,0.500000,7.400000,425.720000,17.255000
rect,MET5,pin,508.970000,167.815000,509.470000,176.555000,0.500000,8.740000,509.220000,172.185000
rect,MET5,pin,508.970000,13.555000,509.470000,21.695000,0.500000,8.140000,509.220000,17.625000
rect,MET4,pin,508.970000,167.815000,509.470000,176.555000,0.500000,8.740000,509.220000,172.185000
rect,MET4,pin,508.970000,13.555000,509.470000,21.695000,0.500000,8.140000,509.220000,17.625000
rect,MET5,pin,425.470000,167.815000,425.970000,176.555000,0.500000,8.740000,425.720000,172.185000
rect,MET5,pin,425.470000,13.555000,425.970000,21.695000,0.500000,8.140000,425.720000,17.625000
rect,MET4,pin,425.470000,167.815000,425.970000,176.555000,0.500000,8.740000,425.720000,172.185000
rect,MET4,pin,425.470000,13.555000,425.970000,21.695000,0.500000,8.140000,425.720000,17.625000
rect,METTPL,pin,508.970000,168.315000,509.470000,176.555000,0.500000,8.240000,509.220000,172.435000
rect,METTPL,pin,613.470000,168.315000,613.970000,176.555000,0.500000,8.240000,613.720000,172.435000
rect,METTPL,pin,519.470000,168.315000,519.970000,176.555000,0.500000,8.240000,519.720000,172.435000
rect,METTPL,pin,425.470000,168.315000,425.970000,176.555000,0.500000,8.240000,425.720000,172.435000
rect,METTPL,pin,696.970000,13.555000,697.470000,20.955000,0.500000,7.400000,697.220000,17.255000
rect,METTPL,pin,602.970000,13.555000,603.470000,20.955000,0.500000,7.400000,603.220000,17.255000
rect,METTPL,pin,508.970000,13.555000,509.470000,20.955000,0.500000,7.400000,509.220000,17.255000
rect,METTPL,pin,613.470000,13.555000,613.970000,20.955000,0.500000,7.400000,613.720000,17.255000
rect,METTPL,pin,519.470000,13.555000,519.970000,20.955000,0.500000,7.400000,519.720000,17.255000
rect,METTPL,pin,425.470000,13.555000,425.970000,20.955000,0.500000,7.400000,425.720000,17.255000
