objType,layer,purpose,llx,lly,urx,ury,width,height,cx,cy
label,MET4,pin,2733.362000,170.399000,3026.078000,173.685000,292.716000,3.286000,2879.720000,172.042000
label,MET4,pin,2725.648000,15.839000,3033.792000,19.125000,308.144000,3.286000,2879.720000,17.482000
label,MET4,TEXT,2864.291000,38.909000,2895.149000,42.195000,30.858000,3.286000,2879.720000,40.552000
label,MET4,TEXT,2864.505000,15.839000,2894.935000,19.125000,30.430000,3.286000,2879.720000,17.482000
label,MET4,TEXT,2864.505000,170.049000,2894.935000,173.335000,30.430000,3.286000,2879.720000,171.692000
label,MET4,TEXT,2864.648000,148.029000,2894.792000,151.315000,30.144000,3.286000,2879.720000,149.672000
label,MET5,TEXT,2864.291000,38.909000,2895.149000,42.195000,30.858000,3.286000,2879.720000,40.552000
label,MET5,TEXT,2864.505000,15.839000,2894.935000,19.125000,30.430000,3.286000,2879.720000,17.482000
label,MET5,TEXT,2864.505000,170.049000,2894.935000,173.335000,30.430000,3.286000,2879.720000,171.692000
label,MET5,TEXT,2864.648000,148.029000,2894.792000,151.315000,30.144000,3.286000,2879.720000,149.672000
label,METTPL,TEXT,2864.041000,38.909000,2894.899000,42.195000,30.858000,3.286000,2879.470000,40.552000
label,METTPL,TEXT,2864.398000,148.029000,2894.542000,151.315000,30.144000,3.286000,2879.470000,149.672000
label,MET4,TEXT,2947.791000,38.909000,2978.649000,42.195000,30.858000,3.286000,2963.220000,40.552000
label,MET4,TEXT,2948.005000,15.839000,2978.435000,19.125000,30.430000,3.286000,2963.220000,17.482000
label,MET4,TEXT,2948.005000,170.049000,2978.435000,173.335000,30.430000,3.286000,2963.220000,171.692000
label,MET4,TEXT,2948.148000,148.029000,2978.292000,151.315000,30.144000,3.286000,2963.220000,149.672000
label,MET5,TEXT,2947.791000,38.909000,2978.649000,42.195000,30.858000,3.286000,2963.220000,40.552000
label,MET5,TEXT,2948.005000,15.839000,2978.435000,19.125000,30.430000,3.286000,2963.220000,17.482000
label,MET5,TEXT,2948.005000,170.049000,2978.435000,173.335000,30.430000,3.286000,2963.220000,171.692000
label,MET5,TEXT,2948.148000,148.029000,2978.292000,151.315000,30.144000,3.286000,2963.220000,149.672000
label,METTPL,TEXT,2948.041000,38.909000,2978.899000,42.195000,30.858000,3.286000,2963.470000,40.552000
label,METTPL,TEXT,2948.398000,148.029000,2978.542000,151.315000,30.144000,3.286000,2963.470000,149.672000
label,METTPL,TEXT,2864.255000,15.594000,2894.685000,18.880000,30.430000,3.286000,2879.470000,17.237000
label,METTPL,TEXT,2948.255000,15.594000,2978.685000,18.880000,30.430000,3.286000,2963.470000,17.237000
label,METTPL,TEXT,2864.255000,170.299000,2894.685000,173.585000,30.430000,3.286000,2879.470000,171.942000
label,METTPL,TEXT,2948.255000,170.299000,2978.685000,173.585000,30.430000,3.286000,2963.470000,171.942000
label,METTPL,pin,3042.005000,170.649000,3072.435000,173.935000,30.430000,3.286000,3057.220000,172.292000
label,METTPL,pin,2950.791000,170.649000,2996.649000,173.935000,45.858000,3.286000,2973.720000,172.292000
label,METTPL,pin,3026.576000,15.469000,3087.864000,18.755000,61.288000,3.286000,3057.220000,17.112000
label,METTPL,pin,2935.362000,15.469000,3012.078000,18.755000,76.716000,3.286000,2973.720000,17.112000
label,MET5,pin,2995.719000,170.399000,3118.721000,173.685000,123.002000,3.286000,3057.220000,172.042000
label,MET5,pin,2988.005000,15.839000,3126.435000,19.125000,138.430000,3.286000,3057.220000,17.482000
label,MET4,pin,2980.291000,170.399000,3134.149000,173.685000,153.858000,3.286000,3057.220000,172.042000
label,MET4,pin,2972.576000,15.839000,3141.864000,19.125000,169.288000,3.286000,3057.220000,17.482000
label,MET5,pin,2842.791000,170.399000,3104.649000,173.685000,261.858000,3.286000,2973.720000,172.042000
label,MET5,pin,2835.076000,15.839000,3112.364000,19.125000,277.288000,3.286000,2973.720000,17.482000
label,MET4,pin,2827.362000,170.399000,3120.078000,173.685000,292.716000,3.286000,2973.720000,172.042000
label,MET4,pin,2819.648000,15.839000,3127.792000,19.125000,308.144000,3.286000,2973.720000,17.482000
label,MET4,TEXT,2958.291000,38.909000,2989.149000,42.195000,30.858000,3.286000,2973.720000,40.552000
label,MET4,TEXT,2958.505000,15.839000,2988.935000,19.125000,30.430000,3.286000,2973.720000,17.482000
label,MET4,TEXT,2958.505000,170.049000,2988.935000,173.335000,30.430000,3.286000,2973.720000,171.692000
label,MET4,TEXT,2958.648000,148.029000,2988.792000,151.315000,30.144000,3.286000,2973.720000,149.672000
label,MET5,TEXT,2958.291000,38.909000,2989.149000,42.195000,30.858000,3.286000,2973.720000,40.552000
label,MET5,TEXT,2958.505000,15.839000,2988.935000,19.125000,30.430000,3.286000,2973.720000,17.482000
label,MET5,TEXT,2958.505000,170.049000,2988.935000,173.335000,30.430000,3.286000,2973.720000,171.692000
label,MET5,TEXT,2958.648000,148.029000,2988.792000,151.315000,30.144000,3.286000,2973.720000,149.672000
label,METTPL,TEXT,2958.041000,38.909000,2988.899000,42.195000,30.858000,3.286000,2973.470000,40.552000
label,METTPL,TEXT,2958.398000,148.029000,2988.542000,151.315000,30.144000,3.286000,2973.470000,149.672000
label,MET4,TEXT,3041.791000,38.909000,3072.649000,42.195000,30.858000,3.286000,3057.220000,40.552000
label,MET4,TEXT,3042.005000,15.839000,3072.435000,19.125000,30.430000,3.286000,3057.220000,17.482000
label,MET4,TEXT,3042.005000,170.049000,3072.435000,173.335000,30.430000,3.286000,3057.220000,171.692000
label,MET4,TEXT,3042.148000,148.029000,3072.292000,151.315000,30.144000,3.286000,3057.220000,149.672000
label,MET5,TEXT,3041.791000,38.909000,3072.649000,42.195000,30.858000,3.286000,3057.220000,40.552000
label,MET5,TEXT,3042.005000,15.839000,3072.435000,19.125000,30.430000,3.286000,3057.220000,17.482000
label,MET5,TEXT,3042.005000,170.049000,3072.435000,173.335000,30.430000,3.286000,3057.220000,171.692000
label,MET5,TEXT,3042.148000,148.029000,3072.292000,151.315000,30.144000,3.286000,3057.220000,149.672000
label,METTPL,TEXT,3042.041000,38.909000,3072.899000,42.195000,30.858000,3.286000,3057.470000,40.552000
label,METTPL,TEXT,3042.398000,148.029000,3072.542000,151.315000,30.144000,3.286000,3057.470000,149.672000
label,METTPL,TEXT,2958.255000,15.594000,2988.685000,18.880000,30.430000,3.286000,2973.470000,17.237000
label,METTPL,TEXT,3042.255000,15.594000,3072.685000,18.880000,30.430000,3.286000,3057.470000,17.237000
label,METTPL,TEXT,2958.255000,170.299000,2988.685000,173.585000,30.430000,3.286000,2973.470000,171.942000
label,METTPL,TEXT,3042.255000,170.299000,3072.685000,173.585000,30.430000,3.286000,3057.470000,171.942000
label,METTPL,pin,3136.005000,170.649000,3166.435000,173.935000,30.430000,3.286000,3151.220000,172.292000
label,METTPL,pin,3044.791000,170.649000,3090.649000,173.935000,45.858000,3.286000,3067.720000,172.292000
label,METTPL,pin,3120.576000,15.469000,3181.864000,18.755000,61.288000,3.286000,3151.220000,17.112000
label,METTPL,pin,3029.362000,15.469000,3106.078000,18.755000,76.716000,3.286000,3067.720000,17.112000
label,MET5,pin,3089.719000,170.399000,3212.721000,173.685000,123.002000,3.286000,3151.220000,172.042000
label,MET5,pin,3082.005000,15.839000,3220.435000,19.125000,138.430000,3.286000,3151.220000,17.482000
label,MET4,pin,3074.291000,170.399000,3228.149000,173.685000,153.858000,3.286000,3151.220000,172.042000
label,MET4,pin,3066.576000,15.839000,3235.864000,19.125000,169.288000,3.286000,3151.220000,17.482000
label,MET5,pin,2936.791000,170.399000,3198.649000,173.685000,261.858000,3.286000,3067.720000,172.042000
label,MET5,pin,2929.076000,15.839000,3206.364000,19.125000,277.288000,3.286000,3067.720000,17.482000
label,MET4,pin,2921.362000,170.399000,3214.078000,173.685000,292.716000,3.286000,3067.720000,172.042000
label,MET4,pin,2913.648000,15.839000,3221.792000,19.125000,308.144000,3.286000,3067.720000,17.482000
label,MET4,TEXT,3052.291000,38.909000,3083.149000,42.195000,30.858000,3.286000,3067.720000,40.552000
label,MET4,TEXT,3052.505000,15.839000,3082.935000,19.125000,30.430000,3.286000,3067.720000,17.482000
label,MET4,TEXT,3052.505000,170.049000,3082.935000,173.335000,30.430000,3.286000,3067.720000,171.692000
label,MET4,TEXT,3052.648000,148.029000,3082.792000,151.315000,30.144000,3.286000,3067.720000,149.672000
label,MET5,TEXT,3052.291000,38.909000,3083.149000,42.195000,30.858000,3.286000,3067.720000,40.552000
label,MET5,TEXT,3052.505000,15.839000,3082.935000,19.125000,30.430000,3.286000,3067.720000,17.482000
label,MET5,TEXT,3052.505000,170.049000,3082.935000,173.335000,30.430000,3.286000,3067.720000,171.692000
label,MET5,TEXT,3052.648000,148.029000,3082.792000,151.315000,30.144000,3.286000,3067.720000,149.672000
label,METTPL,TEXT,3052.041000,38.909000,3082.899000,42.195000,30.858000,3.286000,3067.470000,40.552000
label,METTPL,TEXT,3052.398000,148.029000,3082.542000,151.315000,30.144000,3.286000,3067.470000,149.672000
label,MET4,TEXT,3135.791000,38.909000,3166.649000,42.195000,30.858000,3.286000,3151.220000,40.552000
label,MET4,TEXT,3136.005000,15.839000,3166.435000,19.125000,30.430000,3.286000,3151.220000,17.482000
label,MET4,TEXT,3136.005000,170.049000,3166.435000,173.335000,30.430000,3.286000,3151.220000,171.692000
label,MET4,TEXT,3136.148000,148.029000,3166.292000,151.315000,30.144000,3.286000,3151.220000,149.672000
label,MET5,TEXT,3135.791000,38.909000,3166.649000,42.195000,30.858000,3.286000,3151.220000,40.552000
label,MET5,TEXT,3136.005000,15.839000,3166.435000,19.125000,30.430000,3.286000,3151.220000,17.482000
label,MET5,TEXT,3136.005000,170.049000,3166.435000,173.335000,30.430000,3.286000,3151.220000,171.692000
label,MET5,TEXT,3136.148000,148.029000,3166.292000,151.315000,30.144000,3.286000,3151.220000,149.672000
label,METTPL,TEXT,3136.041000,38.909000,3166.899000,42.195000,30.858000,3.286000,3151.470000,40.552000
label,METTPL,TEXT,3136.398000,148.029000,3166.542000,151.315000,30.144000,3.286000,3151.470000,149.672000
label,METTPL,TEXT,3052.255000,15.594000,3082.685000,18.880000,30.430000,3.286000,3067.470000,17.237000
label,METTPL,TEXT,3136.255000,15.594000,3166.685000,18.880000,30.430000,3.286000,3151.470000,17.237000
label,METTPL,TEXT,3052.255000,170.299000,3082.685000,173.585000,30.430000,3.286000,3067.470000,171.942000
label,METTPL,TEXT,3136.255000,170.299000,3166.685000,173.585000,30.430000,3.286000,3151.470000,171.942000
label,METTPL,pin,3230.005000,170.649000,3260.435000,173.935000,30.430000,3.286000,3245.220000,172.292000
label,METTPL,pin,3138.791000,170.649000,3184.649000,173.935000,45.858000,3.286000,3161.720000,172.292000
label,METTPL,pin,3214.576000,15.469000,3275.864000,18.755000,61.288000,3.286000,3245.220000,17.112000
label,METTPL,pin,3123.362000,15.469000,3200.078000,18.755000,76.716000,3.286000,3161.720000,17.112000
label,MET5,pin,3183.719000,170.399000,3306.721000,173.685000,123.002000,3.286000,3245.220000,172.042000
label,MET5,pin,3176.005000,15.839000,3314.435000,19.125000,138.430000,3.286000,3245.220000,17.482000
label,MET4,pin,3168.291000,170.399000,3322.149000,173.685000,153.858000,3.286000,3245.220000,172.042000
label,MET4,pin,3160.576000,15.839000,3329.864000,19.125000,169.288000,3.286000,3245.220000,17.482000
label,MET5,pin,3030.791000,170.399000,3292.649000,173.685000,261.858000,3.286000,3161.720000,172.042000
label,MET5,pin,3023.076000,15.839000,3300.364000,19.125000,277.288000,3.286000,3161.720000,17.482000
label,MET4,pin,3015.362000,170.399000,3308.078000,173.685000,292.716000,3.286000,3161.720000,172.042000
label,MET4,pin,3007.648000,15.839000,3315.792000,19.125000,308.144000,3.286000,3161.720000,17.482000
label,MET4,TEXT,3146.291000,38.909000,3177.149000,42.195000,30.858000,3.286000,3161.720000,40.552000
label,MET4,TEXT,3146.505000,15.839000,3176.935000,19.125000,30.430000,3.286000,3161.720000,17.482000
label,MET4,TEXT,3146.505000,170.049000,3176.935000,173.335000,30.430000,3.286000,3161.720000,171.692000
label,MET4,TEXT,3146.648000,148.029000,3176.792000,151.315000,30.144000,3.286000,3161.720000,149.672000
label,MET5,TEXT,3146.291000,38.909000,3177.149000,42.195000,30.858000,3.286000,3161.720000,40.552000
label,MET5,TEXT,3146.505000,15.839000,3176.935000,19.125000,30.430000,3.286000,3161.720000,17.482000
label,MET5,TEXT,3146.505000,170.049000,3176.935000,173.335000,30.430000,3.286000,3161.720000,171.692000
label,MET5,TEXT,3146.648000,148.029000,3176.792000,151.315000,30.144000,3.286000,3161.720000,149.672000
label,METTPL,TEXT,3146.041000,38.909000,3176.899000,42.195000,30.858000,3.286000,3161.470000,40.552000
label,METTPL,TEXT,3146.398000,148.029000,3176.542000,151.315000,30.144000,3.286000,3161.470000,149.672000
label,MET4,TEXT,3229.791000,38.909000,3260.649000,42.195000,30.858000,3.286000,3245.220000,40.552000
label,MET4,TEXT,3230.005000,15.839000,3260.435000,19.125000,30.430000,3.286000,3245.220000,17.482000
label,MET4,TEXT,3230.005000,170.049000,3260.435000,173.335000,30.430000,3.286000,3245.220000,171.692000
label,MET4,TEXT,3230.148000,148.029000,3260.292000,151.315000,30.144000,3.286000,3245.220000,149.672000
label,MET5,TEXT,3229.791000,38.909000,3260.649000,42.195000,30.858000,3.286000,3245.220000,40.552000
label,MET5,TEXT,3230.005000,15.839000,3260.435000,19.125000,30.430000,3.286000,3245.220000,17.482000
label,MET5,TEXT,3230.005000,170.049000,3260.435000,173.335000,30.430000,3.286000,3245.220000,171.692000
label,MET5,TEXT,3230.148000,148.029000,3260.292000,151.315000,30.144000,3.286000,3245.220000,149.672000
label,METTPL,TEXT,3230.041000,38.909000,3260.899000,42.195000,30.858000,3.286000,3245.470000,40.552000
label,METTPL,TEXT,3230.398000,148.029000,3260.542000,151.315000,30.144000,3.286000,3245.470000,149.672000
label,METTPL,TEXT,3146.255000,15.594000,3176.685000,18.880000,30.430000,3.286000,3161.470000,17.237000
label,METTPL,TEXT,3230.255000,15.594000,3260.685000,18.880000,30.430000,3.286000,3245.470000,17.237000
label,METTPL,TEXT,3146.255000,170.299000,3176.685000,173.585000,30.430000,3.286000,3161.470000,171.942000
label,METTPL,TEXT,3230.255000,170.299000,3260.685000,173.585000,30.430000,3.286000,3245.470000,171.942000
label,METTPL,pin,3324.005000,170.649000,3354.435000,173.935000,30.430000,3.286000,3339.220000,172.292000
label,METTPL,pin,3232.791000,170.649000,3278.649000,173.935000,45.858000,3.286000,3255.720000,172.292000
label,METTPL,pin,3308.576000,15.469000,3369.864000,18.755000,61.288000,3.286000,3339.220000,17.112000
label,METTPL,pin,3217.362000,15.469000,3294.078000,18.755000,76.716000,3.286000,3255.720000,17.112000
label,MET5,pin,3277.719000,170.399000,3400.721000,173.685000,123.002000,3.286000,3339.220000,172.042000
label,MET5,pin,3270.005000,15.839000,3408.435000,19.125000,138.430000,3.286000,3339.220000,17.482000
label,MET4,pin,3262.291000,170.399000,3416.149000,173.685000,153.858000,3.286000,3339.220000,172.042000
label,MET4,pin,3254.576000,15.839000,3423.864000,19.125000,169.288000,3.286000,3339.220000,17.482000
label,MET5,pin,3124.791000,170.399000,3386.649000,173.685000,261.858000,3.286000,3255.720000,172.042000
label,MET5,pin,3117.076000,15.839000,3394.364000,19.125000,277.288000,3.286000,3255.720000,17.482000
label,MET4,pin,3109.362000,170.399000,3402.078000,173.685000,292.716000,3.286000,3255.720000,172.042000
label,MET4,pin,3101.648000,15.839000,3409.792000,19.125000,308.144000,3.286000,3255.720000,17.482000
label,MET4,TEXT,3240.291000,38.909000,3271.149000,42.195000,30.858000,3.286000,3255.720000,40.552000
label,MET4,TEXT,3240.505000,15.839000,3270.935000,19.125000,30.430000,3.286000,3255.720000,17.482000
label,MET4,TEXT,3240.505000,170.049000,3270.935000,173.335000,30.430000,3.286000,3255.720000,171.692000
label,MET4,TEXT,3240.648000,148.029000,3270.792000,151.315000,30.144000,3.286000,3255.720000,149.672000
label,MET5,TEXT,3240.291000,38.909000,3271.149000,42.195000,30.858000,3.286000,3255.720000,40.552000
label,MET5,TEXT,3240.505000,15.839000,3270.935000,19.125000,30.430000,3.286000,3255.720000,17.482000
label,MET5,TEXT,3240.505000,170.049000,3270.935000,173.335000,30.430000,3.286000,3255.720000,171.692000
label,MET5,TEXT,3240.648000,148.029000,3270.792000,151.315000,30.144000,3.286000,3255.720000,149.672000
label,METTPL,TEXT,3240.041000,38.909000,3270.899000,42.195000,30.858000,3.286000,3255.470000,40.552000
label,METTPL,TEXT,3240.398000,148.029000,3270.542000,151.315000,30.144000,3.286000,3255.470000,149.672000
label,MET4,TEXT,3323.791000,38.909000,3354.649000,42.195000,30.858000,3.286000,3339.220000,40.552000
label,MET4,TEXT,3324.005000,15.839000,3354.435000,19.125000,30.430000,3.286000,3339.220000,17.482000
label,MET4,TEXT,3324.005000,170.049000,3354.435000,173.335000,30.430000,3.286000,3339.220000,171.692000
label,MET4,TEXT,3324.148000,148.029000,3354.292000,151.315000,30.144000,3.286000,3339.220000,149.672000
label,MET5,TEXT,3323.791000,38.909000,3354.649000,42.195000,30.858000,3.286000,3339.220000,40.552000
label,MET5,TEXT,3324.005000,15.839000,3354.435000,19.125000,30.430000,3.286000,3339.220000,17.482000
label,MET5,TEXT,3324.005000,170.049000,3354.435000,173.335000,30.430000,3.286000,3339.220000,171.692000
label,MET5,TEXT,3324.148000,148.029000,3354.292000,151.315000,30.144000,3.286000,3339.220000,149.672000
label,METTPL,TEXT,3324.041000,38.909000,3354.899000,42.195000,30.858000,3.286000,3339.470000,40.552000
label,METTPL,TEXT,3324.398000,148.029000,3354.542000,151.315000,30.144000,3.286000,3339.470000,149.672000
label,METTPL,TEXT,3240.255000,15.594000,3270.685000,18.880000,30.430000,3.286000,3255.470000,17.237000
label,METTPL,TEXT,3324.255000,15.594000,3354.685000,18.880000,30.430000,3.286000,3339.470000,17.237000
label,METTPL,TEXT,3240.255000,170.299000,3270.685000,173.585000,30.430000,3.286000,3255.470000,171.942000
label,METTPL,TEXT,3324.255000,170.299000,3354.685000,173.585000,30.430000,3.286000,3339.470000,171.942000
label,METTPL,pin,3418.005000,170.649000,3448.435000,173.935000,30.430000,3.286000,3433.220000,172.292000
label,METTPL,pin,3326.791000,170.649000,3372.649000,173.935000,45.858000,3.286000,3349.720000,172.292000
label,METTPL,pin,3402.576000,15.469000,3463.864000,18.755000,61.288000,3.286000,3433.220000,17.112000
label,METTPL,pin,3311.362000,15.469000,3388.078000,18.755000,76.716000,3.286000,3349.720000,17.112000
label,MET5,pin,3371.719000,170.399000,3494.721000,173.685000,123.002000,3.286000,3433.220000,172.042000
label,MET5,pin,3364.005000,15.839000,3502.435000,19.125000,138.430000,3.286000,3433.220000,17.482000
label,MET4,pin,3356.291000,170.399000,3510.149000,173.685000,153.858000,3.286000,3433.220000,172.042000
label,MET4,pin,3348.576000,15.839000,3517.864000,19.125000,169.288000,3.286000,3433.220000,17.482000
label,MET5,pin,3218.791000,170.399000,3480.649000,173.685000,261.858000,3.286000,3349.720000,172.042000
label,MET5,pin,3211.076000,15.839000,3488.364000,19.125000,277.288000,3.286000,3349.720000,17.482000
label,MET4,pin,3203.362000,170.399000,3496.078000,173.685000,292.716000,3.286000,3349.720000,172.042000
label,MET4,pin,3195.648000,15.839000,3503.792000,19.125000,308.144000,3.286000,3349.720000,17.482000
label,MET4,TEXT,3334.291000,38.909000,3365.149000,42.195000,30.858000,3.286000,3349.720000,40.552000
label,MET4,TEXT,3334.505000,15.839000,3364.935000,19.125000,30.430000,3.286000,3349.720000,17.482000
label,MET4,TEXT,3334.505000,170.049000,3364.935000,173.335000,30.430000,3.286000,3349.720000,171.692000
label,MET4,TEXT,3334.648000,148.029000,3364.792000,151.315000,30.144000,3.286000,3349.720000,149.672000
label,MET5,TEXT,3334.291000,38.909000,3365.149000,42.195000,30.858000,3.286000,3349.720000,40.552000
label,MET5,TEXT,3334.505000,15.839000,3364.935000,19.125000,30.430000,3.286000,3349.720000,17.482000
label,MET5,TEXT,3334.505000,170.049000,3364.935000,173.335000,30.430000,3.286000,3349.720000,171.692000
label,MET5,TEXT,3334.648000,148.029000,3364.792000,151.315000,30.144000,3.286000,3349.720000,149.672000
label,METTPL,TEXT,3334.041000,38.909000,3364.899000,42.195000,30.858000,3.286000,3349.470000,40.552000
label,METTPL,TEXT,3334.398000,148.029000,3364.542000,151.315000,30.144000,3.286000,3349.470000,149.672000
label,MET4,TEXT,3417.791000,38.909000,3448.649000,42.195000,30.858000,3.286000,3433.220000,40.552000
label,MET4,TEXT,3418.005000,15.839000,3448.435000,19.125000,30.430000,3.286000,3433.220000,17.482000
label,MET4,TEXT,3418.005000,170.049000,3448.435000,173.335000,30.430000,3.286000,3433.220000,171.692000
label,MET4,TEXT,3418.148000,148.029000,3448.292000,151.315000,30.144000,3.286000,3433.220000,149.672000
label,MET5,TEXT,3417.791000,38.909000,3448.649000,42.195000,30.858000,3.286000,3433.220000,40.552000
label,MET5,TEXT,3418.005000,15.839000,3448.435000,19.125000,30.430000,3.286000,3433.220000,17.482000
label,MET5,TEXT,3418.005000,170.049000,3448.435000,173.335000,30.430000,3.286000,3433.220000,171.692000
label,MET5,TEXT,3418.148000,148.029000,3448.292000,151.315000,30.144000,3.286000,3433.220000,149.672000
label,METTPL,TEXT,3418.041000,38.909000,3448.899000,42.195000,30.858000,3.286000,3433.470000,40.552000
label,METTPL,TEXT,3418.398000,148.029000,3448.542000,151.315000,30.144000,3.286000,3433.470000,149.672000
label,METTPL,TEXT,3334.255000,15.594000,3364.685000,18.880000,30.430000,3.286000,3349.470000,17.237000
label,METTPL,TEXT,3418.255000,15.594000,3448.685000,18.880000,30.430000,3.286000,3433.470000,17.237000
label,METTPL,TEXT,3334.255000,170.299000,3364.685000,173.585000,30.430000,3.286000,3349.470000,171.942000
label,METTPL,TEXT,3418.255000,170.299000,3448.685000,173.585000,30.430000,3.286000,3433.470000,171.942000
label,METTPL,pin,3434.975000,276.519000,3465.405000,279.805000,30.430000,3.286000,3450.190000,278.162000
label,METTPL,pin,3427.261000,193.019000,3473.119000,196.305000,45.858000,3.286000,3450.190000,194.662000
label,METTPL,pin,3574.726000,276.519000,3636.014000,279.805000,61.288000,3.286000,3605.370000,278.162000
label,METTPL,pin,3567.012000,193.019000,3643.728000,196.305000,76.716000,3.286000,3605.370000,194.662000
label,MET5,pin,3388.939000,276.519000,3511.941000,279.805000,123.002000,3.286000,3450.440000,278.162000
label,MET5,pin,3535.785000,276.519000,3674.215000,279.805000,138.430000,3.286000,3605.000000,278.162000
label,MET4,pin,3373.511000,276.519000,3527.369000,279.805000,153.858000,3.286000,3450.440000,278.162000
label,MET4,pin,3520.356000,276.519000,3689.644000,279.805000,169.288000,3.286000,3605.000000,278.162000
label,MET5,pin,3319.511000,193.019000,3581.369000,196.305000,261.858000,3.286000,3450.440000,194.662000
label,MET5,pin,3466.356000,193.019000,3743.644000,196.305000,277.288000,3.286000,3605.000000,194.662000
label,MET4,pin,3304.082000,193.019000,3596.798000,196.305000,292.716000,3.286000,3450.440000,194.662000
label,MET4,pin,3450.928000,193.019000,3759.072000,196.305000,308.144000,3.286000,3605.000000,194.662000
label,MET4,TEXT,3566.501000,193.019000,3597.359000,196.305000,30.858000,3.286000,3581.930000,194.662000
label,MET4,TEXT,3589.785000,193.019000,3620.215000,196.305000,30.430000,3.286000,3605.000000,194.662000
label,MET4,TEXT,3435.575000,193.019000,3466.005000,196.305000,30.430000,3.286000,3450.790000,194.662000
label,MET4,TEXT,3457.738000,193.019000,3487.882000,196.305000,30.144000,3.286000,3472.810000,194.662000
label,MET5,TEXT,3566.501000,193.019000,3597.359000,196.305000,30.858000,3.286000,3581.930000,194.662000
label,MET5,TEXT,3589.785000,193.019000,3620.215000,196.305000,30.430000,3.286000,3605.000000,194.662000
label,MET5,TEXT,3435.575000,193.019000,3466.005000,196.305000,30.430000,3.286000,3450.790000,194.662000
label,MET5,TEXT,3457.738000,193.019000,3487.882000,196.305000,30.144000,3.286000,3472.810000,194.662000
label,METTPL,TEXT,3566.501000,192.769000,3597.359000,196.055000,30.858000,3.286000,3581.930000,194.412000
label,METTPL,TEXT,3457.738000,192.769000,3487.882000,196.055000,30.144000,3.286000,3472.810000,194.412000
label,MET4,TEXT,3566.501000,276.519000,3597.359000,279.805000,30.858000,3.286000,3581.930000,278.162000
label,MET4,TEXT,3589.785000,276.519000,3620.215000,279.805000,30.430000,3.286000,3605.000000,278.162000
label,MET4,TEXT,3435.575000,276.519000,3466.005000,279.805000,30.430000,3.286000,3450.790000,278.162000
label,MET4,TEXT,3457.738000,276.519000,3487.882000,279.805000,30.144000,3.286000,3472.810000,278.162000
label,MET5,TEXT,3566.501000,276.519000,3597.359000,279.805000,30.858000,3.286000,3581.930000,278.162000
label,MET5,TEXT,3589.785000,276.519000,3620.215000,279.805000,30.430000,3.286000,3605.000000,278.162000
label,MET5,TEXT,3435.575000,276.519000,3466.005000,279.805000,30.430000,3.286000,3450.790000,278.162000
label,MET5,TEXT,3457.738000,276.519000,3487.882000,279.805000,30.144000,3.286000,3472.810000,278.162000
label,METTPL,TEXT,3566.501000,276.769000,3597.359000,280.055000,30.858000,3.286000,3581.930000,278.412000
label,METTPL,TEXT,3457.738000,276.769000,3487.882000,280.055000,30.144000,3.286000,3472.810000,278.412000
label,METTPL,TEXT,3590.030000,192.769000,3620.460000,196.055000,30.430000,3.286000,3605.245000,194.412000
label,METTPL,TEXT,3590.030000,276.769000,3620.460000,280.055000,30.430000,3.286000,3605.245000,278.412000
label,METTPL,TEXT,3435.325000,192.769000,3465.755000,196.055000,30.430000,3.286000,3450.540000,194.412000
label,METTPL,TEXT,3435.325000,276.769000,3465.755000,280.055000,30.430000,3.286000,3450.540000,278.412000
label,METTPL,pin,3434.975000,370.519000,3465.405000,373.805000,30.430000,3.286000,3450.190000,372.162000
label,METTPL,pin,3427.261000,287.019000,3473.119000,290.305000,45.858000,3.286000,3450.190000,288.662000
label,METTPL,pin,3574.726000,370.519000,3636.014000,373.805000,61.288000,3.286000,3605.370000,372.162000
label,METTPL,pin,3567.012000,287.019000,3643.728000,290.305000,76.716000,3.286000,3605.370000,288.662000
label,MET5,pin,3388.939000,370.519000,3511.941000,373.805000,123.002000,3.286000,3450.440000,372.162000
label,MET5,pin,3535.785000,370.519000,3674.215000,373.805000,138.430000,3.286000,3605.000000,372.162000
label,MET4,pin,3373.511000,370.519000,3527.369000,373.805000,153.858000,3.286000,3450.440000,372.162000
label,MET4,pin,3520.356000,370.519000,3689.644000,373.805000,169.288000,3.286000,3605.000000,372.162000
label,MET5,pin,3319.511000,287.019000,3581.369000,290.305000,261.858000,3.286000,3450.440000,288.662000
label,MET5,pin,3466.356000,287.019000,3743.644000,290.305000,277.288000,3.286000,3605.000000,288.662000
label,MET4,pin,3304.082000,287.019000,3596.798000,290.305000,292.716000,3.286000,3450.440000,288.662000
label,MET4,pin,3450.928000,287.019000,3759.072000,290.305000,308.144000,3.286000,3605.000000,288.662000
label,MET4,TEXT,3566.501000,287.019000,3597.359000,290.305000,30.858000,3.286000,3581.930000,288.662000
label,MET4,TEXT,3589.785000,287.019000,3620.215000,290.305000,30.430000,3.286000,3605.000000,288.662000
label,MET4,TEXT,3435.575000,287.019000,3466.005000,290.305000,30.430000,3.286000,3450.790000,288.662000
label,MET4,TEXT,3457.738000,287.019000,3487.882000,290.305000,30.144000,3.286000,3472.810000,288.662000
label,MET5,TEXT,3566.501000,287.019000,3597.359000,290.305000,30.858000,3.286000,3581.930000,288.662000
label,MET5,TEXT,3589.785000,287.019000,3620.215000,290.305000,30.430000,3.286000,3605.000000,288.662000
