net
u_core_hit_capture_snapshot[row_nonzero][7]
u_core_hit_capture_snapshot[row_nonzero][6]
u_core_hit_capture_snapshot[row_nonzero][5]
u_core_hit_capture_snapshot[row_nonzero][4]
u_core_hit_capture_snapshot[row_nonzero][3]
u_core_hit_capture_snapshot[row_nonzero][2]
u_core_hit_capture_snapshot[row_nonzero][1]
u_core_hit_capture_snapshot[row_nonzero][0]
