timestamp,stage,status
"2026-07-01 10:41:17 CEST","source_gate","start"
"2026-07-01 10:41:17 CEST","source_gate","done"
"2026-07-01 10:41:17 CEST","import_mmmc","start"
"2026-07-01 10:41:21 CEST","import_mmmc","done"
"2026-07-01 10:41:21 CEST","post_import_gate","start"
"2026-07-01 10:41:21 CEST","post_import_gate","done"
"2026-07-01 10:41:21 CEST","post_import_tc_timing","start"
"2026-07-01 10:41:30 CEST","post_import_tc_timing","done"
"2026-07-01 10:41:30 CEST","floorplan","start"
"2026-07-01 10:41:32 CEST","floorplan","done"
"2026-07-01 10:41:32 CEST","io_placement","start"
"2026-07-01 10:41:32 CEST","io_placement","done"
"2026-07-01 10:41:32 CEST","ro_macro_placement","start"
"2026-07-01 10:41:32 CEST","ro_macro_placement","done"
"2026-07-01 10:41:32 CEST","pg_connectivity","start"
"2026-07-01 10:41:32 CEST","pg_connectivity","done"
"2026-07-01 10:41:32 CEST","pd_matrix_placement","start"
"2026-07-01 10:41:35 CEST","pd_matrix_placement","done"
"2026-07-01 10:41:35 CEST","phase_buffer_placement","start"
"2026-07-01 10:41:39 CEST","phase_buffer_placement","done"
"2026-07-01 10:41:39 CEST","row_infrastructure","start"
"2026-07-01 10:41:39 CEST","row_infrastructure","done"
"2026-07-01 10:41:39 CEST","placement","start"
"2026-07-01 10:46:35 CEST","placement","done"
"2026-07-01 10:46:35 CEST","cts","start"
"2026-07-01 10:54:53 CEST","cts","done"
"2026-07-01 10:54:53 CEST","route","start"
"2026-07-01 10:55:16 CEST","route","fail"
