idx	inst	inst_orient	marker_layer	marker_local_box	marker_lef_box	overlapping_lef_pins_same_layer	overlapping_obs_count_same_layer	nearest_pin_same_layer	nearest_pin_distance_um	classification	orientation_warning	message
39	u_core_u_osc_fast_u_ro_tune4	MX	MET1	66.410000 0.165000 66.475000 0.395000	-2.290000 -18.410000 -2.225000 -18.180000		0	code[6]:MET1:-2.290000 -18.885000 -2.060000 -18.655000	0.245000	NO_OBS_OR_PIN_OVERLAP		Regular Wire of Net u_core_ro_fast_code_q[6] & Regular Wire of Net u_core_ro_fast_code_q[0] Type: Metal Short # -1 -1 9 2 : 116.8100 120.5650 116.8750 120.7950 1: 116.8100 120.5650 116.8750 120.7950 1
41	u_core_u_osc_fast_u_ro_tune4	MX	MET1	66.410000 -0.955000 66.475000 0.395000	-2.290000 -18.410000 -2.225000 -17.060000		0	code[6]:MET1:-2.290000 -18.885000 -2.060000 -18.655000	0.245000	NO_OBS_OR_PIN_OVERLAP		Regular Wire of Net u_core_ro_fast_code_q[0] & Pin of Cell u_core_u_osc_fast_u_ro_tune4 Type: Metal Short # -1 -1 9 2 : 116.8100 119.4450 116.8750 120.7950 1: 116.8100 119.4450 116.8750 120.7950 1
