macro,pin,direction,use,axis_guess,index_guess,shape_id,kind,layer,x1,y1,x2,y2,cx,cy,width,height,source,polygon,ll_x1,ll_y1,ll_x2,ll_y2,ll_cx,ll_cy,side,edge_distance
matrice3,Bz[12],INOUT,SIGNAL,other,12,0,rect,MET3,826.68,-65.855,826.96,-65.575,826.8199999999999,-65.715,0.2800000000000864,0.28000000000000114,matrice3.lef:3336,[],878.0749999999999,0.0049999999999954525,878.355,0.2849999999999966,878.2149999999999,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[13],INOUT,SIGNAL,other,13,0,rect,MET3,828.5,-65.855,828.78,-65.575,828.64,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3304,[],879.895,0.0049999999999954525,880.175,0.2849999999999966,880.035,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[14],INOUT,SIGNAL,other,14,0,rect,MET3,855.545,-65.855,855.825,-65.575,855.685,-65.715,0.2800000000000864,0.28000000000000114,matrice3.lef:3320,[],906.9399999999999,0.0049999999999954525,907.22,0.2849999999999966,907.0799999999999,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[15],INOUT,SIGNAL,other,15,0,rect,MET3,913.28,-65.855,913.56,-65.575,913.42,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3288,[],964.675,0.0049999999999954525,964.9549999999999,0.2849999999999966,964.8149999999999,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[16],INOUT,SIGNAL,other,16,0,rect,MET3,915.1,-65.855,915.38,-65.575,915.24,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3256,[],966.495,0.0049999999999954525,966.775,0.2849999999999966,966.635,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[17],INOUT,SIGNAL,other,17,0,rect,MET3,942.145,-65.855,942.425,-65.575,942.285,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3272,[],993.54,0.0049999999999954525,993.8199999999999,0.2849999999999966,993.68,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[18],INOUT,SIGNAL,other,18,0,rect,MET3,999.88,-65.855,1000.16,-65.575,1000.02,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3240,[],1051.275,0.0049999999999954525,1051.555,0.2849999999999966,1051.415,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[19],INOUT,SIGNAL,other,19,0,rect,MET3,1001.7,-65.855,1001.98,-65.575,1001.84,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3208,[],1053.095,0.0049999999999954525,1053.375,0.2849999999999966,1053.2350000000001,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[20],INOUT,SIGNAL,other,20,0,rect,MET3,1028.745,-65.855,1029.025,-65.575,1028.885,-65.715,0.2800000000002001,0.28000000000000114,matrice3.lef:3224,[],1080.1399999999999,0.0049999999999954525,1080.42,0.2849999999999966,1080.28,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[21],INOUT,SIGNAL,other,21,0,rect,MET3,1086.48,-65.855,1086.76,-65.575,1086.62,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3192,[],1137.875,0.0049999999999954525,1138.155,0.2849999999999966,1138.0149999999999,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[22],INOUT,SIGNAL,other,22,0,rect,MET3,1088.3,-65.855,1088.58,-65.575,1088.44,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3160,[],1139.695,0.0049999999999954525,1139.975,0.2849999999999966,1139.835,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[23],INOUT,SIGNAL,other,23,0,rect,MET3,1115.345,-65.855,1115.625,-65.575,1115.4850000000001,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3176,[],1166.74,0.0049999999999954525,1167.02,0.2849999999999966,1166.88,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[24],INOUT,SIGNAL,other,24,0,rect,MET3,1173.08,-65.855,1173.36,-65.575,1173.2199999999998,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3128,[],1224.475,0.0049999999999954525,1224.7549999999999,0.2849999999999966,1224.6149999999998,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[25],INOUT,SIGNAL,other,25,0,rect,MET3,1174.9,-65.855,1175.18,-65.575,1175.04,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3096,[],1226.295,0.0049999999999954525,1226.575,0.2849999999999966,1226.435,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[26],INOUT,SIGNAL,other,26,0,rect,MET3,1201.945,-65.855,1202.225,-65.575,1202.085,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3112,[],1253.34,0.0049999999999954525,1253.62,0.2849999999999966,1253.48,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[27],INOUT,SIGNAL,other,27,0,rect,MET3,1259.68,-65.855,1259.96,-65.575,1259.8200000000002,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3080,[],1311.075,0.0049999999999954525,1311.355,0.2849999999999966,1311.2150000000001,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[28],INOUT,SIGNAL,other,28,0,rect,MET3,1261.5,-65.855,1261.78,-65.575,1261.6399999999999,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3048,[],1312.895,0.0049999999999954525,1313.175,0.2849999999999966,1313.0349999999999,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[29],INOUT,SIGNAL,other,29,0,rect,MET3,1288.545,-65.855,1288.825,-65.575,1288.685,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3064,[],1339.94,0.0049999999999954525,1340.22,0.2849999999999966,1340.08,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[30],INOUT,SIGNAL,other,30,0,rect,MET3,1346.28,-65.855,1346.56,-65.575,1346.42,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3032,[],1397.675,0.0049999999999954525,1397.955,0.2849999999999966,1397.815,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[31],INOUT,SIGNAL,other,31,0,rect,MET3,1348.1,-65.855,1348.38,-65.575,1348.24,-65.715,0.2800000000002001,0.28000000000000114,matrice3.lef:3000,[],1399.495,0.0049999999999954525,1399.775,0.2849999999999966,1399.635,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[32],INOUT,SIGNAL,other,32,0,rect,MET3,1375.145,-65.855,1375.425,-65.575,1375.2849999999999,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:3016,[],1426.54,0.0049999999999954525,1426.82,0.2849999999999966,1426.6799999999998,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[33],INOUT,SIGNAL,other,33,0,rect,MET3,1432.88,-65.855,1433.16,-65.575,1433.02,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2984,[],1484.275,0.0049999999999954525,1484.555,0.2849999999999966,1484.415,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[34],INOUT,SIGNAL,other,34,0,rect,MET3,1434.7,-65.855,1434.98,-65.575,1434.8400000000001,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2952,[],1486.095,0.0049999999999954525,1486.375,0.2849999999999966,1486.2350000000001,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[35],INOUT,SIGNAL,other,35,0,rect,MET3,1461.745,-65.855,1462.025,-65.575,1461.885,-65.715,0.2800000000002001,0.28000000000000114,matrice3.lef:2968,[],1513.1399999999999,0.0049999999999954525,1513.42,0.2849999999999966,1513.28,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[36],INOUT,SIGNAL,other,36,0,rect,MET3,1519.48,-65.855,1519.76,-65.575,1519.62,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2920,[],1570.875,0.0049999999999954525,1571.155,0.2849999999999966,1571.0149999999999,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[37],INOUT,SIGNAL,other,37,0,rect,MET3,1521.3,-65.855,1521.58,-65.575,1521.44,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2888,[],1572.695,0.0049999999999954525,1572.975,0.2849999999999966,1572.835,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[38],INOUT,SIGNAL,other,38,0,rect,MET3,1548.345,-65.855,1548.625,-65.575,1548.4850000000001,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2904,[],1599.74,0.0049999999999954525,1600.02,0.2849999999999966,1599.88,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[39],INOUT,SIGNAL,other,39,0,rect,MET3,1606.08,-65.855,1606.36,-65.575,1606.2199999999998,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2872,[],1657.475,0.0049999999999954525,1657.7549999999999,0.2849999999999966,1657.6149999999998,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[40],INOUT,SIGNAL,other,40,0,rect,MET3,1607.9,-65.855,1608.18,-65.575,1608.04,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2840,[],1659.295,0.0049999999999954525,1659.575,0.2849999999999966,1659.435,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[41],INOUT,SIGNAL,other,41,0,rect,MET3,1634.945,-65.855,1635.225,-65.575,1635.085,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2856,[],1686.34,0.0049999999999954525,1686.62,0.2849999999999966,1686.48,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[42],INOUT,SIGNAL,other,42,0,rect,MET3,1692.68,-65.855,1692.96,-65.575,1692.8200000000002,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2824,[],1744.075,0.0049999999999954525,1744.355,0.2849999999999966,1744.2150000000001,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[43],INOUT,SIGNAL,other,43,0,rect,MET3,1694.5,-65.855,1694.78,-65.575,1694.6399999999999,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2792,[],1745.895,0.0049999999999954525,1746.175,0.2849999999999966,1746.0349999999999,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[44],INOUT,SIGNAL,other,44,0,rect,MET3,1721.545,-65.855,1721.825,-65.575,1721.685,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2808,[],1772.94,0.0049999999999954525,1773.22,0.2849999999999966,1773.08,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[45],INOUT,SIGNAL,other,45,0,rect,MET3,1779.28,-65.855,1779.56,-65.575,1779.42,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2776,[],1830.675,0.0049999999999954525,1830.955,0.2849999999999966,1830.815,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[46],INOUT,SIGNAL,other,46,0,rect,MET3,1781.1,-65.855,1781.38,-65.575,1781.24,-65.715,0.2800000000002001,0.28000000000000114,matrice3.lef:2744,[],1832.495,0.0049999999999954525,1832.775,0.2849999999999966,1832.635,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[47],INOUT,SIGNAL,other,47,0,rect,MET3,1808.145,-65.855,1808.425,-65.575,1808.2849999999999,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2760,[],1859.54,0.0049999999999954525,1859.82,0.2849999999999966,1859.6799999999998,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[48],INOUT,SIGNAL,other,48,0,rect,MET3,1865.88,-65.855,1866.16,-65.575,1866.02,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2728,[],1917.275,0.0049999999999954525,1917.555,0.2849999999999966,1917.415,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[49],INOUT,SIGNAL,other,49,0,rect,MET3,1867.7,-65.855,1867.98,-65.575,1867.8400000000001,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2696,[],1919.095,0.0049999999999954525,1919.375,0.2849999999999966,1919.2350000000001,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Bz[50],INOUT,SIGNAL,other,50,0,rect,MET2,1940.105,75.195,1940.385,75.475,1940.245,75.335,0.2799999999999727,0.28000000000000114,matrice3.lef:2712,[],1991.5,141.055,1991.78,141.33499999999998,1991.6399999999999,141.195,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[51],INOUT,SIGNAL,other,51,0,rect,MET2,1940.105,125.195,1940.385,125.475,1940.245,125.335,0.2799999999999727,0.28000000000000114,matrice3.lef:2680,[],1991.5,191.055,1991.78,191.33499999999998,1991.6399999999999,191.195,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[52],INOUT,SIGNAL,other,52,0,rect,MET2,1940.105,175.195,1940.385,175.475,1940.245,175.33499999999998,0.2799999999999727,0.28000000000000114,matrice3.lef:2664,[],1991.5,241.055,1991.78,241.33499999999998,1991.6399999999999,241.195,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[53],INOUT,SIGNAL,other,53,0,rect,MET2,1940.105,225.195,1940.385,225.475,1940.245,225.33499999999998,0.2799999999999727,0.28000000000000114,matrice3.lef:2648,[],1991.5,291.055,1991.78,291.335,1991.6399999999999,291.195,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[54],INOUT,SIGNAL,other,54,0,rect,MET2,1940.105,275.195,1940.385,275.475,1940.245,275.33500000000004,0.2799999999999727,0.28000000000002956,matrice3.lef:2632,[],1991.5,341.055,1991.78,341.33500000000004,1991.6399999999999,341.19500000000005,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[55],INOUT,SIGNAL,other,55,0,rect,MET2,1940.105,325.195,1940.385,325.475,1940.245,325.33500000000004,0.2799999999999727,0.28000000000002956,matrice3.lef:2616,[],1991.5,391.055,1991.78,391.33500000000004,1991.6399999999999,391.19500000000005,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[56],INOUT,SIGNAL,other,56,0,rect,MET2,1940.105,375.195,1940.385,375.475,1940.245,375.33500000000004,0.2799999999999727,0.28000000000002956,matrice3.lef:820,[],1991.5,441.055,1991.78,441.33500000000004,1991.6399999999999,441.19500000000005,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[57],INOUT,SIGNAL,other,57,0,rect,MET2,1940.105,425.195,1940.385,425.475,1940.245,425.33500000000004,0.2799999999999727,0.28000000000002956,matrice3.lef:804,[],1991.5,491.055,1991.78,491.33500000000004,1991.6399999999999,491.19500000000005,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[58],INOUT,SIGNAL,other,58,0,rect,MET2,1940.105,475.195,1940.385,475.475,1940.245,475.33500000000004,0.2799999999999727,0.28000000000002956,matrice3.lef:788,[],1991.5,541.055,1991.78,541.335,1991.6399999999999,541.195,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[59],INOUT,SIGNAL,other,59,0,rect,MET2,1940.105,525.195,1940.385,525.475,1940.245,525.335,0.2799999999999727,0.2799999999999727,matrice3.lef:772,[],1991.5,591.0550000000001,1991.78,591.335,1991.6399999999999,591.195,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[60],INOUT,SIGNAL,other,60,0,rect,MET2,1940.105,575.195,1940.385,575.475,1940.245,575.335,0.2799999999999727,0.2799999999999727,matrice3.lef:756,[],1991.5,641.0550000000001,1991.78,641.335,1991.6399999999999,641.195,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[61],INOUT,SIGNAL,other,61,0,rect,MET2,1940.105,625.195,1940.385,625.475,1940.245,625.335,0.2799999999999727,0.2799999999999727,matrice3.lef:740,[],1991.5,691.0550000000001,1991.78,691.335,1991.6399999999999,691.195,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[62],INOUT,SIGNAL,other,62,0,rect,MET2,1940.105,675.195,1940.385,675.475,1940.245,675.335,0.2799999999999727,0.2799999999999727,matrice3.lef:724,[],1991.5,741.0550000000001,1991.78,741.335,1991.6399999999999,741.195,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Bz[63],INOUT,SIGNAL,other,63,0,rect,MET2,1940.105,725.195,1940.385,725.475,1940.245,725.335,0.2799999999999727,0.2799999999999727,matrice3.lef:1332,[],1991.5,791.0550000000001,1991.78,791.335,1991.6399999999999,791.195,INTERNAL_NEAREST_RIGHT,8.13000000000011
matrice3,Cin[0],INOUT,SIGNAL,other,0,0,rect,MET3,34.895,-65.855,35.175,-65.575,35.035,-65.715,0.27999999999999403,0.28000000000000114,matrice3.lef:3152,[],86.29,0.0049999999999954525,86.57,0.2849999999999966,86.43,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[1],INOUT,SIGNAL,other,1,0,rect,MET3,78.195,-65.855,78.475,-65.575,78.335,-65.715,0.28000000000000114,0.28000000000000114,matrice3.lef:3432,[],129.59,0.0049999999999954525,129.87,0.2849999999999966,129.73,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[2],INOUT,SIGNAL,other,2,0,rect,MET3,121.495,-65.855,121.775,-65.575,121.635,-65.715,0.28000000000000114,0.28000000000000114,matrice3.lef:1316,[],172.89000000000001,0.0049999999999954525,173.17000000000002,0.2849999999999966,173.03,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[3],INOUT,SIGNAL,other,3,0,rect,MET3,164.795,-65.855,165.075,-65.575,164.935,-65.715,0.28000000000000114,0.28000000000000114,matrice3.lef:1300,[],216.19,0.0049999999999954525,216.47,0.2849999999999966,216.33,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[4],INOUT,SIGNAL,other,4,0,rect,MET3,208.095,-65.855,208.375,-65.575,208.235,-65.715,0.28000000000000114,0.28000000000000114,matrice3.lef:1284,[],259.49,0.0049999999999954525,259.77,0.2849999999999966,259.63,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[5],INOUT,SIGNAL,other,5,0,rect,MET3,251.395,-65.855,251.675,-65.575,251.53500000000003,-65.715,0.28000000000000114,0.28000000000000114,matrice3.lef:1268,[],302.79,0.0049999999999954525,303.07,0.2849999999999966,302.93,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[6],INOUT,SIGNAL,other,6,0,rect,MET3,294.695,-65.855,294.975,-65.575,294.83500000000004,-65.715,0.28000000000002956,0.28000000000000114,matrice3.lef:1252,[],346.09,0.0049999999999954525,346.37,0.2849999999999966,346.23,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[7],INOUT,SIGNAL,other,7,0,rect,MET3,337.995,-65.855,338.275,-65.575,338.135,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1236,[],389.39,0.0049999999999954525,389.66999999999996,0.2849999999999966,389.53,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[8],INOUT,SIGNAL,other,8,0,rect,MET3,381.295,-65.855,381.575,-65.575,381.435,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1220,[],432.69,0.0049999999999954525,432.96999999999997,0.2849999999999966,432.83,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[9],INOUT,SIGNAL,other,9,0,rect,MET3,424.595,-65.855,424.875,-65.575,424.735,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1204,[],475.99,0.0049999999999954525,476.27,0.2849999999999966,476.13,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[10],INOUT,SIGNAL,other,10,0,rect,MET3,467.895,-65.855,468.175,-65.575,468.03499999999997,-65.715,0.28000000000002956,0.28000000000000114,matrice3.lef:1188,[],519.29,0.0049999999999954525,519.57,0.2849999999999966,519.43,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[11],INOUT,SIGNAL,other,11,0,rect,MET3,511.195,-65.855,511.475,-65.575,511.33500000000004,-65.715,0.28000000000002956,0.28000000000000114,matrice3.lef:1172,[],562.59,0.0049999999999954525,562.87,0.2849999999999966,562.73,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[12],INOUT,SIGNAL,other,12,0,rect,MET3,554.495,-65.855,554.775,-65.575,554.635,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1156,[],605.89,0.0049999999999954525,606.17,0.2849999999999966,606.03,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[13],INOUT,SIGNAL,other,13,0,rect,MET3,597.795,-65.855,598.075,-65.575,597.935,-65.715,0.2800000000000864,0.28000000000000114,matrice3.lef:1140,[],649.1899999999999,0.0049999999999954525,649.47,0.2849999999999966,649.3299999999999,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[14],INOUT,SIGNAL,other,14,0,rect,MET3,641.095,-65.855,641.375,-65.575,641.235,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1124,[],692.49,0.0049999999999954525,692.77,0.2849999999999966,692.63,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[15],INOUT,SIGNAL,other,15,0,rect,MET3,684.395,-65.855,684.675,-65.575,684.535,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1108,[],735.79,0.0049999999999954525,736.0699999999999,0.2849999999999966,735.93,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[16],INOUT,SIGNAL,other,16,0,rect,MET3,727.695,-65.855,727.975,-65.575,727.835,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1092,[],779.09,0.0049999999999954525,779.37,0.2849999999999966,779.23,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[17],INOUT,SIGNAL,other,17,0,rect,MET3,770.995,-65.855,771.275,-65.575,771.135,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1076,[],822.39,0.0049999999999954525,822.67,0.2849999999999966,822.53,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[18],INOUT,SIGNAL,other,18,0,rect,MET3,814.295,-65.855,814.575,-65.575,814.435,-65.715,0.2800000000000864,0.28000000000000114,matrice3.lef:1060,[],865.6899999999999,0.0049999999999954525,865.97,0.2849999999999966,865.8299999999999,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[19],INOUT,SIGNAL,other,19,0,rect,MET3,857.595,-65.855,857.875,-65.575,857.735,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1044,[],908.99,0.0049999999999954525,909.27,0.2849999999999966,909.13,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[20],INOUT,SIGNAL,other,20,0,rect,MET3,900.895,-65.855,901.175,-65.575,901.035,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1028,[],952.29,0.0049999999999954525,952.5699999999999,0.2849999999999966,952.43,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[21],INOUT,SIGNAL,other,21,0,rect,MET3,944.195,-65.855,944.475,-65.575,944.335,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:1012,[],995.59,0.0049999999999954525,995.87,0.2849999999999966,995.73,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[22],INOUT,SIGNAL,other,22,0,rect,MET3,987.495,-65.855,987.775,-65.575,987.635,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:996,[],1038.89,0.0049999999999954525,1039.17,0.2849999999999966,1039.03,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[23],INOUT,SIGNAL,other,23,0,rect,MET3,1030.795,-65.855,1031.075,-65.575,1030.935,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:980,[],1082.19,0.0049999999999954525,1082.47,0.2849999999999966,1082.33,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[24],INOUT,SIGNAL,other,24,0,rect,MET3,1074.095,-65.855,1074.375,-65.575,1074.2350000000001,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:964,[],1125.49,0.0049999999999954525,1125.77,0.2849999999999966,1125.63,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[25],INOUT,SIGNAL,other,25,0,rect,MET3,1117.395,-65.855,1117.675,-65.575,1117.5349999999999,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:948,[],1168.79,0.0049999999999954525,1169.07,0.2849999999999966,1168.9299999999998,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[26],INOUT,SIGNAL,other,26,0,rect,MET3,1160.695,-65.855,1160.975,-65.575,1160.835,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:932,[],1212.09,0.0049999999999954525,1212.37,0.2849999999999966,1212.23,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[27],INOUT,SIGNAL,other,27,0,rect,MET3,1203.995,-65.855,1204.275,-65.575,1204.135,-65.715,0.2800000000002001,0.28000000000000114,matrice3.lef:916,[],1255.3899999999999,0.0049999999999954525,1255.67,0.2849999999999966,1255.53,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[28],INOUT,SIGNAL,other,28,0,rect,MET3,1247.295,-65.855,1247.575,-65.575,1247.435,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:900,[],1298.69,0.0049999999999954525,1298.97,0.2849999999999966,1298.83,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[29],INOUT,SIGNAL,other,29,0,rect,MET3,1290.595,-65.855,1290.875,-65.575,1290.7350000000001,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:884,[],1341.99,0.0049999999999954525,1342.27,0.2849999999999966,1342.13,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[30],INOUT,SIGNAL,other,30,0,rect,MET3,1333.895,-65.855,1334.175,-65.575,1334.0349999999999,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:868,[],1385.29,0.0049999999999954525,1385.57,0.2849999999999966,1385.4299999999998,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[31],INOUT,SIGNAL,other,31,0,rect,MET3,1377.195,-65.855,1377.475,-65.575,1377.335,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:852,[],1428.59,0.0049999999999954525,1428.87,0.2849999999999966,1428.73,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[32],INOUT,SIGNAL,other,32,0,rect,MET3,1420.495,-65.855,1420.775,-65.575,1420.635,-65.715,0.2800000000002001,0.28000000000000114,matrice3.lef:2460,[],1471.8899999999999,0.0049999999999954525,1472.17,0.2849999999999966,1472.03,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[33],INOUT,SIGNAL,other,33,0,rect,MET3,1463.795,-65.855,1464.075,-65.575,1463.935,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2444,[],1515.19,0.0049999999999954525,1515.47,0.2849999999999966,1515.33,0.14499999999999602,BOTTOM,0.0049999999999954525
matrice3,Cin[34],INOUT,SIGNAL,other,34,0,rect,MET3,1507.095,-65.855,1507.375,-65.575,1507.2350000000001,-65.715,0.2799999999999727,0.28000000000000114,matrice3.lef:2428,[],1558.49,0.0049999999999954525,1558.77,0.2849999999999966,1558.63,0.14499999999999602,BOTTOM,0.0049999999999954525
