instance	master	placement_status	orientation	box
FE_OFC1324_u_core_n_1539	INJIHDX2	placed	R0	{519.12 194.88 521.36 199.36}
FE_OFC1328_u_core_fast_tag_col_4__4	INJIHDX6	placed	MX	{444.64 710.08 449.12 714.56}
FE_OFC1375_u_core_pd_hit_level_31	INJIHDX0	placed	R0	{261.52 392.0 263.2 396.48}
FE_OFC137_n_1689	INJIHDX1	placed	R180	{352.24 333.76 353.92 338.24}
FE_OFC1383_u_core_fast_tag_col_2__1	INJIHDX4	placed	R0	{529.2 221.76 532.56 226.24}
FE_OFC1388_u_core_fast_tag_col_0__0	INJIHDX3	placed	R0	{317.52 212.8 320.32 217.28}
FE_OFC1392_u_core_pd_hit_level_21	INJIHDX0	placed	R0	{532.56 302.4 534.24 306.88}
FE_OFC1400_u_core_pd_hit_level_54	INJIHDX0	placed	MX	{156.8 477.12 158.48 481.6}
FE_OFC1403_u_core_fast_tag_col_0__3	INJIHDX4	placed	R0	{339.36 212.8 342.72 217.28}
FE_OFC1408_u_core_fast_tag_col_4__2	INJIHDX4	placed	MX	{413.28 719.04 416.64 723.52}
FE_OFC1410_u_core_fast_tag_col_5__1	INJIHDX4	placed	R0	{553.28 660.8 556.64 665.28}
FE_OFC1412_u_core_fast_tag_col_5__2	INJIHDX4	placed	MX	{540.96 629.44 544.32 633.92}
FE_OFC1414_u_core_fast_tag_col_5__3	INJIHDX4	placed	MY	{539.28 633.92 542.64 638.4}
FE_OFC1416_u_core_fast_tag_col_5__4	INJIHDX4	placed	MX	{548.8 638.4 552.16 642.88}
FE_OFC1418_u_core_n_1563	INJIHDX4	placed	R0	{114.24 374.08 117.6 378.56}
FE_OFC142_u_core_fast_tag_col_7__0	INJIHDX3	placed	R180	{252.0 369.6 254.8 374.08}
FE_OFC1435_FE_OCPN1589_u_core_pd_hit_level_55	BUJIHDX1	placed	R0	{241.36 481.6 243.6 486.08}
FE_OFC1438_u_core_fast_tag_col_1__2	INJIHDX3	placed	R0	{278.32 374.08 281.12 378.56}
FE_OFC1443_u_core_n_1568	INJIHDX3	placed	R0	{248.64 365.12 251.44 369.6}
FE_OFC1492_u_core_n_75790	INJIHDX1	placed	R0	{884.8 822.08 886.48 826.56}
FE_OFC1493_u_core_n_75790	INJIHDX1	placed	R0	{883.12 822.08 884.8 826.56}
FE_OFC1504_u_core_n_68100	INJIHDX2	placed	R0	{663.6 383.04 665.84 387.52}
FE_OFC1505_u_core_n_68100	INJIHDX1	placed	MX	{633.92 387.52 635.6 392.0}
FE_OFC1506_u_core_n_68100	INJIHDX1	placed	R0	{541.52 418.88 543.2 423.36}
FE_OFC1507_u_core_n_68100	INJIHDX1	placed	MY	{529.2 230.72 530.88 235.2}
FE_OFC1508_u_core_n_68100	INJIHDX1	placed	MX	{531.44 306.88 533.12 311.36}
FE_OFC1509_u_core_n_68100	INJIHDX1	placed	R180	{448.0 414.4 449.68 418.88}
FE_OFC1510_u_core_n_68100	INJIHDX1	placed	R180	{448.0 575.68 449.68 580.16}
FE_OFC1511_u_core_n_68100	INJIHDX1	placed	MX	{496.16 575.68 497.84 580.16}
FE_OFC1512_u_core_n_68100	INJIHDX1	placed	R180	{320.88 324.8 322.56 329.28}
FE_OFC1513_u_core_n_68100	INJIHDX1	placed	MY	{315.28 400.96 316.96 405.44}
FE_OFC1514_u_core_n_68100	INJIHDX1	placed	MY	{313.6 463.68 315.28 468.16}
FE_OFC1515_u_core_u_fifo_n_8266	BUJIHDX2	placed	MX	{819.28 468.16 822.08 472.64}
FE_OFC1516_u_core_n_41714	BUJIHDX2	placed	MX	{511.84 405.44 514.64 409.92}
FE_OFC1517_u_core_u_fifo_n_8284	BUJIHDX3	placed	R180	{822.08 566.72 826.0 571.2}
FE_OFC1518_u_core_u_meas_ctrl_n_128	INJIHDX2	placed	MX	{554.4 441.28 556.64 445.76}
FE_OFC1519_u_core_u_meas_ctrl_n_128	BUJIHDX2	placed	R0	{547.12 535.36 549.92 539.84}
FE_OFC1520_u_core_u_meas_ctrl_n_128	BUJIHDX2	placed	R0	{626.64 239.68 629.44 244.16}
FE_OFC1521_u_core_u_meas_ctrl_n_128	BUJIHDX2	placed	R0	{609.84 230.72 612.64 235.2}
FE_OFC1522_u_core_u_meas_ctrl_n_128	INJIHDX1	placed	R0	{689.36 239.68 691.04 244.16}
FE_OFC1523_u_core_u_meas_ctrl_n_128	BUJIHDX1	placed	R0	{599.2 580.16 601.44 584.64}
FE_OFC1524_u_core_u_meas_ctrl_n_128	INJIHDX2	placed	R180	{482.16 432.32 484.4 436.8}
FE_OFC1525_u_core_u_meas_ctrl_n_128	INJIHDX2	placed	MY	{357.84 427.84 360.08 432.32}
FE_OFC1526_u_core_u_meas_ctrl_n_128	INJIHDX2	placed	R180	{294.56 423.36 296.8 427.84}
FE_OFC1527_u_core_u_meas_ctrl_n_128	INJIHDX2	placed	MX	{295.12 459.2 297.36 463.68}
FE_OFC1528_u_core_u_meas_ctrl_n_128	INJIHDX2	placed	MX	{262.64 414.4 264.88 418.88}
FE_OFC1532_FE_OCPN41819_FE_DBTN13_u_core_n_1556	INJIHDX1	placed	MX	{552.72 656.32 554.4 660.8}
FE_OFC1533_u_core_pd_hit_level_56	BUJIHDX1	placed	R0	{342.16 436.8 344.4 441.28}
FE_OFC1534_FE_OCPN41789_n	INJIHDX0	placed	MX	{318.08 208.32 319.76 212.8}
FE_OFC1537_FE_DBTN17_u_core_drain_read_ctx_0	INJIHDX1	placed	R0	{563.36 194.88 565.04 199.36}
FE_OFC1538_FE_DBTN17_u_core_drain_read_ctx_0	INJIHDX1	placed	R0	{458.08 114.24 459.76 118.72}
FE_OFC1540_FE_OCPN1641_hit_latched_41	BUJIHDX1	placed	MX	{474.32 665.28 476.56 669.76}
FE_OFC1541_u_core_pd_hit_level_0	BUJIHDX1	placed	R0	{361.76 96.32 364.0 100.8}
FE_OFC1547_u_core_pd_hit_level_6	BUJIHDX1	placed	R0	{201.04 248.64 203.28 253.12}
FE_OFC1548_u_core_pd_hit_level_8	BUJIHDX1	placed	MX	{325.36 91.84 327.6 96.32}
FE_OFC1549_u_core_pd_hit_level_12	BUJIHDX1	placed	MX	{434.0 217.28 436.24 221.76}
FE_OFC1550_u_core_pd_hit_level_15	BUJIHDX1	placed	R0	{255.36 284.48 257.6 288.96}
FE_OFC1551_u_core_pd_hit_level_44	BUJIHDX1	placed	R0	{464.24 696.64 466.48 701.12}
FE_OFC1552_u_core_pd_hit_level_48	BUJIHDX1	placed	R0	{321.44 589.12 323.68 593.6}
FE_OFC1553_u_core_pd_hit_level_49	BUJIHDX1	placed	R0	{279.44 589.12 281.68 593.6}
FE_OFC1554_FE_OCPN1619_u_core_n_1533	INJIHDX0	placed	R0	{294.56 383.04 296.24 387.52}
FE_OFC1555_FE_OCPN1619_u_core_n_1533	INJIHDX1	placed	MY	{294.0 392.0 295.68 396.48}
FE_OFC1557_FE_OCPN1642_u_core_n_1551	BUJIHDX6	placed	MX	{432.32 701.12 438.48 705.6}
FE_OFC1558_FE_OCPN1642_u_core_n_1551	INJIHDX2	placed	MX	{438.48 701.12 440.72 705.6}
FE_OFC1560_u_core_fast_tag_col_4__4	INJIHDX0	placed	R0	{444.08 705.6 445.76 710.08}
FE_OFC1561_u_core_fast_tag_col_4__1	INJIHDX0	placed	MY	{425.6 723.52 427.28 728.0}
FE_OFC1570_FE_OCPN41804_n	INJIHDX0	placed	MY	{592.48 212.8 594.16 217.28}
FE_OFC1574_FE_DBTN16_u_core_n_1526	INJIHDX1	placed	MX	{301.28 208.32 302.96 212.8}
FE_OFC1579_FE_OCPN1679_FE_OFN169_u_core_fast_tag_col_1__2	INJIHDX0	placed	R0	{281.12 374.08 282.8 378.56}
FE_OFC1584_FE_OCPN1670_u_core_n_1539	BUJIHDX6	placed	R0	{521.36 194.88 527.52 199.36}
FE_OFC1585_FE_OCPN1670_u_core_n_1539	INJIHDX1	placed	MX	{524.16 190.4 525.84 194.88}
FE_OFC1588_FE_OCPN1638_u_core_n_1557	INJIHDX1	placed	MY	{567.28 651.84 568.96 656.32}
FE_OFC1589_FE_OCPN1638_u_core_n_1557	BUJIHDX6	placed	R180	{566.16 647.36 572.32 651.84}
FE_OFC1590_FE_DBTN8_u_core_n_1538	INJIHDX1	placed	R0	{519.68 230.72 521.36 235.2}
FE_OFC1591_FE_DBTN12_u_core_n_1562	INJIHDX1	placed	R0	{136.08 392.0 137.76 396.48}
FE_OFC1592_FE_OCPN1650_u_core_n_1550	BUJIHDX8	placed	MX	{420.0 701.12 427.84 705.6}
FE_OFC1593_FE_OCPN1650_u_core_n_1550	INJIHDX1	placed	R0	{423.36 705.6 425.04 710.08}
FE_OFC1594_u_core_pd_hit_level_7	BUJIHDX1	placed	R0	{258.16 239.68 260.4 244.16}
FE_OFC1596_FE_DBTN42_hit_latched_41	BUJIHDX1	placed	MX	{339.92 620.48 342.16 624.96}
FE_OFC1597_u_core_fast_tag_col_5__4	INJIHDX0	placed	R0	{552.16 642.88 553.84 647.36}
FE_OFC1598_u_core_fast_tag_col_5__3	INJIHDX0	placed	R0	{542.64 633.92 544.32 638.4}
FE_OFC1599_FE_OCPN41828_u_core_fast_tag_col_5__2	INJIHDX0	placed	R0	{544.32 633.92 546.0 638.4}
FE_OFC1600_FE_OCPN41841_u_core_fast_tag_col_5__1	INJIHDX0	placed	R0	{556.64 660.8 558.32 665.28}
FE_OFC1601_u_core_fast_tag_col_4__2	INJIHDX0	placed	MX	{416.64 719.04 418.32 723.52}
FE_OFC1602_u_core_fast_tag_col_0__1	INJIHDX0	placed	MX	{337.12 199.36 338.8 203.84}
FE_OFC1610_FE_RN_1	INJIHDX0	placed	MX	{637.84 208.32 639.52 212.8}
FE_OFC1611_FE_RN_1	INJIHDX0	placed	R0	{604.24 203.84 605.92 208.32}
FE_OFC1614_FE_OCPN1584_hit_latched_41	BUJIHDX1	placed	R0	{432.32 400.96 434.56 405.44}
FE_OFC1622_u_core_pd_hit_level_60	BUJIHDX1	placed	MX	{414.96 656.32 417.2 660.8}
FE_OFC1623_u_core_fast_tag_col_0__0	INJIHDX4	placed	MX	{322.56 459.2 325.92 463.68}
FE_OFC1624_u_core_fast_tag_col_1__4	INJIHDX0	placed	MX	{275.52 387.52 277.2 392.0}
FE_OFC1625_FE_DBTN15_u_core_n_1532	INJIHDX1	placed	R0	{291.2 392.0 292.88 396.48}
FE_OFC1626_u_core_pd_hit_level_23	BUJIHDX1	placed	MX	{252.0 351.68 254.24 356.16}
FE_OFC1631_u_core_pd_hit_level_52	BUJIHDX1	placed	MX	{431.2 647.36 433.44 651.84}
FE_OFC1632_u_core_n_1527	INJIHDX6	placed	MX	{307.44 208.32 311.92 212.8}
FE_OFC1633_u_core_n_1545	INJIHDX6	placed	MX	{578.48 244.16 582.96 248.64}
FE_OFC1634_u_core_n_1545	INJIHDX2	placed	MX	{582.96 244.16 585.2 248.64}
FE_OFC163_u_core_gen_fast_tag_col_4__u_fast_tag_n_41	INJIHDX1	placed	R180	{436.8 692.16 438.48 696.64}
FE_OFC1641_u_core_pd_hit_level_10	INJIHDX0	placed	R0	{587.44 141.12 589.12 145.6}
FE_OFC1645_FE_OCPN68112_u_core_pd_hit_level_39	BUJIHDX1	placed	R0	{252.56 499.52 254.8 504.0}
FE_OFC1648_u_core_pd_hit_level_42	INJIHDX0	placed	R0	{605.92 526.4 607.6 530.88}
FE_OFC164_u_core_gen_fast_tag_col_7__u_fast_tag_n_41	INJIHDX1	placed	R0	{220.08 383.04 221.76 387.52}
FE_OFC1653_u_core_fast_tag_col_1__0	INJIHDX4	placed	R180	{277.76 396.48 281.12 400.96}
FE_OFC1654_u_core_fast_tag_col_1__0	INJIHDX0	placed	R180	{281.68 369.6 283.36 374.08}
FE_OFC1671_u_core_fast_tag_col_1__1	INJIHDX3	placed	MX	{264.88 369.6 267.68 374.08}
FE_OFC1672_u_core_fast_tag_col_6__4	INJIHDX3	placed	R0	{130.48 374.08 133.28 378.56}
FE_OFC1678_FE_OCPN1622_u_core_pd_hit_level_26	BUJIHDX1	placed	MX	{525.28 378.56 527.52 383.04}
FE_OFC1684_u_core_fast_tag_col_0__2	INJIHDX4	placed	R0	{324.24 212.8 327.6 217.28}
FE_OFC1685_u_core_fast_tag_col_1__3	INJIHDX4	placed	MX	{265.44 378.56 268.8 383.04}
FE_OFC1686_u_core_fast_tag_col_4__3	INJIHDX6	placed	R180	{418.32 674.24 422.8 678.72}
FE_OFC1687_u_core_fast_tag_col_4__3	INJIHDX0	placed	R180	{433.44 719.04 435.12 723.52}
FE_OFC1688_u_core_fast_tag_col_7__3	INJIHDX1	placed	R0	{234.08 374.08 235.76 378.56}
FE_OFC1689_u_core_fast_tag_col_7__3	INJIHDX1	placed	MX	{234.08 378.56 235.76 383.04}
FE_OFC168_u_core_gen_fast_tag_col_1__u_fast_tag_n_41	INJIHDX1	placed	MX	{271.6 396.48 273.28 400.96}
FE_OFC1690_u_core_fast_tag_col_5__0	INJIHDX4	placed	MX	{537.04 647.36 540.4 651.84}
FE_OFC1691_u_core_u_drain_ctrl_pd_scan_q_1	BUJIHDX4	placed	R0	{649.04 329.28 653.52 333.76}
FE_OFC1692_u_core_u_drain_ctrl_pd_scan_q_1	INJIHDX1	placed	MY	{648.48 338.24 650.16 342.72}
FE_OFC1693_u_core_u_drain_ctrl_pd_scan_q_1	INJIHDX2	placed	R0	{653.52 329.28 655.76 333.76}
FE_OFC1694_u_core_u_drain_ctrl_pd_scan_q_1	INJIHDX2	placed	MX	{603.68 477.12 605.92 481.6}
FE_OFC1695_u_core_u_drain_ctrl_pd_scan_q_1	INJIHDX2	placed	MX	{654.64 477.12 656.88 481.6}
FE_OFC1696_u_core_u_drain_ctrl_pd_scan_q_1	BUJIHDX1	placed	R180	{580.16 324.8 582.4 329.28}
FE_OFC1705_hit_latched_41	INJIHDX0	placed	R0	{143.36 302.4 145.04 306.88}
FE_OFC1712_hit_latched_41	BUJIHDX1	placed	MX	{283.36 602.56 285.6 607.04}
FE_OFC1715_u_core_pd_hit_level_47	BUJIHDX1	placed	MX	{231.84 495.04 234.08 499.52}
FE_OFC1716_u_core_fast_tag_col_0__4	INJIHDX3	placed	MX	{321.44 199.36 324.24 203.84}
FE_OFC1717_u_core_fast_tag_col_2__3	INJIHDX3	placed	R0	{532.0 212.8 534.8 217.28}
FE_OFC1718_u_core_fast_tag_col_3__1	INJIHDX3	placed	MX	{552.16 235.2 554.96 239.68}
FE_OFC1719_u_core_fast_tag_col_3__2	INJIHDX3	placed	R0	{566.16 239.68 568.96 244.16}
FE_OFC1720_u_core_fast_tag_col_3__3	INJIHDX3	placed	MX	{549.92 244.16 552.72 248.64}
FE_OFC1721_u_core_fast_tag_col_3__4	INJIHDX3	placed	R0	{575.68 248.64 578.48 253.12}
FE_OFC1722_u_core_fast_tag_col_6__3	INJIHDX3	placed	MX	{113.12 360.64 115.92 365.12}
FE_OFC1723_u_core_n_1569	INJIHDX3	placed	R0	{235.76 374.08 238.56 378.56}
FE_OFC1724_u_core_n_48212	BUJIHDX3	placed	MY	{603.68 356.16 607.6 360.64}
FE_OFC1725_u_core_fast_tag_col_2__0	INJIHDX3	placed	R180	{516.88 226.24 519.68 230.72}
FE_OFC1726_u_core_u_stop_epoch_capture_n_392_BAR	BUJIHDX2	placed	MX	{661.36 109.76 664.16 114.24}
FE_OFC1727_u_core_n_41714	BUJIHDX1	placed	MX	{577.36 656.32 579.6 660.8}
FE_OFC173_u_core_gen_fast_tag_col_5__u_fast_tag_n_41	INJIHDX1	placed	R180	{555.52 665.28 557.2 669.76}
FE_OFC180_u_core_gen_fast_tag_col_0__u_fast_tag_n_41	INJIHDX1	placed	R0	{301.28 212.8 302.96 217.28}
FE_OFC181_u_core_gen_fast_tag_col_6__u_fast_tag_n_41	INJIHDX1	placed	MY	{130.48 365.12 132.16 369.6}
FE_OFC182_u_core_gen_fast_tag_col_2__u_fast_tag_n_41	INJIHDX1	placed	MY	{549.36 221.76 551.04 226.24}
FE_OFC187_u_core_gen_fast_tag_col_3__u_fast_tag_n_41	INJIHDX1	placed	R0	{571.2 230.72 572.88 235.2}
FE_OFC188_u_core_fast_tag_col_4__0	BUJIHDX6	placed	R180	{409.92 710.08 416.08 714.56}
FE_OFC193_u_core_n_63980	INJIHDX1	placed	R0	{813.68 544.32 815.36 548.8}
FE_OFC194_u_core_n_63980	INJIHDX1	placed	MX	{814.24 584.64 815.92 589.12}
FE_OFC214_n_1703	INJIHDX1	placed	MY	{838.32 571.2 840.0 575.68}
FE_OFC249_n_1729	INJIHDX1	placed	MX	{828.24 414.4 829.92 418.88}
FE_OFC272_u_core_n_1532	INJIHDX3	placed	R180	{291.76 378.56 294.56 383.04}
FE_OFC292_n_1733	INJIHDX1	placed	MX	{833.28 566.72 834.96 571.2}
FE_OFC293_n_1733	INJIHDX1	placed	MX	{836.64 575.68 838.32 580.16}
FE_OFC298_u_core_n_1544	INJIHDX3	placed	MY	{567.28 230.72 570.08 235.2}
FE_OFC304_u_core_u_fifo_n_8252	BUJIHDX2	placed	R0	{872.48 383.04 875.28 387.52}
FE_OFC308_u_core_u_fifo_n_8256	BUJIHDX2	placed	R0	{857.36 374.08 860.16 378.56}
FE_OFC311_u_core_u_fifo_n_8255	BUJIHDX2	placed	MX	{857.36 369.6 860.16 374.08}
FE_OFC312_u_core_u_fifo_n_8282	BUJIHDX3	placed	MX	{852.88 566.72 856.8 571.2}
FE_OFC316_u_core_u_fifo_n_8283	BUJIHDX3	placed	R180	{827.12 566.72 831.04 571.2}
FE_OFC319_u_core_u_fifo_n_8268	BUJIHDX3	placed	R0	{814.24 499.52 818.16 504.0}
FE_OFC321_u_core_u_fifo_n_8267	BUJIHDX3	placed	MY	{822.64 445.76 826.56 450.24}
FE_OFC343_u_core_u_fifo_n_8287	BUJIHDX1	placed	R0	{866.88 580.16 869.12 584.64}
FE_OFC344_u_core_u_fifo_n_8287	BUJIHDX1	placed	R180	{805.84 584.64 808.08 589.12}
FE_OFC346_u_core_u_drain_ctrl_pd_scan_q_2	BUJIHDX1	placed	R180	{552.16 324.8 554.4 329.28}
FE_OFC357_u_core_u_fifo_n_8303	BUJIHDX1	placed	MX	{907.2 638.4 909.44 642.88}
FE_OFC358_u_core_u_fifo_n_8303	BUJIHDX1	placed	MY	{868.56 687.68 870.8 692.16}
FE_OFC359_u_core_u_drain_ctrl_hit_rec_idx_0	BUJIHDX3	placed	MX	{663.6 378.56 667.52 383.04}
FE_OFC398_n_1694	INJIHDX1	placed	R0	{359.52 194.88 361.2 199.36}
FE_OFC560_u_core_n_63075	INJIHDX1	placed	MY	{717.92 535.36 719.6 539.84}
FE_OFC562_u_core_n_67407	BUJIHDX1	placed	MY	{889.84 813.12 892.08 817.6}
FE_OFC565_u_core_n_68661	INJIHDX1	placed	MX	{657.44 432.32 659.12 436.8}
FE_OFC566_u_core_n_68661	INJIHDX1	placed	R180	{603.68 441.28 605.36 445.76}
FE_OFC567_u_core_n_68661	INJIHDX1	placed	MX	{574.0 405.44 575.68 409.92}
FE_OFC568_u_core_n_68661	INJIHDX1	placed	MX	{608.16 387.52 609.84 392.0}
FE_OFC569_u_core_n_68661	INJIHDX1	placed	MX	{606.48 387.52 608.16 392.0}
FE_OFC570_u_core_n_68661	INJIHDX1	placed	R180	{528.64 450.24 530.32 454.72}
FE_OFC571_u_core_n_68661	INJIHDX1	placed	MX	{507.92 584.64 509.6 589.12}
FE_OFC572_u_core_n_68661	INJIHDX1	placed	MY	{349.44 589.12 351.12 593.6}
FE_OFC573_u_core_n_68661	INJIHDX1	placed	R180	{349.44 486.08 351.12 490.56}
FE_OFC574_u_core_n_68661	INJIHDX1	placed	MX	{270.48 423.36 272.16 427.84}
FE_OFC575_u_core_n_68661	INJIHDX1	placed	R180	{310.8 396.48 312.48 400.96}
FE_OFC576_u_core_n_68661	INJIHDX1	placed	MY	{336.56 311.36 338.24 315.84}
FE_OFC577_u_core_n_67823	INJIHDX2	placed	R0	{653.52 436.8 655.76 441.28}
FE_OFC578_u_core_n_67823	INJIHDX1	placed	MX	{643.44 432.32 645.12 436.8}
FE_OFC579_u_core_n_67823	INJIHDX1	placed	MY	{620.48 347.2 622.16 351.68}
FE_OFC580_u_core_n_67823	INJIHDX1	placed	MX	{530.32 405.44 532.0 409.92}
FE_OFC581_u_core_n_67823	INJIHDX1	placed	MY	{530.32 427.84 532.0 432.32}
FE_OFC582_u_core_n_67823	INJIHDX1	placed	MX	{485.52 253.12 487.2 257.6}
FE_OFC583_u_core_n_67823	INJIHDX1	placed	R180	{613.76 253.12 615.44 257.6}
FE_OFC584_u_core_n_67823	INJIHDX1	placed	R0	{509.04 580.16 510.72 584.64}
FE_OFC585_u_core_n_67823	INJIHDX1	placed	MY	{387.52 580.16 389.2 584.64}
FE_OFC586_u_core_n_67823	INJIHDX1	placed	R0	{308.0 535.36 309.68 539.84}
FE_OFC587_u_core_n_67823	INJIHDX1	placed	R0	{306.88 418.88 308.56 423.36}
FE_OFC588_u_core_n_67823	INJIHDX1	placed	MY	{301.84 463.68 303.52 468.16}
FE_OFC589_u_core_u_fifo_n_8297	BUJIHDX1	placed	MX	{864.64 620.48 866.88 624.96}
FE_OFC590_u_core_n_68384	INJIHDX2	placed	R0	{646.24 427.84 648.48 432.32}
FE_OFC591_u_core_n_68384	INJIHDX1	placed	R0	{601.44 427.84 603.12 432.32}
FE_OFC592_u_core_n_68384	INJIHDX1	placed	R0	{543.76 427.84 545.44 432.32}
FE_OFC593_u_core_n_68384	INJIHDX1	placed	MX	{533.68 306.88 535.36 311.36}
FE_OFC594_u_core_n_68384	INJIHDX1	placed	MX	{537.6 306.88 539.28 311.36}
FE_OFC595_u_core_n_68384	INJIHDX1	placed	MY	{412.16 571.2 413.84 575.68}
FE_OFC596_u_core_n_68384	INJIHDX1	placed	R0	{426.16 571.2 427.84 575.68}
FE_OFC597_u_core_n_68384	INJIHDX1	placed	MY	{412.16 427.84 413.84 432.32}
FE_OFC598_u_core_n_68384	INJIHDX1	placed	MY	{309.68 418.88 311.36 423.36}
FE_OFC599_u_core_n_68384	INJIHDX1	placed	MY	{326.48 418.88 328.16 423.36}
FE_OFC600_u_core_n_68384	INJIHDX1	placed	R0	{309.68 374.08 311.36 378.56}
FE_OFC612_u_core_u_fifo_n_8291	BUJIHDX1	placed	MY	{792.96 580.16 795.2 584.64}
FE_OFC613_u_core_u_fifo_n_8292	BUJIHDX1	placed	R0	{796.32 589.12 798.56 593.6}
FE_OFC614_u_core_u_fifo_n_8298	BUJIHDX1	placed	R0	{828.24 624.96 830.48 629.44}
FE_OFC615_u_core_u_fifo_n_8298	BUJIHDX1	placed	MX	{863.52 629.44 865.76 633.92}
FE_OFC624_n_1656	INJIHDX1	placed	R0	{605.92 320.32 607.6 324.8}
FE_OFC638_n_1642	INJIHDX1	placed	R0	{622.16 311.36 623.84 315.84}
FE_OFC652_FE_DBTN0_u_core_rst_sys_drain_n	BUJIHDX2	placed	R180	{624.4 190.4 627.2 194.88}
FE_OFC653_FE_DBTN0_u_core_rst_sys_drain_n	BUJIHDX2	placed	MY	{553.28 266.56 556.08 271.04}
FE_OFC654_FE_DBTN0_u_core_rst_sys_drain_n	BUJIHDX2	placed	MX	{406.56 271.04 409.36 275.52}
FE_OFC655_FE_DBTN0_u_core_rst_sys_drain_n	BUJIHDX2	placed	MX	{305.76 405.44 308.56 409.92}
FE_OFC656_FE_DBTN0_u_core_rst_sys_drain_n	BUJIHDX2	placed	R0	{445.76 598.08 448.56 602.56}
FE_OFC682_n_1725	INJIHDX1	placed	R180	{826.56 512.96 828.24 517.44}
FE_OFC685_FE_OCPN1680_u_core_fast_tag_col_6__2	INJIHDX0	placed	R180	{129.92 369.6 131.6 374.08}
FE_OFC687_FE_OCPN1669_u_core_fast_tag_col_6__1	INJIHDX0	placed	MX	{125.44 378.56 127.12 383.04}
FE_OFC729_FE_DBTN0_u_core_rst_sys_drain_n	BUJIHDX2	placed	R180	{618.8 495.04 621.6 499.52}
FE_OFC730_FE_DBTN0_u_core_rst_sys_drain_n	BUJIHDX1	placed	R0	{665.84 302.4 668.08 306.88}
FE_OFC731_FE_DBTN0_u_core_rst_sys_drain_n	BUJIHDX1	placed	R180	{303.52 459.2 305.76 463.68}
FE_OFC741_n_11	BUJIHDX1	placed	R0	{155.68 266.56 157.92 271.04}
FE_OFC742_n_37	INJIHDX0	placed	R0	{312.48 266.56 314.16 271.04}
FE_OFC769_n_37	INJIHDX0	placed	MX	{307.44 378.56 309.12 383.04}
FE_OFC773_n_1737	INJIHDX2	placed	MY	{837.2 562.24 839.44 566.72}
FE_OFC786_u_core_n_1533	INJIHDX4	placed	MX	{294.0 387.52 297.36 392.0}
FE_OFC78_u_core_meas_pd_clear	BUJIHDX2	placed	R180	{670.32 441.28 673.12 445.76}
FE_OFC790_u_core_fast_tag_col_7__2	INJIHDX0	placed	R0	{216.72 374.08 218.4 378.56}
FE_OFC806_u_core_fast_tag_col_0__1	INJIHDX4	placed	MX	{335.44 217.28 338.8 221.76}
FE_OFC817_u_core_pd_hit_level_13	INJIHDX0	placed	R0	{561.68 212.8 563.36 217.28}
FE_OFC81_u_core_u_stop_epoch_capture_n_392_BAR	BUJIHDX2	placed	MY	{589.68 114.24 592.48 118.72}
FE_OFC826_u_core_fast_tag_col_7__1	INJIHDX0	placed	MY	{223.44 383.04 225.12 387.52}
FE_OFC833_u_core_fast_tag_col_2__4	INJIHDX3	placed	MX	{515.76 208.32 518.56 212.8}
FE_OFC834_u_core_fast_tag_col_6__1	INJIHDX3	placed	R0	{114.8 365.12 117.6 369.6}
FE_OFC835_u_core_fast_tag_col_6__2	INJIHDX3	placed	R0	{128.24 392.0 131.04 396.48}
FE_OFC83_u_core_n_75789	INJIHDX1	placed	R0	{817.04 544.32 818.72 548.8}
FE_OFC866_hit_latched_41	INJIHDX0	placed	R0	{384.16 374.08 385.84 378.56}
FE_OFC885_u_core_fast_tag_col_3__0	INJIHDX3	placed	MY	{563.92 230.72 566.72 235.2}
FE_OFC887_rst_core_n	INJIHDX0	placed	R0	{587.44 132.16 589.12 136.64}
FE_OFC888_rst_core_n	BUJIHDX2	placed	MY	{557.2 221.76 560.0 226.24}
FE_OFC912_u_core_fast_tag_col_2__2	INJIHDX3	placed	MX	{519.12 217.28 521.92 221.76}
FE_OFC913_u_core_fast_tag_col_2__2	INJIHDX1	placed	R0	{517.44 212.8 519.12 217.28}
FE_OFC916_u_core_n_1550	INJIHDX2	placed	MX	{417.76 701.12 420.0 705.6}
FE_OFC927_u_core_fast_tag_col_1__4	INJIHDX3	placed	MX	{277.2 387.52 280.0 392.0}
FE_OFC932_u_core_n_1556	INJIHDX2	placed	R0	{551.04 651.84 553.28 656.32}
FE_OFC949_u_core_u_drain_ctrl_pd_scan_q_3	BUJIHDX4	placed	R0	{615.44 347.2 619.92 351.68}
FE_OFC951_u_core_pd_hit_level_38	BUJIHDX1	placed	R0	{190.96 490.56 193.2 495.04}
FE_OFC952_u_core_pd_hit_level_62	BUJIHDX1	placed	R0	{161.84 427.84 164.08 432.32}
FE_OFC963_u_core_n_1551	INJIHDX2	placed	MX	{429.52 701.12 431.76 705.6}
FE_OFC996_u_core_n_1562	INJIHDX3	placed	R0	{128.8 383.04 131.6 387.52}
FE_RC_0_0	NA2I1JIHDX2	placed	R0	{424.48 320.32 428.4 324.8}
FE_RC_105_0	ON22JIHDX1	placed	MY	{418.32 705.6 422.24 710.08}
FE_RC_106_0	MU2IJIHDX1	placed	MX	{131.6 387.52 135.52 392.0}
FE_RC_10_0	NO3I2JIHDX1	placed	MY	{389.2 329.28 392.56 333.76}
FE_RC_11_0	AND4JIHDX1	placed	MX	{364.56 324.8 368.48 329.28}
