timestamp,stage,status
"2026-08-24 11:29:26 CEST","source_gate","start"
"2026-08-24 11:29:26 CEST","source_gate","done"
"2026-08-24 11:29:26 CEST","import_mmmc","start"
"2026-08-24 11:29:31 CEST","import_mmmc","done"
"2026-08-24 11:29:31 CEST","post_import_gate","start"
"2026-08-24 11:29:31 CEST","post_import_gate","done"
"2026-08-24 11:29:31 CEST","post_import_tc_timing","start"
"2026-08-24 11:29:40 CEST","post_import_tc_timing","done"
"2026-08-24 11:29:40 CEST","floorplan","start"
"2026-08-24 11:29:42 CEST","floorplan","done"
"2026-08-24 11:29:42 CEST","io_placement","start"
"2026-08-24 11:29:42 CEST","io_placement","done"
"2026-08-24 11:29:42 CEST","ro_macro_placement","start"
"2026-08-24 11:29:42 CEST","ro_macro_placement","done"
"2026-08-24 11:29:42 CEST","pg_connectivity","start"
"2026-08-24 11:29:43 CEST","pg_connectivity","done"
"2026-08-24 11:29:43 CEST","pd_matrix_placement","start"
"2026-08-24 11:29:45 CEST","pd_matrix_placement","done"
"2026-08-24 11:29:45 CEST","phase_buffer_placement","start"
"2026-08-24 11:29:49 CEST","phase_buffer_placement","done"
"2026-08-24 11:29:49 CEST","row_infrastructure","start"
"2026-08-24 11:29:49 CEST","row_infrastructure","done"
"2026-08-24 11:29:49 CEST","placement","start"
"2026-08-24 11:34:11 CEST","placement","done"
"2026-08-24 11:34:11 CEST","cts","start"
"2026-08-24 11:41:34 CEST","cts","done"
"2026-08-24 11:41:34 CEST","route","start"
"2026-08-24 11:41:54 CEST","route","fail"
