config,delay_ps,estimator,N,count,mean,std,min,max,median,rmse,mae,p90_ae,p99_ae
multihit_15_cal_nominal,30000,conv_mean,4,1000,-2091.8773333333334,3.8790605964732214,-2092.0,-1969.333333333333,-2092.0,2091.880926290447,2091.8773333333334,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,5,1000,-2092.0,0.0,-2092.0,-2092.0,-2092.0,2092.0,2092.0,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,6,1000,-2092.0,0.0,-2092.0,-2092.0,-2092.0,2092.0,2092.0,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,7,1000,-2092.0,0.0,-2092.0,-2092.0,-2092.0,2092.0,2092.0,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,8,1000,-2091.7546666666667,3.873231801901095,-2092.0,-2030.6666666666665,-2092.0,2091.758249044197,2091.7546666666667,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,9,1000,-2091.9454814814812,1.7240269317658776,-2092.0,-2037.4814814814813,-2092.0,2091.9461911787744,2091.9454814814812,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,10,1000,-2092.0,0.0,-2092.0,-2092.0,-2092.0,2092.0,2092.0,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,11,1000,-2091.910787878788,1.9938450042350013,-2092.0,-2047.3939393939393,-2092.0,2091.911737116586,2091.910787878788,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,12,1000,-2091.959111111111,1.2930201988244123,-2092.0,-2051.111111111111,-2092.0,2091.959510313267,2091.959111111111,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,13,1000,-2091.8490256410255,2.3835272627083666,-2092.0,-2054.25641025641,-2092.0,2091.8503822205635,2091.8490256410255,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,14,1000,-2091.8948571428573,1.9177146325052368,-2092.0,-2056.9523809523807,-2092.0,2091.8957352823577,2091.8948571428573,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,15,1000,-2091.803733333333,2.5274429972604215,-2092.0,-2059.288888888889,-2092.0,2091.805258710143,2091.803733333333,2092.0,2092.0
multihit_15_cal_nominal,20,first_hit_scan,1,1000,-6708.56,45.536798306424664,-6710.0,-5270.0,-6710.0,6708.7143924898155,6708.56,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,2,1000,-6710.0,0.0,-6710.0,-6710.0,-6710.0,6710.0,6710.0,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,3,1000,-6709.52,15.17893276880822,-6710.0,-6230.0,-6710.0,6709.537152442037,6709.52,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,4,1000,-6709.64,11.384199576606166,-6710.0,-6350.0,-6710.0,6709.649648081485,6709.64,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,5,1000,-6709.712,9.10735966128493,-6710.0,-6422.0,-6710.0,6709.718174707489,6709.712,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,6,1000,-6710.0,0.0,-6710.0,-6710.0,-6710.0,6710.0,6710.0,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,7,1000,-6709.177142857143,12.990963807618522,-6710.0,-6504.285714285715,-6710.0,6709.189707454414,6709.177142857143,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,8,1000,-6709.28,11.36709333166623,-6710.0,-6530.0,-6710.0,6709.289619624421,6709.28,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,9,1000,-6709.84,5.059644256269408,-6710.0,-6550.0,-6710.0,6709.841905738167,6709.84,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,10,1000,-6709.136,11.12624362924421,-6710.0,-6566.0,-6710.0,6709.145216493678,6709.136,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,11,1000,-6709.738181818182,5.851501642863577,-6710.0,-6579.090909090909,-6710.0,6709.740730786859,6709.738181818182,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,12,1000,-6709.64,6.566088143903761,-6710.0,-6590.0,-6710.0,6709.643209590209,6709.64,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,13,1000,-6709.778461538462,4.95127062088455,-6710.0,-6599.2307692307695,-6710.0,6709.780286528846,6709.778461538462,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,14,1000,-6709.5885714285705,6.495481903809288,-6710.0,-6607.142857142857,-6710.0,6709.5917123874815,6709.5885714285705,6710.0,6710.0
multihit_15_cal_nominal,20,first_hit_scan,15,1000,-6709.712,5.252870515123008,-6710.0,-6614.0,-6710.0,6709.714054115868,6709.712,6710.0,6710.0
multihit_15_cal_nominal,50,first_hit_scan,1,1000,-1800.0,0.0,-1800.0,-1800.0,-1800.0,1800.0,1800.0,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,2,1000,-1800.0,0.0,-1800.0,-1800.0,-1800.0,1800.0,1800.0,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,3,1000,-1800.0,0.0,-1800.0,-1800.0,-1800.0,1800.0,1800.0,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,4,1000,-1800.0,0.0,-1800.0,-1800.0,-1800.0,1800.0,1800.0,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,5,1000,-1800.0,0.0,-1800.0,-1800.0,-1800.0,1800.0,1800.0,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,6,1000,-1802.4533333333334,54.83073761646239,-3026.6666666666665,-1800.0,-1800.0,1803.2862840442785,1802.4533333333334,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,7,1000,-1800.0,0.0,-1800.0,-1800.0,-1800.0,1800.0,1800.0,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,8,1000,-1800.92,29.092954473549092,-2720.0,-1800.0,-1800.0,1801.154740714967,1800.92,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,9,1000,-1800.8177777777778,25.86040397648809,-2617.777777777778,-1800.0,-1800.0,1801.003264986998,1800.8177777777778,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,10,1000,-1801.472,32.89844256987743,-2536.0,-1800.0,-1800.0,1801.7720699355955,1801.472,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,11,1000,-1800.6690909090908,21.15851234439934,-2469.090909090909,-1800.0,-1800.0,1800.7932723989602,1800.6690909090908,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,12,1000,-1801.2266666666667,27.415368808231207,-2413.3333333333335,-1800.0,-1800.0,1801.435082248471,1801.2266666666667,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,13,1000,-1802.2646153846156,35.7529089406254,-2366.153846153846,-1800.0,-1800.0,1802.6188549148915,1802.2646153846156,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,14,1000,-1800.5257142857142,16.624545413456627,-2325.714285714286,-1800.0,-1800.0,1800.60238446437,1800.5257142857142,1800.0,1800.0
multihit_15_cal_nominal,50,first_hit_scan,15,1000,-1802.944,37.91164495890617,-2290.6666666666665,-1800.0,-1800.0,1803.3421535212522,1802.944,1800.0,1800.0
multihit_15_cal_nominal,100,first_hit_scan,1,1000,-1750.0,0.0,-1750.0,-1750.0,-1750.0,1750.0,1750.0,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,2,1000,-1750.0,0.0,-1750.0,-1750.0,-1750.0,1750.0,1750.0,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,3,1000,-1752.4533333333331,77.58121192946423,-4203.333333333333,-1750.0,-1750.0,1754.1680395877447,1752.4533333333331,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,4,1000,-1750.0,0.0,-1750.0,-1750.0,-1750.0,1750.0,1750.0,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,5,1000,-1750.0,0.0,-1750.0,-1750.0,-1750.0,1750.0,1750.0,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,6,1000,-1751.2266666666665,38.79060596473211,-2976.6666666666665,-1750.0,-1750.0,1751.65580079091,1751.2266666666665,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,7,1000,-1752.1028571428574,46.997775099824906,-2801.4285714285716,-1750.0,-1750.0,1752.7324393876072,1752.1028571428574,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,8,1000,-1750.92,29.0929544735491,-2670.0,-1750.0,-1750.0,1751.1614431570836,1750.92,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,9,1000,-1750.8177777777778,25.860403976488087,-2567.777777777778,-1750.0,-1750.0,1751.008561577027,1750.8177777777778,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,10,1000,-1751.472,32.89844256987743,-2486.0,-1750.0,-1750.0,1751.780634668622,1751.472,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,11,1000,-1752.007272727273,36.610915711463385,-2419.090909090909,-1750.0,-1750.0,1752.3893695407246,1752.007272727273,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,12,1000,-1750.6133333333335,19.39530298236606,-2363.3333333333335,-1750.0,-1750.0,1750.7206643106847,1750.6133333333335,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,13,1000,-1751.1323076923077,25.3064942845211,-2316.153846153846,-1750.0,-1750.0,1751.3149737491844,1751.1323076923077,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,14,1000,-1751.577142857143,28.76571948757838,-2275.714285714286,-1750.0,-1750.0,1751.8130969171946,1751.577142857143,1750.0,1750.0
multihit_15_cal_nominal,100,first_hit_scan,15,1000,-1751.472,26.848004855073142,-2240.6666666666665,-1750.0,-1750.0,1751.677556325174,1751.472,1750.0,1750.0
multihit_15_cal_nominal,200,first_hit_scan,1,1000,-2848.8,37.947331922020545,-2850.0,-1650.0,-2850.0,2849.05247406923,2848.8,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,2,1000,-2850.0,0.0,-2850.0,-2850.0,-2850.0,2850.0,2850.0,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,3,1000,-2850.0,0.0,-2850.0,-2850.0,-2850.0,2850.0,2850.0,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,4,1000,-2850.0,0.0,-2850.0,-2850.0,-2850.0,2850.0,2850.0,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,5,1000,-2849.76,7.589466384404111,-2850.0,-2610.0,-2850.0,2849.770095990201,2849.76,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,6,1000,-2849.6,8.939794176597134,-2850.0,-2650.0,-2850.0,2849.6140089492824,2849.6,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,7,1000,-2849.657142857143,7.662680722797545,-2850.0,-2678.5714285714284,-2850.0,2849.6674349467376,2849.657142857143,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,8,1000,-2850.0,0.0,-2850.0,-2850.0,-2850.0,2850.0,2850.0,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,9,1000,-2849.8666666666663,4.216370213557846,-2850.0,-2716.6666666666665,-2850.0,2849.8697826002117,2849.8666666666663,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,10,1000,-2849.64,6.56608814390376,-2850.0,-2730.0,-2850.0,2849.647557155095,2849.64,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,11,1000,-2849.3454545454542,8.428972446397118,-2850.0,-2740.909090909091,-2850.0,2849.357909401304,2849.3454545454542,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,12,1000,-2849.6,6.315051850925681,-2850.0,-2750.0,-2850.0,2849.6069904462265,2849.6,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,13,1000,-2849.907692307692,2.9190255324631225,-2850.0,-2757.6923076923076,-2850.0,2849.909185722223,2849.907692307692,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,14,1000,-2849.657142857143,5.412901586507732,-2850.0,-2764.285714285714,-2850.0,2849.6622785938716,2849.657142857143,2850.0,2850.0
multihit_15_cal_nominal,200,first_hit_scan,15,1000,-2849.76,4.37739209593584,-2850.0,-2770.0,-2850.0,2849.7633585966396,2849.76,2850.0,2850.0
multihit_15_cal_nominal,500,first_hit_scan,1,1000,-2790.0,0.0,-2790.0,-2790.0,-2790.0,2790.0,2790.0,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,2,1000,-2790.0,0.0,-2790.0,-2790.0,-2790.0,2790.0,2790.0,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,3,1000,-2789.84,5.059644256269408,-2790.0,-2630.0,-2790.0,2789.8445834848935,2789.84,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,4,1000,-2789.88,3.7947331922020555,-2790.0,-2670.0,-2790.0,2789.882578174214,2789.88,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,5,1000,-2790.0,0.0,-2790.0,-2790.0,-2790.0,2790.0,2790.0,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,6,1000,-2790.0,0.0,-2790.0,-2790.0,-2790.0,2790.0,2790.0,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,7,1000,-2789.9314285714286,2.1684189669725997,-2790.0,-2721.4285714285716,-2790.0,2789.932270408977,2789.9314285714286,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,8,1000,-2789.94,1.8973665961010278,-2790.0,-2730.0,-2790.0,2789.9406445299155,2789.94,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,9,1000,-2790.0,0.0,-2790.0,-2790.0,-2790.0,2790.0,2790.0,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,10,1000,-2790.0,0.0,-2790.0,-2790.0,-2790.0,2790.0,2790.0,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,11,1000,-2789.9127272727274,1.950500547621186,-2790.0,-2746.3636363636365,-2790.0,2789.913408413652,2789.9127272727274,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,12,1000,-2789.96,1.2649110640673518,-2790.0,-2750.0,-2790.0,2789.960286455705,2789.96,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,13,1000,-2789.963076923077,1.1676102129852546,-2790.0,-2753.076923076923,-2790.0,2789.9633210034103,2789.963076923077,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,14,1000,-2789.862857142857,2.1651606346030863,-2790.0,-2755.714285714286,-2790.0,2789.863696472994,2789.862857142857,2790.0,2790.0
multihit_15_cal_nominal,500,first_hit_scan,15,1000,-2789.968,1.0119288512538815,-2790.0,-2758.0,-2790.0,2789.968183331129,2789.968,2790.0,2790.0
multihit_15_cal_nominal,1000,first_hit_scan,1,1000,-3570.0,0.0,-3570.0,-3570.0,-3570.0,3570.0,3570.0,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,2,1000,-3570.0,0.0,-3570.0,-3570.0,-3570.0,3570.0,3570.0,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,3,1000,-3570.0,0.0,-3570.0,-3570.0,-3570.0,3570.0,3570.0,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,4,1000,-3570.0,0.0,-3570.0,-3570.0,-3570.0,3570.0,3570.0,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,5,1000,-3569.136,15.758611545369025,-3570.0,-3282.0,-3570.0,3569.17075411082,3569.136,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,6,1000,-3569.04,15.156124442221639,-3570.0,-3330.0,-3570.0,3569.072148332112,3569.04,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,7,1000,-3570.0,0.0,-3570.0,-3570.0,-3570.0,3570.0,3570.0,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,8,1000,-3570.0,0.0,-3570.0,-3570.0,-3570.0,3570.0,3570.0,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,9,1000,-3569.52,8.75478419187168,-3570.0,-3410.0,-3570.0,3569.5307254595805,3569.52,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,10,1000,-3569.712,6.436651807149933,-3570.0,-3426.0,-3570.0,3569.717797249525,3569.712,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,11,1000,-3569.345454545455,9.238120129370573,-3570.0,-3439.090909090909,-3570.0,3569.3573975444037,3569.345454545455,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,12,1000,-3569.64,6.56608814390376,-3570.0,-3450.0,-3570.0,3569.6460328721673,3569.64,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,13,1000,-3569.556923076923,6.9951343579484595,-3570.0,-3459.230769230769,-3570.0,3569.563770274902,3569.556923076923,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,14,1000,-3570.0,0.0,-3570.0,-3570.0,-3570.0,3570.0,3570.0,3570.0,3570.0
multihit_15_cal_nominal,1000,first_hit_scan,15,1000,-3569.904,3.035786553761644,-3570.0,-3474.0,-3570.0,3569.905289499989,3569.904,3570.0,3570.0
multihit_15_cal_nominal,2000,first_hit_scan,1,1000,-7050.0,0.0,-7050.0,-7050.0,-7050.0,7050.0,7050.0,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,2,1000,-7048.04,61.98064213930023,-7050.0,-5090.0,-7050.0,7048.312251879878,7048.04,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,3,1000,-7050.0,0.0,-7050.0,-7050.0,-7050.0,7050.0,7050.0,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,4,1000,-7048.04,43.80499146532594,-7050.0,-6070.0,-7050.0,7048.175990992279,7048.04,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,5,1000,-7050.0,0.0,-7050.0,-7050.0,-7050.0,7050.0,7050.0,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,6,1000,-7050.0,0.0,-7050.0,-7050.0,-7050.0,7050.0,7050.0,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,7,1000,-7049.44,17.708754896942924,-7050.0,-6490.0,-7050.0,7049.462220623642,7049.44,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,8,1000,-7048.53,26.81152658760701,-7050.0,-6560.0,-7050.0,7048.580942289022,7048.53,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,9,1000,-7049.564444444444,13.773476030955608,-7050.0,-6614.444444444444,-7050.0,7049.5778863211835,7049.564444444444,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,10,1000,-7047.648,30.28810765738701,-7050.0,-6658.0,-7050.0,7047.713017993851,7047.648,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,11,1000,-7048.574545454545,22.504548414207864,-7050.0,-6693.636363636364,-7050.0,7048.6104354741,7048.574545454545,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,12,1000,-7049.02,17.87435105840469,-7050.0,-6723.333333333333,-7050.0,7049.042639488949,7049.02,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,13,1000,-7048.492307692308,21.279259614233947,-7050.0,-6748.461538461538,-7050.0,7048.524396331511,7048.492307692308,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,14,1000,-7049.16,15.320872335775439,-7050.0,-6770.0,-7050.0,7049.176632770667,7049.16,7050.0,7050.0
multihit_15_cal_nominal,2000,first_hit_scan,15,1000,-7048.954666666666,16.503335503752428,-7050.0,-6788.666666666667,-7050.0,7048.973966503526,7048.954666666666,7050.0,7050.0
multihit_15_cal_nominal,5000,first_hit_scan,1,1000,-9010.0,0.0,-9010.0,-9010.0,-9010.0,9010.0,9010.0,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,2,1000,-9010.0,0.0,-9010.0,-9010.0,-9010.0,9010.0,9010.0,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,3,1000,-9010.0,0.0,-9010.0,-9010.0,-9010.0,9010.0,9010.0,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,4,1000,-9008.54,46.16925383845833,-9010.0,-7550.0,-9010.0,9008.658190873934,9008.54,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,5,1000,-9008.832,36.93540307076667,-9010.0,-7842.0,-9010.0,9008.907639886203,9008.832,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,6,1000,-9009.026666666668,30.779502558972215,-9010.0,-8036.666666666667,-9010.0,9009.079193297788,9009.026666666668,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,7,1000,-9007.497142857144,45.649946143330915,-9010.0,-8175.714285714285,-9010.0,9007.61270327743,9007.497142857144,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,8,1000,-9008.54,32.630248744579504,-9010.0,-8280.0,-9010.0,9008.599036476204,9008.54,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,9,1000,-9007.404444444444,40.97766978822886,-9010.0,-8361.111111111111,-9010.0,9007.497561256921,9007.404444444444,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,10,1000,-9008.248,31.954962300331637,-9010.0,-8426.0,-9010.0,9008.304620071416,9008.248,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,11,1000,-9009.46909090909,16.788819577621194,-9010.0,-8479.09090909091,-9010.0,9009.484717931688,9009.46909090909,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,12,1000,-9008.053333333331,30.733252341171617,-9010.0,-8523.333333333334,-9010.0,9008.105707885785,9008.053333333331,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,13,1000,-9009.101538461538,20.080153073587407,-9010.0,-8560.76923076923,-9010.0,9009.123894122278,9009.101538461538,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,14,1000,-9010.0,0.0,-9010.0,-9010.0,-9010.0,9010.0,9010.0,9010.0,9010.0
multihit_15_cal_nominal,5000,first_hit_scan,15,1000,-9009.221333333335,17.402799330442434,-9010.0,-8620.666666666666,-9010.0,9009.238124700421,9009.221333333335,9010.0,9010.0
multihit_15_cal_nominal,10000,first_hit_scan,1,1000,-8810.0,0.0,-8810.0,-8810.0,-8810.0,8810.0,8810.0,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,2,1000,-8807.08,92.33850767691665,-8810.0,-5890.0,-8810.0,8807.563567752435,8807.08,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,3,1000,-8810.0,0.0,-8810.0,-8810.0,-8810.0,8810.0,8810.0,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,4,1000,-8807.08,65.26049748915901,-8810.0,-7350.0,-8810.0,8807.32154516911,8807.08,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,5,1000,-8810.0,0.0,-8810.0,-8810.0,-8810.0,8810.0,8810.0,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,6,1000,-8809.026666666668,30.779502558972215,-8810.0,-7836.666666666667,-8810.0,8809.080385854386,8809.026666666668,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,7,1000,-8810.0,0.0,-8810.0,-8810.0,-8810.0,8810.0,8810.0,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,8,1000,-8809.27,23.084626919229166,-8810.0,-8080.0,-8810.0,8809.300216248734,8809.27,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,9,1000,-8808.053333333331,35.50551366703513,-8810.0,-8161.111111111111,-8810.0,8808.12482334939,8808.053333333331,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,10,1000,-8809.416,18.467701535383334,-8810.0,-8226.0,-8810.0,8809.43533809063,8809.416,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,11,1000,-8808.407272727274,29.04996572757416,-8810.0,-8279.09090909091,-8810.0,8808.455127821393,8808.407272727274,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,12,1000,-8809.026666666668,21.753499163052982,-8810.0,-8323.333333333334,-8810.0,8809.053499414995,8809.026666666668,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,13,1000,-8809.101538461538,20.080153073587407,-8810.0,-8360.76923076923,-8810.0,8809.124401679224,8809.101538461538,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,14,1000,-8809.165714285715,18.645856425474005,-8810.0,-8392.857142857143,-8810.0,8809.185427838423,8809.165714285715,8810.0,8810.0
multihit_15_cal_nominal,10000,first_hit_scan,15,1000,-8808.053333333331,27.47485356994289,-8810.0,-8420.666666666666,-8810.0,8808.096141366506,8808.053333333331,8810.0,8810.0
multihit_15_cal_nominal,30000,first_hit_scan,1,1000,-1210.0,0.0,-1210.0,-1210.0,-1210.0,1210.0,1210.0,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,2,1000,-1210.0,0.0,-1210.0,-1210.0,-1210.0,1210.0,1210.0,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,3,1000,-1210.0,0.0,-1210.0,-1210.0,-1210.0,1210.0,1210.0,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,4,1000,-1209.82,5.692099788303083,-1210.0,-1030.0,-1210.0,1209.8333769573396,1209.82,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,5,1000,-1210.0,0.0,-1210.0,-1210.0,-1210.0,1210.0,1210.0,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,6,1000,-1210.0,0.0,-1210.0,-1210.0,-1210.0,1210.0,1210.0,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,7,1000,-1210.0,0.0,-1210.0,-1210.0,-1210.0,1210.0,1210.0,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,8,1000,-1209.64,5.683546665833115,-1210.0,-1120.0,-1210.0,1209.6533387710713,1209.64,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,9,1000,-1209.92,2.5298221281347035,-1210.0,-1130.0,-1210.0,1209.9226421552744,1209.92,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,10,1000,-1210.0,0.0,-1210.0,-1210.0,-1210.0,1210.0,1210.0,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,11,1000,-1209.8690909090908,2.9257508214317887,-1210.0,-1144.5454545454545,-1210.0,1209.8726249465442,1209.8690909090908,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,12,1000,-1209.94,1.8973665961010275,-1210.0,-1150.0,-1210.0,1209.941486188485,1209.94,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,13,1000,-1209.7784615384614,3.4975671789742293,-1210.0,-1154.6153846153845,-1210.0,1209.783512346553,1209.7784615384614,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,14,1000,-1209.8457142857142,2.814037775958748,-1210.0,-1158.5714285714287,-1210.0,1209.8489836608971,1209.8457142857142,1210.0,1210.0
multihit_15_cal_nominal,30000,first_hit_scan,15,1000,-1209.712,3.7087478764147366,-1210.0,-1162.0,-1210.0,1209.7176794607906,1209.712,1210.0,1210.0
